label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Bleached_Hot_Day0_1,Bleached_Hot_Day0_2,Bleached_Hot_Day0_3,Bleached_Hot_Day0_4,Bleached_Hot_Day0_5,Bleached_Hot_Day37_1,Bleached_Hot_Day37_2,Bleached_Hot_Day37_3,Bleached_Hot_Day37_4,Bleached_Hot_Day37_5,Bleached_Hot_Day52_1,Bleached_Hot_Day52_2,Bleached_Hot_Day52_3,Bleached_Hot_Day52_4,Bleached_Hot_Day52_5,Control_Ambient_Day0_1,Control_Ambient_Day0_2,Control_Ambient_Day0_3,Control_Ambient_Day0_4,Control_Ambient_Day0_5,Control_Ambient_Day37_1,Control_Ambient_Day37_2,Control_Ambient_Day37_3,Control_Ambient_Day37_4,Control_Ambient_Day37_5,Control_Ambient_Day52_1,Control_Ambient_Day52_2,Control_Ambient_Day52_3,Control_Ambient_Day52_4,Control_Ambient_Day52_5,Mortality_Hot_Day0_1,Mortality_Hot_Day0_2,Mortality_Hot_Day0_3,Mortality_Hot_Day0_4,Mortality_Hot_Day0_5,Mortality_Hot_Day37_1,Mortality_Hot_Day37_2,Mortality_Hot_Day37_3,Mortality_Hot_Day37_4,Mortality_Hot_Day37_5,Mortality_Hot_Day52_1,Mortality_Hot_Day52_2,Mortality_Hot_Day52_3,Mortality_Hot_Day52_4,Mortality_Hot_Day52_5
,42,42,27,146.092163,6.616,0.682780,[M+H]+,,4-Guanidinobutanoic acid,4-Guanidinobutanoic acid,C5H11N3O2,0.464,1.671138,146.092163,0.00,2590.15,2420.22,135521.00,209900.62,306566.62,201181.86,267993.59,3401775.25,4588197.50,3097756.25,3708733.25,4055709.25,6060885.50,1952242.00,6003559.50,3075626.75,4931727.50,477523.16,276164.78,350973.00,1490587.88,695677.94,9487.38,401719.59,448355.00,705751.81,276020.78,288476.78,81656.21,329695.22,1769322.62,181451.02,329819.06,440266.66,251940.12,279869.72,673786.69,6362996.00,3873496.00,2943018.00,3744458.25,4561702.50,3799567.25,5723091.50,3223340.00,6491962.50,8177509.50
,43,43,8,132.076691,6.429,0.859153,[M+H]+,,Creatine,Creatine,C4H9N3O2,0.461,0.462119,132.076691,2705.11,2440.67,0.00,0.00,9762.80,8914.76,5206.16,42267.06,0.00,8102.40,16976.68,0.00,17610.38,0.00,29920.55,9871.30,8067.48,5240.11,1513795.88,6975.84,8825.26,971291.25,7103.76,13887.98,0.00,7037.87,6108.12,8219.73,11096.99,18841.79,0.00,9754.40,0.00,9906.17,150527.95,232227.92,74728.87,41093.07,5863.49,91503.99,6264.37,5959.96,0.00,7096.59,23282.95,0.00,7698.71,8167.09
,44,44,26,132.065445,6.439,0.844269,[M+H]+,,Hydroxyproline,Hydroxyproline,C5H9NO3,0.451,0.577698,132.065445,4251.02,7119.46,4666.37,32467.87,43064.01,55849.88,49823.14,82214.27,47178.21,26322.68,37200.72,43083.68,92801.40,28912.33,46909.56,75326.34,38397.82,30506.62,81705.66,51816.99,81999.50,160087.66,52659.88,51149.48,24290.92,42379.81,53417.70,24980.65,28784.02,48700.59,12110.29,32502.04,46659.71,67921.40,61668.84,62445.36,53414.11,20256.42,69740.21,56761.06,16193.39,63714.67,33705.59,68833.37,85617.35,33481.78,112953.81,70340.11
,45,45,42,112.087074,6.633,0.773963,[M+H]+,,Histamine,Histamine,C5H9N3,0.187,1.361335,112.087074,357662.34,324123.34,1641718.62,301309728.00,296306944.00,312836352.00,245659984.00,339966432.00,366707072.00,228636288.00,302623712.00,261344784.00,332875168.00,460371200.00,364599712.00,372891808.00,319991840.00,339842688.00,402678240.00,306725152.00,327544000.00,359539296.00,294130976.00,366844544.00,351527776.00,238784528.00,242675024.00,381620128.00,438739936.00,410086560.00,299329536.00,327650048.00,349431264.00,657241.81,315292256.00,265808048.00,249610880.00,325060768.00,512690.34,337453728.00,258000640.00,297021600.00,618460544.00,830264.31,388637184.00,350847456.00,370717216.00,484092256.00
,46,46,5,110.027168,6.446,0.849271,[M+H]+,,Hypotaurine,Hypotaurine,C2H7NO2S,0.074,1.248140,110.027168,0.00,0.00,0.00,5616.94,9572.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8271.62,0.00,0.00,0.00,7902.65,0.00,0.00,20074.25,0.00,65922.34,0.00,0.00,15517.54,0.00,18344.74,0.00,0.00,0.00,7798.87,9845.39,0.00,10972.80,0.00,0.00,0.00,11629.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,47,47,11,265.111145,5.945,0.849162,[M+H]+,,Thiamine,Thiamine,C12H16N4OS,0.235,2.302243,265.111145,0.00,0.00,0.00,6574.86,18524.04,3963.36,7927.65,0.00,12086.24,3551.96,0.00,12988.72,5516.02,8128.51,15998.13,0.00,4358.90,5102.60,14185.19,0.00,5856.62,0.00,3554.58,33633.14,7317.97,5158.78,4389.17,4734.17,12649.82,8509.04,10027.40,0.00,8197.19,0.00,14988.90,70729.65,4100.95,6561.93,5075.37,26903.80,2808.49,3828.67,6366.35,0.00,21996.73,30394.90,5077.35,0.00
,48,48,44,116.070778,5.722,0.780842,[M+H]+,,Proline,Proline,C5H9NO2,0.428,1.511805,116.070778,20526.32,10434.41,15869.00,755150.25,829105.69,929011.75,883617.81,946552.25,544565.44,257541.64,499863.88,767061.00,996246.00,662697.25,760563.44,621318.00,621825.75,606954.94,1674435.62,740841.31,2086700.50,3562474.25,686330.19,927183.81,901112.06,723908.75,918780.94,657771.12,801030.69,642511.12,1404596.12,523512.16,705471.81,1684690.62,5744090.00,2121084.25,1333300.12,473901.78,528394.06,2708423.00,2845936.00,556600.69,679843.25,847983.25,950897.00,926586.81,1152563.25,743345.69
,49,49,8,182.080994,4.843,0.678095,[M+H]+,,Tyrosine,Tyrosine,C9H11NO3,0.007,1.005625,182.080994,5216.64,8015.83,5033.13,1446420.62,1972937.62,1924953.12,2093319.00,2943949.75,3754191.00,2266894.75,2895044.00,5415555.50,3319435.00,2199532.75,1664508.62,5601054.00,2561131.25,1630815.50,3090141.75,3890861.00,2582344.50,11820179.00,3992952.00,7124402.50,4910186.50,2032880.38,5946394.50,2877055.00,2259979.25,1402590.88,700056.25,11130497.00,3439648.00,3139243.75,2886259.00,2330918.75,1359599.88,1533291.88,4274044.50,2475906.25,3532559.25,2989169.25,6116960.00,1898546.00,3176032.00,2285985.25,3369149.75,2234924.75
,50,50,45,118.086395,4.704,0.795629,[M+H]+,,Betaine,Betaine,C5H11NO2,0.066,1.162956,118.086395,414036.41,578815.62,525394.25,37250000.00,54850764.00,36674724.00,22282746.00,39111724.00,67282432.00,47379172.00,34969524.00,44795268.00,59722868.00,55144652.00,59861396.00,44568028.00,43619628.00,64617476.00,47703748.00,53127076.00,53755964.00,97823904.00,25845070.00,44315924.00,63434880.00,22414742.00,56071552.00,29215790.00,44116140.00,52154572.00,29866992.00,53958452.00,21394374.00,87719960.00,47828916.00,48837964.00,42419372.00,48432076.00,85771624.00,79324512.00,43992916.00,38656308.00,82870760.00,90882272.00,46950100.00,76791632.00,61901956.00,71891512.00
,51,51,38,126.021935,5.340,0.857690,[M+H]+,,Taurine,Taurine,C2H7NO3S,0.720,0.060540,126.021935,2719.08,2840.31,14338.65,659061.44,703556.69,529336.25,614617.31,865475.81,296976.00,150391.62,303643.41,745675.19,277007.66,233684.69,293400.38,240084.52,282149.97,211840.12,627363.00,907729.19,527966.81,1128012.12,473825.09,424483.25,884431.56,289038.81,352232.00,266323.75,313544.62,271314.50,683487.06,267582.66,300150.41,782668.00,1597361.38,940959.75,1392605.88,390479.00,251307.19,1495975.00,159021.03,319294.50,389746.09,233778.19,360706.91,330486.81,706480.50,308232.88
,52,52,13,148.060059,4.791,0.843789,[M+H]+,,o-acetyl-L-serine,o-acetyl-L-serine,C5H9NO4,0.181,2.576446,148.060059,0.00,0.00,0.00,24574.82,212401.30,45465.97,108062.87,284441.59,23409.07,19199.54,78047.82,91376.97,13048.46,18353.38,7625.80,14411.04,43228.04,7039.07,125821.94,184163.64,194287.06,168854.77,54501.64,34644.52,152223.25,35285.92,4832.22,120252.21,371021.25,317218.16,231694.92,204137.67,75399.93,149118.94,52574.15,29934.90,16733.77,28374.13,24608.88,19049.52,6025.17,12186.46,15635.56,14174.15,20524.23,13252.09,17132.13,14552.72
,53,53,44,150.058105,4.385,0.859722,[M+H]+,,Methionine,Methionine,C5H11NO2S,0.085,1.525286,150.058105,0.00,0.00,0.00,339869.84,418171.00,220246.73,278731.91,717577.94,1848643.00,575885.19,487934.53,1131598.62,995105.69,409508.66,111688.77,710272.69,167625.20,6348.53,1217032.38,190153.55,749779.81,3044312.75,3032144.00,651085.25,143599.61,118974.66,2052775.38,189138.55,236486.77,215517.38,90055.91,682097.31,166800.53,1312228.12,425896.09,1009759.69,227313.86,158839.39,844641.81,455633.50,1479459.12,939715.25,3017155.00,251517.05,380532.00,504971.97,243136.98,24033.20
,54,54,21,220.117889,4.206,0.848021,[M+H]+,,Pantothenate,Pantothenate,C9H17NO5,0.006,0.277284,220.117889,0.00,0.00,0.00,6348.75,23281.52,10610.12,21297.88,96149.57,16618.60,0.00,0.00,7998.96,6605.90,28014.99,8521.33,0.00,16281.16,6355.06,59610.34,76716.59,53663.19,82788.71,45167.26,17284.21,52032.94,59964.86,32540.48,32367.45,30180.76,27501.29,18379.26,35334.56,17555.02,10685.11,27860.93,34105.14,64049.26,40534.85,7269.40,62624.96,35536.29,25494.80,18899.48,18022.25,24089.16,23739.04,56549.00,15084.14
,56,56,0,132.101822,4.224,0.321888,[M+H]+,,Isoleucine,Isoleucine,C6H13NO2,0.034,0.577539,132.101822,0.00,7734.63,23529.58,695995.31,671072.94,739585.50,435105.16,1279241.88,1242968.38,1478603.00,390945.78,1686658.00,1532433.38,681788.06,452263.75,973226.31,991709.50,366760.72,6154362.00,529282.88,1623719.00,5597042.50,2674845.75,858451.31,493075.16,507348.28,1351467.12,765896.19,672290.06,652090.56,480800.78,609809.19,359760.50,2059016.62,1867976.00,1381486.12,851321.69,685004.06,796901.19,555701.81,924963.94,994614.19,2608384.00,979594.00,1208687.88,665982.81,1148465.00,577470.81
,57,57,33,244.092270,3.852,0.851785,[M+H]+,,Cytidine,Cytidine,C9H13N3O5,0.008,2.187929,244.092270,0.00,0.00,0.00,7644.18,60490.52,8738.22,16567.10,32222.57,81060.12,67094.73,36633.52,86787.93,122798.77,18972.54,19641.76,7825.53,18663.68,11386.84,57897.82,70297.34,21182.65,78031.29,11442.57,22549.70,14813.66,8068.30,107222.78,7092.85,11513.28,25190.50,10674.05,25387.28,7253.45,70742.45,42801.02,96832.44,10587.19,26441.12,38833.34,47711.77,8348.72,39881.57,52523.20,35132.38,115951.59,36964.66,20203.96,18563.59
,58,58,2,132.101868,3.836,0.552692,[M+H]+,,Leucine,Leucine,C6H13NO2,0.036,0.231015,132.101868,18701.02,6917.57,54545.50,1524371.62,1629925.50,1892144.00,1309931.50,3656460.00,2696186.25,3597489.00,1891556.62,4506998.00,3159956.00,1336390.38,888690.94,1443367.00,2632446.75,1023465.31,11869419.00,1678528.50,3255534.25,10737985.00,6338259.50,2312517.75,2168987.00,1480564.38,2836340.75,1812677.12,1310017.00,1682033.38,1328135.25,1546180.00,1292475.00,4186945.25,3761740.25,2765853.75,2010285.12,2021654.00,1860319.12,1369417.12,2037425.50,2504410.50,4455367.00,2100605.00,2302240.75,1183890.25,2442067.75,1085541.88
,59,59,44,166.086044,3.470,0.851899,[M+H]+,,Phenylalanine,Phenylalanine,C9H11NO2,0.060,1.286217,166.086044,2738.87,2740.39,2937.15,736163.31,944944.81,869812.00,922837.50,1450377.50,1372706.50,1031757.00,618882.75,1592179.00,966546.50,1074712.62,471888.91,950762.00,1344848.62,403371.09,5028783.50,892426.25,1680900.38,6627168.50,3443438.25,1293272.00,1486353.50,1329598.50,1938243.62,1138977.00,1071609.00,797909.00,851402.81,1324274.88,917458.75,1837446.12,1840224.88,924804.44,999066.44,849129.25,1076716.50,890194.31,935250.50,1236755.00,1416939.38,1008939.69,1562128.00,848162.31,1419256.00,563153.56
,60,60,2,268.103333,3.430,0.755398,[M+H]+,,Deoxyguanosine,Deoxyguanosine,C10H13N5O4,0.060,2.618030,268.103333,3026.59,15483.65,0.00,3808.99,18569.60,10740.82,9272.82,5472.06,5305.44,4443.11,8916.06,17184.44,10912.93,12456.37,14946.79,11204.23,19706.98,6023.66,7197.54,3969.68,17177.55,6355.08,5110.24,9023.47,5389.67,6219.15,5458.94,10081.27,11760.28,6252.72,8535.90,15439.25,15624.34,10042.58,13199.27,10048.49,8838.57,4988.72,4583.29,24138.31,0.00,5782.00,10564.22,3103.74,12956.46,34450.42,13893.47,6391.16
,61,61,45,152.056488,3.322,0.853996,[M+H]+,,Guanine,Guanine,C5H5N5O,0.038,1.304541,152.056488,0.00,0.00,0.00,123331.65,193281.14,267331.38,154796.08,268330.22,189115.83,99018.94,157884.34,204753.05,146100.27,99167.90,64947.85,144528.45,97482.84,33645.87,243329.23,330519.22,368491.72,484624.12,182823.25,165084.25,188590.05,69914.24,142322.81,120406.53,78730.01,126319.75,66605.96,87058.55,99750.09,384703.66,255436.06,279176.53,189830.12,68217.41,156281.67,222108.73,87536.88,317113.22,175987.86,69023.09,233165.30,129851.73,250771.98,69678.44
,62,62,35,117.054253,3.206,0.848630,[M+H]+,,Levulinic Acid,Levulinic Acid,C5H8O3,0.104,3.128547,117.054253,0.00,0.00,1324.46,352703.34,345646.88,354910.22,258381.00,329641.00,227842.08,268465.22,306111.50,339790.09,229604.08,363743.03,297901.34,402664.34,241639.17,110216.88,224788.75,99456.94,327420.72,362238.66,105631.01,334070.81,189518.20,218182.14,203671.45,255479.83,368993.09,352979.78,276404.00,350324.09,235374.17,313748.25,218211.75,273368.78,193093.48,345125.34,254694.86,349366.84,198106.88,277220.62,245700.48,198759.00,324649.84,341646.38,105388.66,328070.16
,63,63,45,205.096695,3.310,0.859871,[M+H]+,,Tryptophan,Tryptophan,C11H12N2O2,0.010,2.231936,205.096695,0.00,0.00,0.00,533860.19,732954.00,592349.19,485561.28,1078780.12,1947654.62,341843.38,338579.62,543485.69,746674.56,1927372.12,440881.53,1140259.00,533449.06,194598.25,859669.44,695026.44,1027475.69,3913291.25,1299396.12,951036.75,813718.00,684502.69,1644876.50,675989.31,387430.00,364300.91,455850.34,1913211.00,582100.06,1060350.12,1174572.50,1260450.00,593452.62,478030.59,1620999.88,1309003.75,2319684.75,1316939.38,3376587.25,649572.00,1821533.62,1971800.62,1271246.12,787497.50
,64,64,45,197.066727,2.744,0.855879,[M+H]+,,1 3-Dimethyluric acid,1 3-Dimethyluric acid,C7H8N4O3,0.266,1.006583,197.066727,0.00,0.00,0.00,366825.59,457716.09,511795.78,576214.69,414710.12,676919.06,287516.28,505640.91,508666.66,277515.53,916198.56,413652.25,616351.44,562309.25,382335.38,744666.31,569733.31,711549.19,850256.19,442449.78,723756.00,556006.44,599913.81,365439.59,594303.25,871225.31,477786.50,626773.38,577457.44,473885.53,561172.19,558214.69,462360.97,376379.53,468034.59,575760.06,524835.81,425921.84,376191.84,732616.19,417570.34,481376.00,358446.91,676662.75,745727.06
,65,65,8,138.091125,2.661,0.646700,[M+H]+,,Tyramine,Tyramine,C8H11NO,0.199,1.546969,138.091125,12934.80,6382.92,12848.24,120903.29,141850.55,315859.16,234993.81,88502.77,123768.81,68645.13,146170.02,126410.73,139481.73,110993.52,89781.62,147346.73,102098.71,52410.38,118726.43,242480.38,192007.33,347786.47,55181.73,299166.91,237424.05,89462.46,137736.44,154109.81,83629.64,240978.05,78270.15,110833.66,150952.45,334460.62,142226.28,497813.97,66701.88,89851.88,165499.36,93067.97,255007.55,135184.30,244193.83,52147.25,135057.33,108058.75,93764.22,83730.95
,66,66,45,126.066101,2.823,0.787369,[M+H]+,,5-Methylcytosine,5-Methylcytosine,C5H7N3O,0.023,0.665709,126.066101,40454.30,21062.19,202397.83,225346128.00,265928656.00,342118944.00,355835520.00,318678624.00,273234848.00,180140080.00,382805376.00,330677024.00,320271264.00,305112672.00,235259904.00,382939552.00,355483296.00,332019232.00,287784736.00,332573440.00,327885728.00,451459584.00,238232240.00,261759552.00,303558816.00,278092800.00,293675488.00,310233632.00,285682816.00,359971424.00,321415840.00,337393184.00,286503488.00,308103840.00,305779168.00,314626784.00,217729392.00,233050704.00,272384032.00,285390432.00,257897264.00,286383712.00,387240864.00,236710736.00,289925920.00,298782336.00,268311248.00,320374432.00
,67,67,12,114.066399,2.764,0.840343,[M+H]+,,Creatinine,Creatinine,C4H7N3O,0.034,1.872799,114.066399,3460.15,12759.87,7564.77,8994.09,14385.35,16561.85,6120.83,19964.91,12718.15,12673.83,17101.63,9764.74,15322.98,5584.17,34006.33,26224.66,11455.44,8885.80,150380.77,6516.13,10740.62,205444.44,18107.97,59889.91,9919.26,5207.47,50044.38,34584.61,13980.21,14016.59,16245.27,29993.97,20035.35,21585.32,21041.97,31378.91,13403.61,21995.81,9902.57,38870.31,7101.92,25063.98,17055.01,14881.88,92486.40,12529.60,5701.73,12537.27
,68,68,41,137.045761,2.791,0.853491,[M+H]+,,Hypoxanthine,Hypoxanthine,C5H4N4O,0.071,0.222682,137.045761,0.00,0.00,0.00,42778.98,76877.87,47105.17,67592.25,77042.41,99609.20,45824.55,78455.20,117676.81,60833.36,14670.47,2884.99,46221.64,20843.12,0.00,109503.46,161221.80,95562.38,319302.97,53694.10,117499.41,101559.54,69449.28,84337.82,121577.22,52024.61,135949.89,41238.69,62195.46,40453.00,110747.13,81333.00,126094.41,66329.67,40426.29,92890.22,48708.42,67186.12,113796.01,111672.16,56500.12,171897.64,39639.89,28961.60,8647.45
,69,69,45,268.103424,2.605,0.859275,[M+H]+,,Adenosine,Adenosine,C10H13N5O4,0.005,2.276547,268.103424,9022.88,27767.16,0.00,690320.50,1790114.62,2439513.50,1859021.12,1336175.00,812333.50,773890.19,1061582.62,1394149.38,639347.69,1267935.38,1500248.00,957884.06,3155920.00,939026.56,1778609.38,636269.19,2045136.00,1204134.12,1009782.69,2361137.00,1081680.62,1278548.38,398632.50,1223396.00,1846394.88,851759.19,1024355.94,731423.19,2170111.00,1589120.62,1598946.62,1207298.75,962765.19,767154.69,1057324.12,1117584.25,366595.12,500528.75,879639.81,610817.56,429636.00,1751562.00,1524987.50,1256528.00
,70,70,45,136.061539,2.508,0.818142,[M+H]+,,Adenine,Adenine,C5H5N5,0.008,1.682191,136.061539,13090.21,31109.16,29165.30,3204748.25,10000056.00,9887878.00,14494351.00,10676825.00,5267296.00,2710982.25,11992199.00,9987857.00,5264637.50,1903916.00,1386065.88,9707290.00,7516451.50,1781813.00,14584717.00,10641293.00,9784652.00,12308660.00,5451467.50,20107382.00,4263791.50,4075874.75,3140906.75,11012402.00,10813343.00,6981226.00,5202268.00,4067018.75,9431167.00,12382744.00,8166337.50,12297324.00,3598202.00,2059437.62,8255140.50,3833600.25,3051085.00,5604280.00,5744087.50,2386696.75,3441725.25,3929531.25,1253225.12,485946.53
,71,71,43,121.051292,2.368,0.849776,[M+H]+,,Purine,Purine,C5H4N4,0.102,3.466449,121.051292,0.00,1628.28,0.00,27316.57,32070.72,24024.47,27804.59,21077.41,41192.13,14698.14,37937.14,27064.90,21932.26,40156.43,22540.84,30719.98,21795.72,11374.99,12110.57,11928.41,22464.96,57615.83,28682.46,30655.93,10481.43,29062.74,47333.39,43769.97,32491.67,17219.84,32685.39,34186.55,33219.03,23473.41,22222.64,31053.85,5742.93,15105.20,27327.16,10691.15,12885.54,19559.99,40111.32,16612.09,28640.76,25884.52,16462.48,17237.37
,72,72,34,191.117676,2.167,0.842001,[M+H]+,,5-Methoxytryptamine,5-Methoxytryptamine,C11H14N2O,0.013,1.117755,191.117676,3821.42,0.00,0.00,23369.22,22262.38,12912.63,20427.57,12927.07,23285.26,10412.86,19615.17,19870.76,10874.96,33637.39,22229.06,17912.29,26237.80,26829.59,8903.56,22820.84,13412.27,36007.07,6505.24,16562.06,28248.08,7492.64,28585.96,14346.66,18750.22,27789.36,10358.92,19118.04,12787.17,18548.20,19475.90,12701.42,7165.30,19148.70,14703.29,4429.19,9106.65,4608.13,55301.17,17437.22,4157.12,8062.43,19956.78,44634.61
,73,73,44,161.106949,2.109,0.857295,[M+H]+,,Tryptamine,Tryptamine,C10H12N2,0.071,2.367799,161.106949,3711.65,3198.26,2190.70,315623.00,366104.59,657545.56,714544.56,71290.16,614893.69,451571.34,416259.22,338417.78,163449.14,210060.11,363376.84,790193.56,252886.45,14713.27,749280.50,658390.94,1052730.12,5100405.50,240373.64,413003.00,361435.91,207448.25,1445822.00,815289.19,153775.83,361054.25,142487.78,590798.81,308595.72,3151357.00,332804.22,2207866.25,243455.70,513545.50,1166854.00,281225.78,642038.31,970506.56,1594624.88,337436.56,335561.69,505314.62,229313.70,156550.39
,74,74,20,133.085831,1.980,0.841730,[M+H]+,,Leucic acid,Leucic acid,C6H12O3,0.180,0.687922,133.085831,7564.03,4140.06,10007.10,8648.59,30112.97,4532.96,47279.61,6340.96,39597.58,27366.13,29867.86,49544.82,8702.93,40158.30,67228.98,48020.07,5356.93,68055.63,36312.10,5762.68,11940.45,30217.23,33294.41,63891.02,6995.20,17591.04,63754.08,33109.25,53084.44,8648.25,13969.40,7776.23,43997.54,7908.12,17190.76,12731.20,14776.17,38634.18,56428.60,17462.96,51288.14,14599.03,14229.68,12930.37,75295.41,26524.06,74554.97,50971.36
,75,75,34,153.054291,1.969,0.847731,[M+H]+,,Mandelic acid,Mandelic acid,C8H8O3,0.051,2.193291,153.054291,0.00,0.00,0.00,2358.83,127102.27,56246.64,65820.16,54886.14,3151.45,23954.22,50721.43,67306.23,33953.42,3997.78,38955.07,39618.19,102562.07,89993.48,19070.08,9000.50,16456.77,50631.25,5783.39,6278.12,13151.87,8283.07,18370.88,20083.67,6106.87,6525.41,16717.35,28957.13,24683.73,20738.02,17518.75,2391.99,5201.66,81462.43,20919.74,13416.80,2675.10,3384.11,28685.95,14623.45,5171.16,0.00,23401.99,51688.92
,76,76,45,298.096100,1.933,0.853715,[M+H]+,,5- Methylthioadenosine,5- Methylthioadenosine,C11H15N5O3S,0.033,2.456993,298.096100,0.00,0.00,0.00,117507.74,131413.45,75283.52,130986.35,102984.38,69303.20,55560.49,52390.77,76351.90,44951.64,111166.52,45582.05,22102.51,76572.42,41983.14,144346.95,149967.36,135540.70,146711.81,71863.94,20233.10,168948.91,109841.96,64473.02,75529.18,103819.44,48119.50,67021.60,87288.07,50073.31,115236.66,101849.38,155739.05,110010.03,78814.45,76100.26,76065.57,49091.19,54226.02,62975.49,59258.67,59001.26,71869.38,141432.20,73945.12
,77,77,39,203.222656,1.445,0.723116,[M+H]+,,Spermine,Spermine,C10H26N4,0.125,1.802015,203.222656,963671.56,1451155.12,1904104.12,2266878.50,2414018.25,2349144.75,1925224.38,2445893.75,2158365.00,2042256.38,2289800.75,1948593.50,2270861.00,2550639.25,2434847.25,2545527.25,1985404.88,1917123.38,2234738.00,1859356.50,2367954.25,2251223.25,1957911.62,4367226.50,1707158.62,1805876.12,2191086.75,2410843.00,2316090.25,2448978.75,2141909.25,2375634.75,2695277.75,2260586.75,1970352.50,2410713.50,1870128.88,1989878.62,1966637.62,2008879.50,2058019.12,1831709.62,2302551.00,2113633.00,2401325.75,2480089.75,1831099.62,1689999.62
,78,78,18,118.065269,1.168,0.839567,[M+H]+,,Indole,Indole,C8H7N,0.032,1.227784,118.065269,8663.85,6393.17,6354.72,20464.02,26090.93,25373.80,26207.14,4295.51,15184.96,25148.89,13194.70,24685.02,19913.82,19542.64,17135.46,16993.24,11559.39,44356.84,19401.38,34252.16,19986.20,26510.19,30286.17,13221.08,34939.41,35258.92,21056.42,14450.11,19363.36,21628.43,19927.12,19779.76,15984.17,21772.14,35669.17,25049.53,24828.85,14670.95,28766.70,50567.88,15010.38,35417.72,13822.97,18575.29,12278.37,23137.81,23782.45,34049.61
,79,79,1,287.200043,1.169,0.635700,[M+H]+,,Androstenedione,Androstenedione,C19H26O2,0.021,1.806399,287.200043,0.00,0.00,0.00,0.00,0.00,2292.70,1622.98,0.00,0.00,1994.87,0.00,1945.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2839.92,2722.12,4019.10,0.00,0.00,0.00,3000.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2426.32,0.00,0.00,2247.58,0.00,0.00,3606.96,0.00,0.00,0.00,0.00,0.00,0.00,7079.03,0.00
,80,80,1,315.231171,1.164,0.847036,[M+H]+,,11a-Hydroxyprogesterone,11a-Hydroxyprogesterone,C21H30O2,0.024,2.129819,315.231171,0.00,0.00,0.00,0.00,1770.04,0.00,1733.77,0.00,2420.13,0.00,2264.75,0.00,0.00,0.00,3353.38,0.00,0.00,0.00,0.00,0.00,0.00,16989.42,0.00,2285.42,1729.83,3248.66,3053.12,0.00,0.00,0.00,2380.01,0.00,3073.10,0.00,0.00,0.00,0.00,0.00,0.00,2999.29,0.00,5586.53,0.00,1934.83,0.00,0.00,3596.57,2568.14
,81,81,44,176.103058,7.811,0.856527,[M+H]+,,Citrulline,Citrulline,C6H13N3O3,-1.000,0.519882,176.103058,1992.82,1559.67,0.00,90399.30,59731.23,176865.81,93242.26,177109.39,71774.71,95143.62,54920.05,183810.69,143198.45,67702.81,32173.03,50555.92,55729.80,94643.52,54596.37,125775.65,34668.53,144471.45,90556.76,59612.11,95008.62,25276.12,232768.00,10189.18,30301.42,128174.60,26807.54,81818.73,14115.78,95987.29,265782.03,1088769.50,96467.19,92363.66,386533.16,111346.57,181360.89,48073.37,124996.44,72536.88,71139.05,165560.98,50354.93,78929.55
,84,84,42,284.099243,4.653,0.853320,[M+H]+,,Guanosine,Guanosine,C10H13N5O5,-1.000,1.074188,284.099243,0.00,0.00,0.00,278459.84,222161.64,234039.80,167929.83,229468.08,257832.64,164528.42,170210.70,184860.14,183651.88,243635.25,196021.45,238964.80,226177.02,138767.83,286294.56,249340.88,186231.23,192804.02,279196.78,167401.89,178657.42,135917.12,96793.53,276368.88,255692.06,296571.50,134564.58,213955.08,128254.85,201142.45,178740.62,226419.11,134579.17,121730.04,156938.38,198791.30,122455.32,159851.95,222651.92,144380.38,177325.75,215125.00,185973.67,107049.91
,85,85,7,269.087433,3.456,0.824889,[M+H]+,,Inosine,Inosine,C10H12N4O5,-1.000,2.268223,269.087433,0.00,0.00,0.00,0.00,0.00,3458.45,0.00,5967.10,5331.83,2522.52,4067.64,10807.16,5439.03,4076.46,0.00,4279.96,3925.07,2750.67,7687.21,2605.44,16142.23,20128.46,3328.76,14068.72,7632.80,16029.21,2726.76,13156.16,0.00,2980.44,6049.63,2460.43,3769.88,4354.97,12841.04,48090.93,4731.61,0.00,8270.04,6300.69,3445.42,3102.90,20281.94,4281.52,20026.91,10899.03,5887.76,10668.75
,86,86,45,288.216095,2.012,0.855581,[M+H]+,,L-Octanoylcarnitine,L-Octanoylcarnitine,C15H29NO4,-1.000,2.964753,288.216095,2011.73,0.00,0.00,80678.18,122941.62,68972.59,85335.72,120860.85,72982.96,87516.02,64600.95,69653.63,75841.44,98313.25,120063.90,82420.12,77263.07,111189.16,125713.38,144131.61,132746.25,107929.84,66174.20,332839.62,135851.64,109618.63,119483.62,116025.85,143809.11,107255.75,93792.95,92575.62,141159.73,73332.25,109286.25,81749.27,110035.81,71249.73,65050.08,93890.90,46953.13,69498.38,128680.85,22214.06,105020.93,55705.22,100019.91,100556.01
