label,metaGroupId,groupId,goodPeakCount,medMz,medRt,maxQuality,adductName,isotopeLabel,compound,compoundId,formula,expectedRtDiff,ppmDiff,parent,Blank1,Blank2,Blank3,Bleached_Hot_Day0_1,Bleached_Hot_Day0_2,Bleached_Hot_Day0_3,Bleached_Hot_Day0_4,Bleached_Hot_Day0_5,Bleached_Hot_Day37_1,Bleached_Hot_Day37_2,Bleached_Hot_Day37_3,Bleached_Hot_Day37_4,Bleached_Hot_Day37_5,Bleached_Hot_Day52_1,Bleached_Hot_Day52_2,Bleached_Hot_Day52_3,Bleached_Hot_Day52_4,Bleached_Hot_Day52_5,Control_Ambient_Day0_1,Control_Ambient_Day0_2,Control_Ambient_Day0_3,Control_Ambient_Day0_4,Control_Ambient_Day0_5,Control_Ambient_Day37_1,Control_Ambient_Day37_2,Control_Ambient_Day37_3,Control_Ambient_Day37_4,Control_Ambient_Day37_5,Control_Ambient_Day52_1,Control_Ambient_Day52_2,Control_Ambient_Day52_3,Control_Ambient_Day52_4,Control_Ambient_Day52_5,Mortality_Hot_Day0_1,Mortality_Hot_Day0_2,Mortality_Hot_Day0_3,Mortality_Hot_Day0_4,Mortality_Hot_Day0_5,Mortality_Hot_Day37_1,Mortality_Hot_Day37_2,Mortality_Hot_Day37_3,Mortality_Hot_Day37_4,Mortality_Hot_Day37_5,Mortality_Hot_Day52_1,Mortality_Hot_Day52_2,Mortality_Hot_Day52_3,Mortality_Hot_Day52_4,Mortality_Hot_Day52_5
,56,56,44,167.020981,6.002,0.854058,[M-H]-,,Uric acid,Uric acid,C5H4N4O3,0.568,0.456792,167.020981,0,0,0,6871.53,43335.4,47240.45,120912.37,42118.25,121875.48,87057.43,103010.7,152901.55,136227.3,125428.28,85435.26,175164.55,165337.45,100242.5,89459.18,32436.84,124642.82,343557.56,22316.01,154826.94,44402.93,64143.33,66219.32,59101.66,116095.06,38875.89,109587.04,50909.11,57637.41,57938.83,114072.59,45626.09,43584.28,26945.74,296199.75,156310.83,54449.52,186296.36,123691.47,206868.62,342085.5,70205.45,521018.25,138370.02
,57,57,43,108.01255,6.436,0.853703,[M-H]-,,Hypotaurine,Hypotaurine,C2H7NO2S,0.084,0.706344,108.01255,0,0,0,105763.43,125054.49,90059.43,112668.75,190861.05,184802.62,23497.86,154273.45,106524.24,45696.05,124736.9,37462.32,144597.64,44948.98,0,133998.02,47649.64,128622.41,191354,42083.37,131985,27531.3,37379.44,154066.98,150745.42,157689.23,48818.63,104592.48,127067.99,113068.15,131064.41,321214.53,196352.77,62973.61,7088.38,70616.62,370873.09,66511.32,52410.63,77416.91,71944.73,64689.8,108767.27,101714.75,10003.95
,58,58,25,175.024734,5.955,0.839595,[M-H]-,,Ascorbic acid,Ascorbic acid,C6H8O6,0.535,0.435904,175.024734,0,0,0,10068788,3242778,73885.91,269434.78,28313264,3111681.25,0,4275469,8788.61,17746364,8958200,1632225.5,262212.5,9119.63,4321.06,35752352,5376.99,1500617,14027356,4330.31,17391676,4557.92,0,4195010,24043432,51726260,26071830,1379653.38,0,16729.56,15535533,54850.81,9797.66,3430.73,0,5071.37,4777.52,3336.37,0,7041700,0,3601702.75,9289289,10889.55,3737.07
,59,59,42,102.056129,5.83,0.842594,[M-H]-,,D-2-Aminobutyric acid,D-2-Aminobutyric acid,C4H9NO2,0.55,0.747569,102.056129,39863.24,15065.73,11744.42,35402.05,51452.91,75887.7,57302.55,98562.2,112573.5,57658.91,105050.09,111187.98,130098.84,133184.73,42225.21,168579.5,56040.3,53818.13,126419.34,49560.7,107612.13,180457.55,63513.58,116093.88,73327.86,73791.21,79732.24,85709.88,42524.31,38757.36,31890.3,183428.89,42811.92,103364.91,104304.03,56678.2,75238.42,21267.96,92897,67636.26,58134.74,69919.78,159745.08,47913.98,118496.41,75580.11,102190.06,115788.66
,60,60,38,179.056168,5.786,0.84948,[M-H]-,,Glucose,Glucose,C6H12O6,0.394,0.340872,179.056168,0,0,0,337704.97,809796.56,4742342.5,474781.41,322945.25,580005.88,151334.39,338338.34,588352.19,462054.28,925235.44,237421.7,299850.22,461514.53,318464.47,301741.53,413356,703960.31,859904.81,360100.12,740842.31,437880.66,532382.75,956724,652877.31,910847.31,430457.25,761485.31,271970.66,376896.09,2030915.5,1837564.88,868162.56,475367.28,354535.16,1058355.62,2716582.75,400292.62,340574.38,1339284.12,517650.34,707069.19,1021518.94,1680117,651527.44
,61,61,34,263.097534,5.94,0.851445,[M-H]-,,Thiamine,Thiamine,C12H16N4OS,0.24,1.275929,263.097534,0,0,0,14807.95,28856,5337.89,49864.17,0,58009.6,4892.96,12669.77,66515.52,12382.8,76329.91,34668.61,0,11870.04,11471.3,20491.91,16391.05,7771.84,93109.79,0,54305.28,41076.11,16940.04,19477.2,22808.18,60843.66,6552.53,47814.75,20995.21,24508.65,30367.96,31138.54,108878.04,17328.26,11520.44,7388.72,64148.83,0,6745.88,35671.63,9516.17,20378.85,32750.98,36773.6,39951.22
,62,62,45,114.056076,5.692,0.857889,[M-H]-,,Proline,Proline,C5H9NO2,0.458,0.200675,114.056076,4317.1,0,3378.67,178036.17,228520.64,249604.92,275216.22,262672.12,168385.3,71190.77,146362.45,216022.14,231899.3,166597.75,201558.5,168550.12,200330.73,178544.8,405519.66,241078.45,561216.75,1040014.75,210334.17,321325.22,305669.72,222903.95,281591.31,187178.3,195851.7,174041.42,495286.34,151190.5,183719.5,412692.75,1784566.5,620185.56,418964.62,132054.36,168463.14,824652.19,929588.69,168467.14,176610.38,246718.45,265347.47,244833.55,359964.41,213191.19
,63,63,45,181.071777,5.788,0.831419,[M-H]-,,Sorbitol,Sorbitol,C6H14O6,0.332,0.084269,181.071777,0,0,0,2818006.25,4964503.5,5847618.5,60775600,9564559,3617799.25,1660215.88,1939096.12,3726151.25,14379099,7010302,3522968,2838668,2882125,4770385.5,24574696,5583127.5,17748252,17955314,5521698.5,6958293.5,6392023.5,3102977,1886810.62,10508745,14531608,9264635,73555440,1849728.5,5633121.5,5621681.5,32133514,44254788,14929608,53948752,20539594,49343980,2418451.25,4778740,6677373.5,5536114.5,4071254.25,7780757.5,16584033,5217575.5
,64,64,46,116.071777,5.322,0.795618,[M-H]-,,Valine,Valine,C5H11NO2,0.138,0.6573,116.071777,4573.75,3566.07,45605.3,759543.69,3408751.75,3398800.25,3497228.75,4076901,3956244.25,6788470.5,3631248.75,10301103,2856865.25,2730468,1800037.62,3561292,4735788.5,2467574.75,4482708,3561027.25,3275491.25,17990856,5941320,1575366.5,4913074,2734566,1832440.12,2519950,717256.69,811821,1646958.62,3616404,1096987.38,4661182,4043149.25,4294140,2388148.25,2456996,5962606.5,1379693.88,4349192.5,2407741.25,7343395.5,3858733.25,2264063,988313,3011333.25,4339577
,65,65,31,179.056152,5.312,0.842973,[M-H]-,,Fructose,Fructose,C6H12O6,0.272,0.255654,179.056152,0,0,0,76719.68,234773.98,426837.34,672020.81,177540.48,260993.69,214973.12,148576,892631.31,206605.2,196888.56,180780.69,132370.12,170254.36,532909.31,125506.98,124826.66,606749.06,391362,233867.86,231523.14,200436.98,688675.06,614477.06,110386.32,121916.78,89470.1,517279.5,153140.36,168940.19,259082.55,2610387.75,235076.83,442797.16,302030.16,330566.5,2971005,376419.91,125496.16,583670.06,437132.12,219297.55,433441.28,243764.45,419367.88
,66,66,45,180.066544,4.787,0.860152,[M-H]-,,Tyrosine,Tyrosine,C9H11NO3,0.063,0.423698,180.066544,5701.62,3646.66,3657.9,1996144.62,2993114,2679545,2862346.75,4227883,5933428.5,3154084.25,4144080.75,6788606,4404478,4101280.75,2679386.25,7575966.5,3398045.25,1917269.12,3849856.25,5087309.5,3411702.25,15673268,5427184.5,9360931,6489677.5,2610611.25,8221518,4395762,2944540,1869648.38,1189618.38,14567089,4870369.5,3946714,4308871.5,2997732,1668742.62,2270944,5441179.5,3070973.25,4602052.5,4060176,9249744,2521477.75,4378613,3086238.75,5038125.5,3240674
,67,67,45,116.071777,4.578,0.730692,[M-H]-,,Betaine,Betaine,C5H11NO2,0.192,0.6573,116.071777,3255.72,3269.72,20262.56,385792.66,792739.19,880969.56,966849.06,665437.19,650370.31,634490.88,991257.69,1087609.12,465912.41,868244.81,844191.81,938680.94,1075643.62,635114.81,756069.69,801576.81,1153258,1375161.88,767386,843348.19,934310.25,1154953.5,650918.06,1041202.5,1028419.75,752472.06,1428616,1028659.31,935990,608151.94,1015566.81,615961.44,709077.19,498964.41,722611.94,1006688.69,599458.19,816568.25,966529.5,575368.81,1021964.25,598759,1339233.12,859816.44
,68,68,28,105.019379,4.677,0.823882,[M-H]-,,Glycerate,Glycerate,C3H6O4,0.013,0.435885,105.019379,21193.48,12018.08,13853.02,155476.48,195379.12,217622,248539.69,191649.27,223037.2,237961.25,263828.5,234770.7,133992.7,210021.58,189020.08,202313.58,232414,178152.17,169490.67,237770.88,244480.77,195491.42,200231.08,150967.61,250178.83,251002.14,104447.38,228908.45,181213.92,183481.2,256204.5,216238.55,202389.58,133517.2,152864.47,154691.23,214938.39,163451.36,154389.33,184310.19,177486.67,202139.33,190594.83,153789.52,208550.5,119396.34,223600.83,174554.88
,69,69,45,124.007347,5.315,0.856078,[M-H]-,,Taurine,Taurine,C2H7NO3S,0.695,0.369142,124.007347,0,0,0,3390396,8036921.5,6321526.5,8240921.5,9774911,2156255.25,1501352.5,3479901,9402501,1956396,1414997.62,3168053,2108692.25,2758538,2606558.75,4321138.5,10834259,4089681,13890951,4029944,3146832,11254619,2474202.75,2464637.75,3353330.75,1457439.38,1833323.5,7767110,2616301.25,2041101.62,7571626.5,14633265,10537074,11333683,4372605.5,2561951.75,10489624,1296887,2531316.25,3638260.25,2212706.75,2218841.75,2073354.12,6450848,2918066.75
,70,70,43,146.045914,4.66,0.853057,[M-H]-,,o-acetyl-L-serine,o-acetyl-L-serine,C5H9NO4,0.05,0.208959,146.045914,2752.78,0,0,370257.5,754465.06,520673.78,889112.25,1363183.62,419279.75,660519.31,699736.5,1302796.12,179140.2,294065.53,199005.42,356370.41,687795.75,378661.72,404363.28,1634950.12,1413894.5,861810.81,787860.19,346988.47,1860748.88,607558.19,185400.31,834988.19,1115244.25,966860.06,1959995.38,1745295.12,672725.25,436086.84,722480.94,400736.84,768013.31,863328.44,479940.16,386274.38,313443.25,391555.75,270735.84,243066.8,423608,116733.1,329252.25,492556.78
,71,71,45,116.035309,4.575,0.851458,[M-H]-,,Acetyl glycine,Acetyl glycine,C4H7NO3,0.015,0.065751,116.035309,3751.12,2510.53,2863.65,364086.59,67417.13,87858.44,113081.53,244313.69,69626,71914.86,89653.59,77752.84,40476.94,83407.51,101714.2,77282.65,76537.73,74017.3,118918.32,99926.37,89832.79,145199.06,231269.88,117214.38,120211.76,133733.84,165611.98,100720.81,106464.63,54625.75,176236.27,137992.08,126236.81,63707.26,125138.66,88379.29,131899.11,599670.5,104802.75,90318.84,89705.55,131709.38,92085.5,66519.27,98331.09,52047.74,162236.8,110614.88
,72,72,48,128.035339,4.666,0.842462,[M-H]-,,Pyroglutamate,Pyroglutamate,C5H7NO3,0.076,0.119176,128.035339,94685.62,45242.84,79996.65,3684266,2074596,1910372.5,2668824,3097415.25,7843697.5,4091126,3662112.75,6372182,3047685.75,3846200.75,1580979.12,4401177.5,14784949,2227984.25,1424851.12,3541245.75,2606858,5334119.5,2632928,4312123.5,3313380.75,2897876,1644608.62,2494912,738726.06,725756.5,4941368.5,2137210.25,2213708.75,1393746.62,3163529.75,2744196.5,14055179,2371234,2330667,4829710.5,5641507.5,6612770,3499336,1554692.12,3042492,1295137.12,3219559.25,4328809
,73,73,45,134.028198,4.671,0.855558,[M-H]-,,Homocysteine,Homocysteine,C4H9NO2S,0.091,0.569238,134.028198,0,0,0,86786.76,173712.83,252590.14,276922.62,303168.72,844847.06,154087.12,640709.69,917847,78951.25,231911.06,106508.97,381934.59,276635.09,15170.89,174574.5,259706.48,430313.09,679706.56,241854.89,317294.28,301228.47,221508.05,58195.61,180685.56,126877.34,98137.28,145123.08,468580.5,223030.56,93899.12,372788.78,155962.81,110358.91,56919.97,57308.23,75997.24,98071.53,108506.68,352768.59,10918.25,53014.42,13658.35,98890.91,30824.98
,74,74,32,219.077621,3.987,0.850608,[M-H]-,,5-Hydroxytryptophan,5-Hydroxytryptophan,C11H12N2O3,0.563,0.487551,219.077621,0,0,0,4881.38,10706.71,63297.94,40835.67,20022,37225.88,2679.82,75173.84,38539.7,4762.78,12260.98,31387.95,123742.01,99036.05,0,2790.42,30752.27,40345.36,64293.17,33718.93,10058.29,10364.94,29675.78,17664.65,34004.48,3636.5,5829.24,46380.75,45824.38,53628.88,6716.92,40393.48,16672.12,11818.93,4414.21,53036.33,72879.9,25302.65,62807.23,26747.75,34453.11,68596.69,3544.91,157979.11,7543.65
,75,75,45,151.061386,4.545,0.85516,[M-H]-,,Ribitol,Ribitol,C5H12O5,0.115,1.212128,151.061386,0,0,0,95179.18,213245.5,172010.45,357612.91,180061.95,124663.91,79291.6,131438.83,242429.33,76407.09,176012.55,136191.19,148150.91,159239.52,127685.81,173483.34,251920.5,269196.28,403105.66,114253.99,233877.67,261674.58,382341.25,143867.02,147792.38,220938.31,125050.51,330108.75,169599.11,235930.7,125607.96,413416.5,492595.97,262205.41,180056.08,112604.88,265338.34,231579.3,143354.14,171846.58,120277.99,213308.62,125646.68,286988.47,259274.88
,76,76,45,148.043762,4.559,0.807088,[M-H]-,,Methionine,Methionine,C5H11NO2S,0.259,0.103069,148.043762,0,0,0,472000.88,1217096.62,1284430.38,2006516.38,2457978,6300077.5,2827131.25,2617923,8736064,1212917,1685548.88,250931.38,2982555.75,2768371,116643.2,2715270,2012800.12,3123547,8522377,7928392,1225283.5,1676686.38,1208612.5,2353662.75,821372,671585.12,504071.16,588371.56,3009425.25,440810.88,1855467.12,2587422.75,1855651.88,1457448,719764.94,2741512.5,1997133.38,5082663.5,3361860.75,6442850,520249.41,1648501.38,679265.81,1525436.38,541639.81
,77,77,45,218.103424,4.448,0.69408,[M-H]-,,Pantothenate,Pantothenate,C9H17NO5,0.248,0.139923,218.103424,0,0,0,6421124,4891361.5,1270888.62,1658031,771067.81,9630555,3144597.75,1704504.88,1836538.12,431421.09,12656269,4250987.5,2088412.38,1945697,652093.5,1019426.25,2478397.25,5694710.5,1978304,3522108.75,1023955.81,2903025.75,5704756,803573.44,5629168.5,1469039,2313471,6031792,1277231,4861788.5,1462418,4916098.5,873973.19,3206250,6953279.5,1519236.12,4013224.75,781805.81,3216696,11656888,1044727,4201697.5,729758,5451432,10428258
,78,78,44,130.087341,4.179,0.720334,[M-H]-,,Isoleucine,Isoleucine,C6H13NO2,0.011,0.117296,130.087341,4295.08,3718.91,3160.52,649183.56,669471.31,815275.31,808562,1374158.12,1402817,1881714.38,582653.06,2355531.75,1350599.38,813227.81,532434.69,1075672.88,1516320,657713.94,4777307.5,794509,1549182.5,5365361.5,2956668,940266.44,866158.5,998813.19,1372660.38,849499.69,592338.31,615252.94,797246.31,710210.69,592680.88,1669401.62,2236008.25,1434638.38,1274652.38,856582.75,1025945.94,784998.81,1158380.12,1266648.12,2557417.75,1133230.75,1280047,596574,1594383.5,1022469.19
,79,79,15,156.066391,4.085,0.851228,[M-H]-,,Acetyl proline,Acetyl proline,C7H11NO3,0.065,1.466565,156.066391,0,0,0,4147.94,3865.58,0,16241.32,6749.99,11801.36,5206.6,16533.71,18425.14,43030.82,70202.89,7099.44,62643.63,69582.79,53054.5,0,6841.55,6793.93,6486.54,4880.33,6753.26,6946.69,16913.3,5640.04,8117,3152.54,0,6485.37,4387.56,9543.85,5052.88,7886.29,5764.54,11290.64,30571.04,108634.91,49183.23,44497.75,46957.84,101968.71,18492.17,35106.02,25888.1,59478.6,101368.59
,80,80,30,151.026367,4.023,0.848964,[M-H]-,,Xanthine,Xanthine,C5H4N4O2,0.077,1.414477,151.026367,0,0,0,114683.18,159024.06,57047.11,92809.47,71025.41,127338.59,51862.38,81016.48,131870.56,68818.53,25236.81,43379.59,101380.75,160162.31,62988.71,109056.85,725433.44,137677.38,717004.75,103699.62,128306.91,910325.31,209392.06,331791.75,108663.93,21904.35,224896.25,56842.05,421799.59,71009.23,167062.58,124634.47,170615.62,146865.77,120975.18,183709.81,143501.7,122804.35,337855.5,166289.5,102119.29,218127.44,39321.48,175607.5,64134.44
,81,81,44,130.050888,4.024,0.855007,[M-H]-,,N-Acetyl-L-alanine,N-Acetyl-L-alanine,C5H9NO3,0.036,0.586646,130.050888,0,0,0,85773.79,137324.95,185375.55,276850.44,157037.52,96717.56,101136.04,116918.76,187723.52,23881.99,95812.13,111256.41,211418.31,253723.55,133462.58,144153.77,372279.12,279806.84,271875.94,176439.45,124599.59,256433.12,338643.47,44160.33,164758.53,105018.98,26332.24,205536.14,168777.2,124660.66,108010.97,251658.86,126858.59,351363.22,178856.38,153951.44,150212.56,218628.92,180706.58,86561.21,107825.7,170237.73,12545.14,518035.16,141975.73
,82,82,10,242.07782,3.815,0.84712,[M-H]-,,Cytidine,Cytidine,C9H13N3O5,0.045,1.764909,242.07782,0,0,0,3322.69,11982.02,0,0,15843.55,40220.87,24649.48,4265.02,41907.5,52465.61,11989.43,4250.48,4166.94,5685.76,3690.28,18149.31,19214.99,6759.8,42911.24,2900.52,0,3524.52,0,41109.36,0,0,7079.35,3552.89,11822.13,2384.13,5811.65,9774.51,41270.86,2830.24,11825.12,7114.8,11478.27,5812.66,13303.4,29541.26,7921.68,35697.47,8515.12,15758.58,12125.79
,83,83,46,89.024406,3.95,0.813419,[M-H]-,,Lactate,Lactate,C3H6O3,0.09,0.1714,89.024406,150797.02,97118.7,193940.75,2171331.75,2819942.75,4190443.25,7613895.5,1604713,2448996.25,11732415,5296925,11863085,2186770.25,2508040,1866231.38,28751242,21361664,24069186,1176474.62,13854981,4187683,3285837.25,14989275,4641873,17993492,22540810,1430044.62,3567089.25,1285712,795404.81,14804200,6291397.5,4965355.5,834289.25,7474190.5,1501614.88,16445173,8172835.5,4439454,8970919,16337733,13475723,3849980,2442550.75,3531168,852120.31,15167155,25770442
,84,84,42,130.087341,3.842,0.715618,[M-H]-,,Leucine,Leucine,C6H13NO2,0.042,0.117296,130.087341,8856.53,3119.6,4971.6,815465.75,888342.5,1046449.69,927759.19,2015357.88,1612221.38,2055599.62,1109214.25,3034101.75,1590182.5,760437.5,426804.91,788485.69,1593186.38,853571.5,6067870,987476.25,1741567.38,6646343.5,3984980,1200181.12,1664808,1752687.38,1591281.62,1053994.25,751588.56,820752.25,872815.81,871772.75,748165.25,2185994.75,2430322,1499129.12,1716898.62,1134064.62,1115184.88,753232.75,1129918.5,1424259.62,2641185.75,1220311.88,1263649,642106.94,1691354,773924.69
,85,85,45,164.071671,3.442,0.856613,[M-H]-,,Phenylalanine,Phenylalanine,C9H11NO2,0.032,0.186001,164.071671,0,0,0,518746.41,768440,829479.81,804829,1400843,1182883,801157.31,640337.44,1441935.38,669361.25,819015.5,370390.16,851602.19,1195533.5,337131.62,3582421.25,848038.69,1451336.38,5656311.5,2923496,1000121,1291153.75,1038073.81,1711239.38,1040746.06,666160.06,606310.94,829971.56,1056528.88,811451.44,1382363.62,1738432.62,887688,848921.31,590397.75,959653.94,785942.56,846393.19,1081891.5,1181546.88,854221.06,1247457.12,605299.69,1354748.12,479861.25
,86,86,3,266.089966,3.288,0.822313,[M-H]-,,Deoxyguanosine,Deoxyguanosine,C10H13N5O4,0.082,1.835027,266.089966,0,0,0,0,0,0,0,0,0,0,0,20815.52,2789.84,5093.54,2690.36,0,3332.91,2761.08,3102.54,0,3176.54,0,0,0,0,0,0,0,2641.54,0,9120.66,0,0,0,3192,0,3607.21,0,0,22126.41,3486.95,0,3732.86,6453.15,5362.44,20171.91,6737.73,2569.42
,87,87,34,150.042007,3.311,0.852497,[M-H]-,,Guanine,Guanine,C5H5N5O,0.049,0.813574,150.042007,0,0,0,37526.88,83313.7,105716.66,65010.49,126560.29,82116.84,41322.86,72102.84,78489.69,61166.28,44630.02,29599.53,78807.09,40741.35,4120.26,68131.73,124810.38,163738.67,194810.05,77509.38,71230.3,87900.16,24752.26,55762.33,49354.48,40251.94,50470.58,33571.22,49540.58,29506.62,139772.42,117366.37,92498.12,63000.98,39770.62,64636.61,85048.57,37914.48,132085.55,77957.07,23396.15,105674.69,24814.85,110840.65,27559.9
,88,88,45,203.082687,3.293,0.856389,[M-H]-,,Tryptophan,Tryptophan,C11H12N2O2,0.007,0.450815,203.082687,0,0,0,525214.81,692595,539939.75,428096.66,1040552.56,1796188.62,347967.16,316074.47,444179.34,648081.75,1822275.38,411359.03,1227871.5,510583.59,176431.95,722652.81,636212.94,942045.31,3824602.25,1222396.5,766806.19,774517.75,533857.31,1609422,663596.81,329070.84,315564,444991.09,1880447.38,593503.31,981161.81,1198758.75,1100661.88,519148.97,454026.88,1365702.88,1138825.88,2086768.38,1310844,2976318.75,594556.75,1678272.38,1613902.5,1309051,729231.06
,89,89,4,122.024658,3.132,0.78611,[M-H]-,,Nicotinate,Nicotinate,C6H5NO2,0.082,0.75028,122.024658,8247.35,3725.49,4179.02,18127.76,28560.16,22350.92,47714.71,24632.85,14738.48,8877.76,32181.17,18130.39,25504.97,7320.02,11588.18,14180.52,6085.1,12558.63,44675.12,73430.76,22345.65,57977.36,28231.6,29573.28,28270.74,20420.56,27140.61,15663.24,18296.49,27537.52,15780.97,13349.16,15542.38,74374.19,30026.69,64848.19,27673.45,21651.56,28254.71,9968.74,9132.67,19878.86,21790.33,6105.57,13013.54,18568.88,14499.56,10194.17
,90,90,45,124.051628,2.787,0.829871,[M-H]-,,5-Methylcytosine,5-Methylcytosine,C5H7N3O,0.013,0.061502,124.051628,0,0,17748.54,8604988,12832421,18760358,27044654,19326164,14991285,6351403.5,24152378,22729936,18087706,17384422,8790773,24314098,24845608,24266704,13189005,23037930,18542770,37022140,12598972,10698523,17518046,17022968,15848533,17692262,14819508,17359978,21107182,20760560,15929813,14649720,20356736,16030421,9746739,11925235,14958275,16959550,12896733,14128781,29754614,11035321,15815075,14108536,17437134,25602118
,91,91,7,112.051758,2.699,0.844295,[M-H]-,,Creatinine,Creatinine,C4H7N3O,0.031,1.089411,112.051758,0,0,0,2556.1,0,0,4301.88,0,5051.17,3600.66,2655.03,0,5165.22,0,15566.54,0,0,0,15679.98,0,0,40295.13,16708.83,3845.35,0,3553.74,39612.97,3681.56,0,2139.61,4784.33,6395.11,0,0,2678.93,3161.97,3718.63,12078.1,2889.52,4092.8,3601.67,11036.87,0,0,11128.27,0,3094.02,0
,92,92,31,135.031189,2.786,0.850696,[M-H]-,,Hypoxanthine,Hypoxanthine,C5H4N4O,0.066,0.339006,135.031189,0,0,0,5974.02,21064.23,14933.35,20518.11,38202.61,41408.56,10593.22,31633.23,62722.7,40466.65,9850.34,0,24791.66,6422.79,5194.23,54941.99,97379.94,32239.73,201541.7,16565.34,53928.63,57183.71,32114.83,55880.05,66888.06,20555.59,58926.7,12190.73,28865.55,12826.34,48172.12,49873.98,63230.85,43887.82,5371.55,75140.15,26008.51,24668.54,58245.36,73212.9,23547.59,99472.25,11424.97,5818.11,4189.49
,93,93,45,243.062195,2.683,0.855918,[M-H]-,,Uridine,Uridine,C9H12N2O6,0.033,0.251109,243.062195,0,0,0,247581.17,532205.5,640938.44,604256.19,235576.12,610876.44,492198.66,525493.25,651655.25,279344.84,580637.25,138548.95,434831.97,1131294.62,104953.51,396203.47,419372.97,662846,737017.44,554209.81,284079.22,256022.12,225202.48,261205.62,349516.16,200011.5,172635.11,193557.19,144685.92,261326.52,624116,679349.75,642554.69,266085.75,399024.41,405660.5,376990.5,111610.4,217111.56,715044.94,228921.19,129543.94,357201.84,635385.69,477197.62
,94,94,43,266.089661,2.6,0.852276,[M-H]-,,Adenosine,Adenosine,C10H13N5O4,0,0.688135,266.089661,0,0,0,50435.95,177140.45,135853.62,78469.82,88828.13,79258.98,69792.1,82257.32,84075.89,43880.8,95051.88,111294.38,65705.93,157953.8,72494.69,104161.15,44329.83,139297.19,96282.5,96464.59,92964.15,104091.19,111392.88,24377.81,105312.27,100632.21,59498.97,82784.16,66263.65,127487.81,97097.96,130523.19,99837.1,77020.88,74537.71,79534.96,81689.88,27812.38,41140.62,79835.15,43849.5,40262.92,100346.29,129552.43,114987.84
,95,95,1,87.008736,2.564,0.544249,[M-H]-,,Pyruvate,Pyruvate,C3H4O3,0.034,0.350741,87.008736,10563.04,3426.4,3551.15,116532.8,88685.23,94415.87,136343.05,137675.62,62577.81,25702.69,130552.27,72760.93,146715.39,92889.95,78966.73,157804.23,58141.32,40572.81,172956.92,53608.38,160120.25,217663.14,73971.54,225031.5,46403.74,58674.69,86417.16,211845.12,139252.94,119221.87,177327.55,56474.17,114699.69,186946.81,80399.35,124757.44,52851.81,35649.08,38545.79,59039.21,54910.44,38940.11,125124.75,36746.27,100970.5,144102.38,82480.2,43987.12
,96,96,45,134.047333,2.512,0.827136,[M-H]-,,Adenine,Adenine,C5H5N5,0.012,0.79682,134.047333,58595.59,12024.96,3616.27,2646551,9274228,4127156,7945525.5,5204086.5,6231037.5,4535865,7361557.5,5807593.5,3133866,1914717.62,1323925.5,5623548.5,4075760.75,1041111.56,6400524.5,11282187,5981036.5,10089369,5407804,5729335.5,4663033.5,3705122,2108978.25,8072529.5,3925408.25,3833591,3450809.25,3079559.25,4357121.5,6663894,5897980,7456688.5,3553670.25,3168880.25,4854880.5,2716879.25,2538001,5837220,6072935.5,2043181.12,2378208.25,1657742,1140656.88,863178.69
,97,97,5,178.050858,2.467,0.838827,[M-H]-,,Hippuric acid,Hippuric acid,C9H9NO3,0.077,0.599893,178.050858,0,0,0,0,3570.35,0,0,3064.73,0,4850.1,3810.03,24197.56,3035.48,0,0,0,14522.97,45399.35,0,9722.31,4136.35,3757.98,0,0,21996.59,22890.76,0,3960.02,2126.48,0,5069.27,5241.71,6005.04,3016.32,0,0,18257.38,5294.49,4256.66,4740.11,3473.73,5005.1,3954.18,5460.89,0,3101.48,3690.04,25940.88
,98,98,44,111.02002,2.088,0.851947,[M-H]-,,Uracil,Uracil,C4H4N2O2,0.038,0.137442,111.02002,14770.71,9682.81,6421.29,142159.52,253316.77,286974,972194.31,152349.17,843581.5,293543.72,476328.41,460130.53,349591,173721.81,32019.46,437582.5,221599.36,24373.06,333456.97,918855.31,286927.78,1400122.38,457206.53,199041.86,110703.53,60306.46,375001.91,261133.12,98956.09,139885.67,82375.18,87383,102400.21,575110.44,315360.09,846156,256741.14,196382.8,173685.73,136207.91,97992.78,315808.84,795352.19,82741.62,131019.04,90185.78,73988.52,61825.04
,100,100,43,159.102524,1.939,0.849015,[M-H]-,,Hydroxyoctanoic acid,Hydroxyoctanoic acid,C8H16O3,0.011,0.863148,159.102524,5259.12,15344.72,12662.33,197434.81,40521.66,67953.66,25420.22,42818.25,42487.11,32246.21,43622.71,25016.69,46578.38,63258.07,80089.67,44576.47,54762.89,21839.7,59673.21,45126.98,37251.72,50340.9,142419.77,42759.82,68467.96,45218.51,212016.88,61037.91,32784.19,31154.59,72825.66,48282.43,104653.44,36536.61,73371.88,52539.2,48201.8,221809.38,54993.78,59455.42,41828.44,88235.41,52288.54,55136.03,68559.16,54439.93,75809.99,43019.97
,101,101,4,241.082733,2.006,0.786457,[M-H]-,,Thymidine,Thymidine,C10H14N2O5,0.056,1.075976,241.082733,0,0,0,0,0,0,0,0,0,0,0,0,3565.65,2993.86,0,0,0,0,2104.89,0,0,4405.93,0,0,0,0,0,0,0,0,12377.22,0,0,0,7803.34,7556.67,3344.73,3082.81,0,13829.3,0,0,8530.46,0,11052.85,4122.63,9563.14,0
