Sample,1 3-Dimethyluric acid,1-Methylhistidine,11a-Hydroxyprogesterone,2-Aminoethylphosphonate,3-Phenylbutyric acid,4-Guanidinobutanoic acid,5- Methylthioadenosine,5-Hydroxytryptophan,5-Methoxytryptamine,5-Methylcytosine,5-Phenylvaleric acid,a-ketoglutarate,Acetyl glycine,Acetyl proline,Acetyl-arginine,Acetyllysine,Aconitate,Adenine,Adenosine,ADP,ADP-D-Glucose,Alanine,Aminoadipic acid,AMP,Androstenedione,Arginine,Arginine-Alanine,Arginine-Glutamine,Arginine-Valine,Ascorbic acid,Asparagine,Aspartate,Betaine,Carbamoyl phosphate,Carnitine,Carnosine,CDP-Choline,CDP-Choline (+HAc),Cellobiose,Cholesteryl sulfate,Citramalic acid,Citrate,Citrulline,CMP,Creatine,Creatinine,Cystathionine,Cystine,Cytidine,Cytosine,D-2-Aminobutyric acid,Deoxycytidine,Deoxyguanosine,Dihydroorotate,Dihydroxyacetone phosphate,Dihydroxybenzeneacetic acid,Fructose,Fructose-6-phosphate,gamma-amino butyrate,Glucose,Glucose-6-phosphate,Glucuronic acid,Glutamate,Glutamine,Glutaryl-carnitine,Glutathione,Glutathione disulfide,Glycerate,Glycerol-3-phosphate,Glycerophosphocholine,Glycerophosphocholine (+HAc),Glycine,GMP,Guanine,Guanosine,Hippuric acid,Histamine,Histidine,Homoarginine,Homocitrulline,Homocysteine,Hydroxyoctanoic acid,Hydroxyphenyl pyruvate,Hydroxyproline,Hypotaurine,Hypoxanthine,Indole,Inosine,Inositol,Isocitrate,Isoleucine,Itaconic acid,L-Octanoylcarnitine,L-Palmitoylcarnitine,Lactate,Leucic acid,Leucine,Levulinic Acid,Lysine,Lysine-Glutamine,Malate,Mandelic acid,Mannose-6-phosphate,Methionine,Methionine sulfoxide,Methyloxovaleric acid (Ketoleucine),Methylphenyllactate,N N N-Trimethyllysine,N-acetyl-glutamate,N-acetyl-glutamine,N-Acetyl-L-alanine,N-acetyl-L-ornithine,NAD+,NAD+ (SIM),NADH (SIM),NADP+ (SIM),NADPH (SIM),NegIS_Alanine-2H4-15N,NegIS_Glucose-2H7-13C6,NegIS_Glutamine-2H5-15N2,NegIS_Glycine-13C2_15N1,NegIS_Inosine-15N4,NegIS_Lysine-2H8,NegIS_Malate-2H3,NegIS_Serine-13C3-15N1,NegIS_Thymine-2H4,NG-dimethyl-L-arginine,Nicotinamide riboside,Nicotinate,o-acetyl-L-serine,O-Acylcarnitine,O-Butanoylcarnitine,O-Decanoyl-L-carnitine,O-Phosphorylethanolamine,O-Propanoylcarnitine,Ornithine,Pantothenate,Phenylalanine,Phenylpropanolamine,Phosphocholine,Phosphocholine (+HAc),PosIS_Alanine-2H4-15N,PosIS_Glutamine-2H5-15N2,PosIS_Inosine-15N4,PosIS_Lysine-2H8,PosIS_Serine-13C3-15N1,Proline,Purine,Pyroglutamate,Pyrroline-5-carboxylic acid,Pyruvate,Raffinose,Ribitol,Ribose phosphate,S-adenosyl-L-methionine,Serine,Sorbitol,Spermine,Stearic acid,Succinate,Sucrose,Taurine,Thiamine,Threonic acid,Threonine,Thymidine,Tridecanoic acid,Trigonelline,Tryptamine,Tryptophan,Tyramine,Tyrosine,UDP-D-Glucose,UDP-N-acetyl-glucosamine,UMP,Uracil,Uric acid,Uridine,Valine,Xanthine
Control_Ambient_Day37_2,14.3458194,11.45158634,10.05211903,10.96123146,10.52733622,13.90327501,12.77789926,10.41945101,10.97086924,23.36760527,10.8731595,10.13617417,12.36785815,10.28500199,10.18289178,12.71919487,10.65380718,17.2232365,15.27184922,9.965784285,9.965784285,14.28639751,10.45783295,11.05802429,9.965784285,17.81617372,9.965784285,11.31437968,10.1334124,10.18300593,12.7228967,14.08162866,21.10948193,11.61308393,21.24890042,10.6081362,10.28797981,9.965784285,11.44635005,9.965784285,10.6508121,10.72180896,12.09905733,9.965784285,9.965784285,10.4026154,9.965784285,10.23706209,10.57753856,12.27723539,11.81945422,10.39577009,10.21934412,11.0465808,9.965784285,14.08032083,12.99182357,10.31147838,12.2003349,14.01982688,10.12934501,10.44744903,16.95562555,15.72077465,11.82053508,9.965784285,9.965784285,13.27598353,10.18856681,12.32985498,10.88601358,12.65128829,9.965784285,12.91501159,12.84730179,10.80105529,23.5792497,12.88082186,14.49958994,10.14170965,13.51901979,11.74858094,11.15595685,10.8657228,10.95238309,12.17388352,11.13289281,10.31301234,14.78621038,9.965784285,14.96032287,18.20177459,12.5125419,14.43480646,19.29329026,10.28700037,16.25719887,12.92117931,15.29898206,10.21891047,13.24869917,10.52049333,10.98720903,15.89118836,15.81169077,12.63480458,13.17052203,14.18376495,10.47635851,11.42102505,13.30805466,9.965784285,9.965784285,10.14788918,9.965784285,10.00198714,9.965784285,21.15709167,20.63358896,18.56564728,16.14945478,14.93686507,12.83387491,14.85491388,14.59277733,16.69541363,15.79941482,13.36112759,11.12328736,16.03910879,16.01366617,16.37704964,12.30817809,10.05371491,18.32386981,11.74028282,16.67306996,15.72038935,12.81927747,14.58161145,13.10134526,18.89697612,18.83686878,14.46895215,13.360396,12.98070828,15.01564186,10.42381924,16.86210568,12.53381969,11.37412783,11.27033177,13.3343937,9.965784285,9.965784285,13.44022033,17.80422952,15.91674883,19.00072523,15.6469182,13.04612201,18.61767619,11.26701426,19.44942851,15.07432858,9.965784285,10.99567219,13.78803728,13.76128275,14.87313428,13.20828245,17.82600874,11.40491368,13.75593963,11.5907865,12.27223608,11.33482755,13.30596886,17.42647897,15.02987666
Control_Ambient_Day37_3,14.51896662,10.98304619,10.13149463,12.08054886,10.47289472,14.11947726,12.32065178,11.04430454,10.3227488,23.31290221,10.69835597,10.9436229,12.55330163,10.6739223,10.39869564,13.9118283,14.23518104,17.22986727,15.57765448,9.965784285,10.13218597,14.31729908,10.98085708,12.61990368,10.11947568,17.66402067,10.42484239,11.20153062,10.41558189,9.965784285,12.23271217,13.79305041,19.681434,11.48314863,21.22609174,10.13354936,10.33679164,9.965784285,13.22946713,9.965784285,12.07863863,12.73298499,10.92705632,10.38989222,10.30342619,10.22292698,9.965784285,10.25223781,10.3468425,12.07804255,11.87833882,10.65922564,10.26797374,10.91066716,9.965784285,13.91091266,14.71009273,11.54355125,13.56362224,14.3544491,11.4021926,11.26156654,16.88059013,15.1398397,12.57057449,9.965784285,10.44619122,13.34489942,10.91121713,12.81080261,11.26927232,12.36982797,10.16967676,11.82157149,12.5728035,10.85926537,23.09306797,11.0696711,14.35246686,10.75686686,13.18290485,11.3956475,10.66939256,11.33754023,11.22912136,11.81461098,11.18056411,10.64436995,14.56539283,10.78805389,15.22967315,17.66186206,12.31828998,14.43051449,19.68951587,10.69617409,15.78526409,13.16344172,14.91861781,10.22706403,17.70122002,10.35572942,12.71297252,15.49820554,13.47201187,13.0124701,12.7343581,15.04268486,10.27316323,10.28174767,13.74062701,10.14055205,9.965784285,10.49042635,9.965784285,9.990034867,9.965784285,21.42261903,20.57263684,19.02037178,16.22002218,15.14170308,12.89649291,17.01184165,15.07458094,16.9381297,15.95097252,13.77238647,11.18512516,14.53646057,15.91428752,14.71418328,12.38132798,10.86249017,18.20897227,11.14241963,17.71224033,15.63300526,12.52208225,16.76182851,15.379994,19.24411475,19.1972954,14.57233768,13.51101844,13.48121455,14.77945496,11.02852769,16.74156372,13.49195566,11.64312442,12.29273775,13.90362414,11.22677514,9.965784285,13.40358229,16.83935033,16.06720642,18.85384897,17.51407581,13.45569509,16.51578436,10.67480678,19.49261162,14.88166981,9.965784285,11.2128592,14.57085852,13.09877371,14.70165357,12.08743278,16.59240354,11.51369303,14.05526758,12.72523551,11.67044168,11.73270675,13.20422113,16.65866582,13.11070149
Control_Ambient_Day37_4,14.33292693,13.11526042,10.18494727,12.69576519,11.33834303,15.24834481,12.12425989,10.92866792,11.3083696,23.91173288,11.21303695,12.85346648,13.27307953,10.34769336,11.03693793,12.84672283,17.05767109,17.37326633,14.45252044,10.2581597,10.15730349,15.48140321,11.18197566,12.0612629,9.965784285,19.50338607,10.19406348,13.19477364,10.79069295,17.78862263,14.29658883,15.22797811,21.52323826,11.86899873,21.12344813,9.965784285,10.10570519,9.965784285,15.09857867,9.965784285,12.44308522,16.92679475,13.72149272,10.61368211,10.37527525,11.84905799,10.34391659,13.120412,12.72314212,13.39195846,12.36751745,11.47180132,10.33687884,11.02248111,9.965784285,15.38816825,15.05403823,11.73874955,15.35708536,15.67753067,11.83063696,10.78776838,17.84445607,17.25286518,12.71456757,10.29264801,11.73216332,12.69096551,11.551372,13.20149489,12.00759219,13.97373322,10.33927505,13.07809281,12.59832168,9.965784285,23.63655488,13.88008121,14.23626213,10.89189305,12.01091792,13.597195,11.30588104,11.91825807,13.17971009,12.4335476,11.05762443,10.16304735,14.57782495,12.93014587,16.18996524,17.22465202,12.85728099,14.63991715,16.2482761,12.11172153,17.22702828,13.54402188,16.70063321,10.52992141,20.20711369,10.95648578,12.51118626,16.95983231,14.89385004,13.26080715,13.41192039,15.07636823,9.965784285,10.66363601,11.71978902,9.965784285,9.965784285,10.55232015,10.0053191,10.22941614,9.981443056,22.51098658,21.30558159,19.59211877,17.15778686,15.61768317,14.0162064,17.59338305,15.68219991,16.9374645,17.25108475,13.47738318,11.30370991,13.42027639,16.90727945,17.75201836,13.00211414,12.46881414,18.49903733,13.57939624,15.43109464,16.68209826,14.20323688,15.85966985,14.64943275,20.19224449,19.97172703,15.19102295,14.37513294,13.89010161,15.62028518,11.79093428,16.44754023,11.49050659,12.46239678,12.90486521,13.09187001,10.23649814,9.965784285,13.66190562,16.64367193,16.85741081,20.54780651,15.72267243,14.73913762,17.02579062,10.99901246,15.98214758,16.25467142,9.965784285,11.99264978,13.86654446,16.26390362,16.44777258,13.03638069,18.75622917,11.19425108,13.51172159,13.82482241,14.3684082,12.15426923,13.87611082,16.60190638,14.2006443
Control_Ambient_Day37_5,14.54430265,11.59187041,9.965784285,11.37398993,11.0522577,13.50587873,11.93274792,11.17360207,10.60051214,23.51068209,11.19788305,12.69912651,12.25261999,10.35829223,10.18949527,13.28747234,11.67736522,18.69780429,15.55453472,10.11816923,10.50986801,14.47611157,10.66816897,13.07851526,9.965784285,17.4615434,10.1716298,10.8621266,10.16534496,19.82247789,12.45953364,14.91197057,20.10330784,11.88454199,21.91643408,10.13189015,10.08084113,9.965784285,11.90843961,9.965784285,11.55101759,12.03389567,10.44345682,10.23067597,10.3626349,11.18749243,9.965784285,11.32914178,10.31426858,11.67385144,12.07066211,10.4354632,10.43914375,10.44231296,10.15982713,15.63044727,12.35869776,11.84254284,12.16281001,14.67448786,11.67716855,10.37195195,16.95020263,15.15406756,12.37083232,10.20465733,11.56577119,13.26117479,11.28000643,12.88690193,11.51652903,12.58679263,10.43317632,12.46100768,13.5075408,10.17060504,23.80944168,12.03923341,14.05085249,11.05412192,12.95858036,11.71047464,10.43970085,10.93831127,12.73276829,12.47250095,10.60421018,10.55725865,14.70006582,10.16906943,15.04146275,18.56123287,12.41716916,13.73466747,17.0785588,11.1519012,16.11198686,13.40424851,15.32993952,10.26841494,14.2739501,10.79249673,13.10271427,14.99434935,15.69070891,12.76279478,13.25504585,15.44512285,10.33340864,11.45068743,12.84286702,9.965784285,9.965784285,10.77765393,10.09520499,10.16891062,9.965784285,20.53386131,19.63908056,17.32846654,15.20927489,13.2770427,11.93020385,14.6907336,13.9295661,15.41504105,15.7097717,15.15020474,11.09636086,15.01734842,16.55858293,15.81410244,12.37556097,10.94829636,18.20603365,11.96302254,17.7329099,15.45360203,12.45663957,16.98126721,15.93971708,19.88134319,19.36013517,14.78467771,13.75852945,13.39503659,14.68485109,11.39127276,16.56727296,13.17776731,13.16120177,11.1045036,12.70845474,11.38764253,9.965784285,13.50329449,18.6304281,16.51833971,19.24504385,15.80177432,11.42730437,16.99007057,10.87543403,14.75812314,14.26473224,9.965784285,11.21013614,15.01395112,14.98395521,14.72278885,12.75997832,17.37795841,11.68833215,14.28563495,13.39971632,13.43294075,11.67800291,13.82014331,16.58153151,12.34035687
Control_Ambient_Day52_1,15.08494701,12.14415746,9.965784285,12.07395323,10.19846026,13.57186383,12.29417564,10.15595031,10.7536105,23.40011112,10.5462296,13.73752688,12.32331862,10.13204227,10.24935089,13.95726813,12.82487616,18.67989045,16.14644865,10.88034317,10.33291571,14.17301593,10.83174343,13.66224758,9.965784285,18.59164072,10.59587846,10.94662818,10.12739227,20.935255,13.71842863,15.64715014,20.70578879,12.00120123,22.03081671,10.34424302,10.52880035,10.3658521,12.07151938,9.965784285,12.77546264,13.52834918,11.08614857,10.45923827,10.48174822,10.59026766,9.965784285,11.61164778,10.49792992,13.42212684,11.37046427,10.66383412,10.50744601,10.44973428,10.10813049,13.73145942,12.48271362,11.61078675,12.17236514,15.14730355,12.32709082,12.19623448,17.21643447,15.24063088,14.20686006,14.2133212,11.60087541,12.96957971,11.51992123,12.98172989,11.49386592,13.09657853,10.95901218,11.98383744,13.41292772,10.0800044,24.01901742,11.44123929,13.9971668,10.6249728,12.53036268,11.14861176,10.36195057,11.04659708,12.79555625,11.55826595,10.77332637,9.965784285,15.13809728,10.65767213,14.54773526,16.61934095,12.68208096,14.05017704,15.63295234,11.57777777,15.65944351,13.90091552,16.16458141,10.22526067,17.04702683,10.27217332,12.55981329,14.72175851,12.58190414,11.96992392,12.83259395,15.33755958,11.4748857,11.83863403,12.30746439,10.07831627,10.49127383,11.35341816,10.18723078,10.28693453,9.965784285,19.69909305,19.47987138,16.97966787,14.78309829,12.93260081,11.67959853,15.44119282,14.33644333,14.4420331,16.28547714,13.25131658,10.99104077,15.43207772,17.08748448,15.04724374,12.66026067,11.48109058,18.32530207,12.53461041,15.82171009,15.37582479,12.86363734,17.63220785,16.37957399,19.06258795,19.24518673,14.51790086,13.64921863,13.40402036,14.96739163,11.14139135,14.85436679,12.45167738,12.64279848,12.24372212,13.22282244,11.47011911,10.16318908,14.74842334,19.10539292,16.46938996,18.80467243,16.66403363,13.8438194,15.81047151,11.71311483,13.91564617,16.2649475,9.965784285,11.29846764,15.10971756,12.76445576,13.96676215,12.04991763,16.81234327,12.3335221,14.86709784,13.14147944,12.23900812,12.42470827,13.09496509,14.81327394,10.85227736
Control_Ambient_Day52_2,14.12629432,12.14011831,9.965784285,11.31785421,10.25599651,11.92383941,11.39892305,10.23599052,10.95270935,23.60069041,11.15395837,12.04480271,11.51680239,9.965784285,10.20008324,12.7379219,13.78409219,17.91815531,14.92451088,10.21575893,10.12376268,14.10119817,10.28679488,12.4746723,9.965784285,16.87107975,9.965784285,12.41946407,9.965784285,19.81482351,13.22794499,14.71279679,20.81434286,11.65697687,21.07957706,10.14887492,10.10719489,9.965784285,12.26759579,9.965784285,10.80179832,12.70943299,12.43283881,10.11178912,10.70198877,10.54620561,9.965784285,11.83959609,10.88426492,12.26587944,11.21037792,10.99638465,10.25378152,10.36264901,9.965784285,14.77240928,12.02288363,11.3315963,11.95561423,13.98464128,11.41615055,10.75783346,17.35091527,14.96309296,11.70417815,12.84768738,10.6726724,12.86948485,10.87073367,12.19097112,10.7674171,12.65027468,10.491669,12.41563494,13.48677951,9.965784285,23.78872263,11.76183091,13.43342582,10.11754261,12.12533223,11.03677042,10.60837532,11.40985173,11.41206165,12.50280273,10.78484377,10.11024304,14.76811453,10.12404457,14.47296916,17.88615966,12.22579664,13.44130004,14.82903774,10.35048827,15.88311599,13.71776035,14.42341271,10.12420901,15.63303113,10.26512257,12.05380898,14.19934275,9.965784285,12.18714559,12.50288178,13.99466031,10.1455843,11.35707905,10.91473481,9.965784285,10.10022631,10.73066756,10.06810743,10.14690505,9.965784285,21.72942184,20.76650438,19.05795393,16.564193,15.16225399,13.61656544,16.55727306,15.00087529,16.19106208,15.09593522,12.35864227,11.12107766,15.10183891,15.8673611,14.96807292,12.07290241,11.31381145,17.48257599,11.26566764,16.33643842,14.8334171,12.82345115,15.72159949,13.96829598,19.07053296,19.15738633,14.64401836,13.66808157,13.26011059,14.53281693,10.65147772,14.70158295,12.19515762,12.34783918,11.36979385,12.40374329,10.95715948,10.08977237,13.09298622,18.32497274,16.41759463,18.3357988,15.35011514,13.76214429,16.00539975,10.26624562,12.65502377,14.47019875,9.965784285,11.16644302,13.79547251,13.7479937,13.75997384,13.21600696,16.03327918,11.10744722,13.24943387,12.63901754,12.53696511,11.21292576,12.79364,14.85750746,13.12716636
Control_Ambient_Day52_3,14.09278704,10.64288735,10.05331439,11.04727765,10.51279911,13.23852252,11.4311887,11.11565636,10.31316074,23.01021202,10.62776706,12.04782615,12.45935534,10.19283941,10.13469717,13.18521643,14.5657885,17.07139838,14.76907914,10.04623631,10.24509133,14.19440086,10.45695635,12.88151583,9.965784285,16.84018559,10.4885707,11.26892464,10.15791821,15.18529974,12.96025164,14.37643537,19.58406086,11.4095727,21.19019768,10.07869752,10.1823441,9.965784285,12.30639895,10.17044526,12.03355216,12.70002666,10.73516214,10.79221311,9.965784285,10.47871435,9.965784285,10.62695832,10.32252189,11.79659768,10.84401182,10.3627088,10.2577812,10.3540159,9.965784285,15.61961634,13.83315996,10.97733051,12.10884974,14.35897767,11.2953063,11.00858985,16.18170149,14.617066,11.95616109,10.10145635,11.77626992,12.9168804,11.00532005,13.0710027,11.71544546,12.81211288,10.56264635,11.4254704,12.14737025,10.14622058,22.90751823,10.94581622,13.23197181,10.69160116,12.23302342,11.50875862,10.41985058,10.36443352,11.87221962,11.02500292,10.5733715,10.17865438,14.45758335,10.33051824,14.42210399,17.38021778,11.75863635,13.21655977,18.57338193,10.41693759,15.13189714,13.01266491,14.03158723,10.18193551,16.36743036,10.49120391,11.99125459,14.00694979,14.45728261,12.48261088,12.72653181,14.66795242,9.965784285,10.86360224,12.64424797,10.19649081,10.58330001,11.06693674,10.0399332,10.15951766,9.965784285,20.46196649,19.54441956,18.03018963,15.49636171,13.97402765,12.5283554,15.75292155,14.29646706,15.49254708,14.92179743,13.12849029,10.56706485,15.68033337,16.12172998,14.05164876,11.82696235,10.37545222,16.55609749,11.42206076,17.28340298,14.51273399,12.11873025,16.14313886,15.64752646,18.86050423,18.62845739,14.07879477,12.88798904,12.56024149,15.21046147,10.86032003,16.99772129,12.44074907,12.4666838,12.13785271,13.24014392,10.9393178,9.965784285,13.25757911,20.88325027,15.80604519,18.8275346,17.43504861,14.68103765,17.64617223,11.13995382,16.95375646,15.569176,10.37209052,11.25793882,14.64301571,12.2121167,13.66403589,11.57791696,14.97766493,11.54039513,14.09469121,12.77648637,11.62795301,11.92187064,12.57149597,15.43449999,11.28417506
Control_Ambient_Day52_4,14.47772941,12.12870101,9.965784285,13.03395253,10.36457458,16.04990304,12.06932308,11.41530959,10.75008147,23.60368248,10.57510559,11.35769864,12.60110917,10.18705008,10.44608848,13.69379178,11.19700684,17.23861321,14.80534873,9.965784285,10.11828316,14.27402556,10.93274769,12.26502817,9.965784285,19.32575267,10.20055543,10.65790487,10.14867009,9.965784285,12.66339378,14.7810224,20.95976689,11.45609022,21.7902617,9.965784285,10.11502153,10.08494439,11.30523293,9.965784285,12.11965368,11.74603837,11.99823729,10.16921042,10.41838788,11.05875666,10.06985931,12.86933398,10.93597263,12.11943725,12.95304872,11.03058845,10.62869479,10.72617923,9.965784285,16.98969622,12.72822475,11.11958693,13.01361922,13.46079829,11.36485856,11.73905515,17.61516195,14.87744135,13.84113695,10.45356994,10.52497531,13.16257912,10.74019331,12.06689837,10.64867302,12.60419692,10.0896038,12.06640933,13.14894158,10.22644176,23.56141076,14.16278881,14.87459926,10.77584034,14.19092989,11.46354657,10.73906361,11.12145719,12.50194985,11.7097983,10.77087197,10.09401386,14.57294926,10.10274961,14.76439361,17.62232652,12.13486873,13.67884894,17.86471996,10.33737127,15.85847991,13.79713052,16.68744441,10.27569667,15.65716225,11.0320184,12.06417434,16.80740429,14.92136833,11.94571702,13.24406214,15.37594351,10.79357168,11.50903334,12.84865604,10.43562697,9.965784285,10.51380812,10.00052631,10.00004098,9.971470266,21.52000661,20.90012476,19.05766762,16.28839146,15.09757265,13.4498759,17.08838389,15.1748652,16.39618612,17.00256665,13.56150778,10.68118165,16.03046964,16.11017528,14.36487416,11.96780507,12.64620591,17.46934604,13.39241617,15.58789531,15.63903749,12.67955737,16.36147468,14.54750048,19.79624208,19.31406498,14.70450454,13.84019436,13.24386376,14.34273901,11.16208953,16.31876959,11.89974324,11.61356667,11.12004909,12.85471645,11.11606725,9.965784285,13.55447782,16.11309475,16.46958134,18.55967774,16.84907903,12.09363169,16.60733383,10.80829656,18.6555699,14.7834944,9.965784285,11.55336582,13.889048,14.50925308,16.16110169,12.34072427,19.07254214,11.78754892,13.64452774,12.62712256,12.07052649,11.51337023,12.65866538,17.07035938,14.04772082
Control_Ambient_Day52_5,14.29163871,11.25958806,10.13386986,10.896158,10.13793153,13.01819668,11.55717748,11.62404985,10.56430236,23.45776809,11.63393042,12.01602626,12.56887455,10.43436708,10.20430516,13.18915578,11.99781364,18.53646965,16.42944242,9.965784285,10.11389765,14.19393919,10.65267454,12.44494015,9.965784285,17.29893694,10.16462443,11.29352966,10.13419302,10.70794605,12.57725228,14.09845512,19.71606962,11.94817655,21.80912257,10.12529246,10.23565917,9.965784285,12.18369399,10.39036087,11.69053039,12.2063995,10.61432578,9.965784285,9.965784285,10.81826511,9.965784285,10.87346174,10.33500462,11.8561777,11.41014827,10.82029061,10.66909805,10.33337523,9.965784285,16.67990093,12.9279503,10.74933876,12.81558705,13.97966167,10.75274614,11.66548254,16.32352454,14.55303407,12.94460022,10.16076909,10.59421353,13.15764698,10.58158411,12.88807259,11.05961002,12.52251508,10.13187764,12.29084254,12.5880143,10.27781878,23.74420153,11.58661384,13.84302025,11.35754139,13.2830674,12.34651908,10.84957865,11.48992037,12.43732739,11.35896883,10.68186112,10.16940322,14.67489733,9.965784285,14.59986388,18.0158167,12.70474747,14.16762019,17.61433898,11.43520192,15.69286719,13.35317172,15.0387318,10.12735291,15.63030956,10.96037143,11.8348708,14.19264752,15.25154186,12.9629247,12.95202195,15.51881638,9.965784285,11.21490837,12.5537472,9.965784285,10.16695955,10.57001856,9.984561614,10.03980595,9.965784285,21.53852218,20.6834616,19.08023129,16.35629745,15.16985439,13.43647254,16.76885972,15.15948589,16.58806592,15.57157652,14.56031735,11.21096014,14.77569609,16.90247052,15.32978046,12.74292631,10.08479557,18.03132109,11.55395095,17.58408225,15.20953633,12.68766447,15.90130648,15.04598334,19.60904445,19.28254228,14.76244614,13.6732311,13.19953397,14.8418777,11.18964352,16.45781704,12.9510805,12.45429154,12.33536308,13.35625361,10.35843205,9.965784285,13.2390341,17.79552398,16.73891898,19.14760971,16.431501,13.07135049,16.3420544,10.95526517,17.23974509,14.71315372,9.965784285,11.31442244,14.71700286,13.71084433,14.57493123,12.78742517,17.58661341,11.49592372,14.06027472,12.52205132,12.32120064,11.69590147,13.490312,15.46112325,11.9125961
Mortality_Hot_Day0_1,14.62826092,11.91956982,9.965784285,10.97343706,10.13009742,13.90090908,12.54956501,10.33444524,10.81698085,23.67100334,10.58250214,12.74404701,11.87708331,10.25151063,12.13590452,14.38404314,12.38494254,19.03656697,16.0926448,10.16180733,10.12994842,16.21943447,10.75645547,12.94617635,10.11005531,18.27287206,11.43759291,13.28314896,11.14186021,19.36326309,14.08239889,15.51116807,21.85883509,12.00573191,21.84996245,10.18514716,9.965784285,9.965784285,14.86391735,10.16003313,11.5336255,14.1732382,12.33335034,10.78981061,10.48119013,10.91859834,10.14833663,11.10350098,11.98954568,12.93246628,12.42008924,11.19799418,10.4871457,11.49490325,10.113881,15.06849381,13.57816976,11.7175782,13.85229579,16.44204847,11.37784492,11.87156315,17.97193725,16.95655391,12.5705422,11.98294908,10.98407302,12.72866066,11.44600211,12.95407598,11.3580967,13.3947099,10.40787365,14.10946296,13.24656077,10.14305972,14.84789051,14.28566279,14.25513127,9.965784285,12.30782208,11.33523861,10.70044423,11.94549648,12.70588335,12.50195718,10.92462141,10.21525632,14.74810602,10.43026675,16.16275411,17.63289167,12.0288331,15.18020742,15.18159422,10.39101587,17.47744793,13.83366469,16.07711116,12.1917633,19.86124815,10.89096129,12.22976449,16.31323209,15.14465912,12.5669222,12.18301957,15.55902702,10.17274015,11.40972955,12.47215263,10.1809912,9.965784285,10.694219,10.09175347,10.13698556,9.965784285,21.4969365,20.96870822,18.88179417,16.59385994,15.04001404,13.49114131,16.76009296,14.8591813,16.58948806,16.26570533,13.58237637,12.69490341,14.28068141,16.87318615,16.1043325,12.7376358,10.75687547,19.06595753,12.22229793,15.97455942,16.29932536,12.95679185,16.0647062,14.84230615,19.7762119,19.92545303,15.32418637,14.37223942,14.16018125,16.17572823,10.97834319,15.90627551,13.65680699,13.15219918,13.31136523,12.65388517,10.42621385,10.10694434,14.28546532,17.90053254,16.59496829,19.5970894,15.7401034,14.69863308,18.32861478,11.17763121,13.96497954,17.76286081,9.965784285,11.45341069,13.52515293,17.07011867,15.51921526,13.91976118,17.39268298,11.17954596,12.73480659,13.5351155,14.66227511,11.77784545,14.77587478,17.63144116,13.00870014
Mortality_Hot_Day0_2,14.5490505,11.27905928,9.965784285,11.00782701,10.95652555,14.22264169,12.34188918,11.37844829,10.81496481,23.58514512,10.67022056,11.8128468,12.58630949,10.37127426,10.68179766,13.58816319,19.43847312,18.36265991,16.02756637,10.27840261,10.33311025,16.04644633,11.55299832,13.37168238,9.965784285,17.43200622,10.62332229,13.52223641,10.88184693,11.66943209,15.53172522,15.56359914,20.90922814,12.24699479,21.60421938,9.965784285,10.09131348,9.965784285,12.69840975,9.965784285,12.84745197,14.84870327,13.54321699,10.42714511,12.81269191,10.86567504,10.10710134,11.71162077,11.43116267,12.40043486,12.36969192,10.17104703,10.59169048,11.0070815,9.965784285,17.02069405,16.72631615,12.16277063,14.12685737,16.22543254,11.56587368,11.98544725,17.81550676,17.42562317,12.73158582,10.23143355,12.07972331,12.83184537,11.67357227,12.98037329,11.58390071,13.3461193,10.81388344,13.49082231,13.02852445,9.965784285,23.62934127,12.4229038,14.03791511,10.84108769,13.99621766,11.97277124,10.65627735,11.78864181,13.79550245,12.08581667,11.26904898,10.57784218,14.8051409,10.54963851,16.50520369,17.85738649,12.42452758,15.31487562,18.23528436,10.73761805,17.24937391,13.28481072,15.1424472,10.52799298,16.81632151,10.74897791,13.09111632,16.71368591,15.40486705,13.38225419,13.29615961,14.30720664,10.1810868,11.07443718,13.47120927,10.1544707,10.23005158,10.80187498,9.987350579,10.29930367,9.965784285,21.05224927,20.21413777,18.19395322,15.9406104,14.34478614,12.68579119,16.00992696,14.66133667,16.16717219,16.38225292,13.8272196,11.19039273,14.90744117,16.87102877,15.81995647,13.06667806,10.28339994,19.32166572,12.13785979,17.63331158,16.22749221,12.48732686,16.01893262,15.41819426,19.2752597,19.22418543,14.57506413,13.5377702,13.23940792,17.85685287,10.90276094,17.00125874,13.02337839,12.07300855,11.50995905,14.13675283,11.3632569,9.965784285,14.53262058,20.33578159,16.32482159,18.71643283,17.53123243,15.47440058,19.20225771,11.15571723,19.07747093,15.83907484,10.36755137,11.49347765,14.86794386,13.84310125,15.5903624,12.74250594,17.4441075,11.78416105,13.78374461,13.81782822,13.77084778,12.47531426,14.82161355,17.35280851,12.58143376
