Sample,1 3-Dimethyluric acid,1-Methylhistidine,11a-Hydroxyprogesterone,2-Aminoethylphosphonate,3-Phenylbutyric acid,4-Guanidinobutanoic acid,5- Methylthioadenosine,5-Hydroxytryptophan,5-Methoxytryptamine,5-Methylcytosine,5-Phenylvaleric acid,a-ketoglutarate,Acetyl glycine,Acetyl proline,Acetyl-arginine,Acetyllysine,Aconitate,Adenine,Adenosine,ADP,ADP-D-Glucose,Alanine,Aminoadipic acid,AMP,Androstenedione,Arginine,Arginine-Alanine,Arginine-Glutamine,Arginine-Valine,Ascorbic acid,Asparagine,Aspartate,Betaine,Carbamoyl phosphate,Carnitine,Carnosine,CDP-Choline,CDP-Choline (+HAc),Cellobiose,Cholesteryl sulfate,Citramalic acid,Citrate,Citrulline,CMP,Creatine,Creatinine,Cystathionine,Cystine,Cytidine,Cytosine,D-2-Aminobutyric acid,Deoxycytidine,Deoxyguanosine,Dihydroorotate,Dihydroxyacetone phosphate,Dihydroxybenzeneacetic acid,Fructose,Fructose-6-phosphate,gamma-amino butyrate,Glucose,Glucose-6-phosphate,Glucuronic acid,Glutamate,Glutamine,Glutaryl-carnitine,Glutathione,Glutathione disulfide,Glycerate,Glycerol-3-phosphate,Glycerophosphocholine,Glycerophosphocholine (+HAc),Glycine,GMP,Guanine,Guanosine,Hippuric acid,Histamine,Histidine,Homoarginine,Homocitrulline,Homocysteine,Hydroxyoctanoic acid,Hydroxyphenyl pyruvate,Hydroxyproline,Hypotaurine,Hypoxanthine,Indole,Inosine,Inositol,Isocitrate,Isoleucine,Itaconic acid,L-Octanoylcarnitine,L-Palmitoylcarnitine,Lactate,Leucic acid,Leucine,Levulinic Acid,Lysine,Lysine-Glutamine,Malate,Mandelic acid,Mannose-6-phosphate,Methionine,Methionine sulfoxide,Methyloxovaleric acid (Ketoleucine),Methylphenyllactate,N N N-Trimethyllysine,N-acetyl-glutamate,N-acetyl-glutamine,N-Acetyl-L-alanine,N-acetyl-L-ornithine,NAD+,NAD+ (SIM),NADH (SIM),NADP+ (SIM),NADPH (SIM),NegIS_Alanine-2H4-15N,NegIS_Glucose-2H7-13C6,NegIS_Glutamine-2H5-15N2,NegIS_Glycine-13C2_15N1,NegIS_Inosine-15N4,NegIS_Lysine-2H8,NegIS_Malate-2H3,NegIS_Serine-13C3-15N1,NegIS_Thymine-2H4,NG-dimethyl-L-arginine,Nicotinamide riboside,Nicotinate,o-acetyl-L-serine,O-Acylcarnitine,O-Butanoylcarnitine,O-Decanoyl-L-carnitine,O-Phosphorylethanolamine,O-Propanoylcarnitine,Ornithine,Pantothenate,Phenylalanine,Phenylpropanolamine,Phosphocholine,Phosphocholine (+HAc),PosIS_Alanine-2H4-15N,PosIS_Glutamine-2H5-15N2,PosIS_Inosine-15N4,PosIS_Lysine-2H8,PosIS_Serine-13C3-15N1,Proline,Purine,Pyroglutamate,Pyrroline-5-carboxylic acid,Pyruvate,Raffinose,Ribitol,Ribose phosphate,S-adenosyl-L-methionine,Serine,Sorbitol,Spermine,Stearic acid,Succinate,Sucrose,Taurine,Thiamine,Threonic acid,Threonine,Thymidine,Tridecanoic acid,Trigonelline,Tryptamine,Tryptophan,Tyramine,Tyrosine,UDP-D-Glucose,UDP-N-acetyl-glucosamine,UMP,Uracil,Uric acid,Uridine,Valine,Xanthine
Bleached_Hot_Day52_1,15.07478061,13.64148158,9.965784285,18.42609441,10.29037874,17.76464903,12.30665303,10.50030717,11.12304544,23.41195479,10.66339185,12.4879262,11.9839734,11.80080776,10.27909639,13.88139359,13.44425524,16.10816665,15.53188608,10.23512569,10.39712259,14.88031366,11.39939768,13.26541281,9.965784285,21.42525286,10.81893422,14.58717125,10.79597372,18.32623244,14.56046859,14.83573029,20.9444914,11.76058262,21.50318626,9.965784285,10.36922916,10.16065297,12.48124415,10.22890048,11.46035534,15.77489987,11.76334853,10.79152585,9.965784285,10.23391811,9.965784285,12.26121571,10.72617393,14.18593772,12.51949471,11.14543139,10.50740788,11.08222352,9.965784285,15.54456334,13.00166918,11.45061847,12.1724945,15.08853249,12.74165607,11.63170465,17.27290063,18.39242757,13.63348168,10.16634402,12.64465896,13.08378557,10.49081421,12.16391442,10.3238224,14.94588039,10.49427805,12.17592662,13.27486022,9.965784285,24.00536668,15.18764707,15.84709711,11.72809204,13.21104902,11.69425136,10.16792051,11.0066839,12.44150017,10.58551997,10.74382485,10.16629167,15.19716639,10.65463079,14.90806335,18.86175773,12.16614712,13.73129028,16.50082922,11.26962221,15.60618567,13.80417407,17.77399632,10.41562549,16.78691335,10.16267402,11.97619522,15.93505879,13.98871205,11.98694074,13.24047469,15.90806829,11.17702098,10.22876636,12.13714072,10.40770135,10.4791852,11.08597092,10.04575217,10.46146672,10.03695639,20.65265286,20.67967948,18.32780184,15.98900133,14.15703145,13.02899855,16.05053349,14.92933959,16.00286262,18.57723454,11.92780532,10.56917501,13.52109389,15.7892411,15.6113771,11.60927383,14.98522738,16.41502382,16.02426302,18.82352064,15.29882034,14.93013593,17.32876782,16.06398593,19.70002523,19.43176114,14.75586673,13.94961054,13.40933283,14.62337338,11.26958224,17.11228015,13.1135117,12.10249546,11.85819962,12.86068222,10.40571496,10.10058977,14.51771247,17.97371936,16.52486788,19.39347937,15.83798437,12.83292393,15.68703614,11.88869635,15.18843063,16.25071066,10.11570014,10.68893102,15.02722076,13.08401974,16.12558338,12.30484992,17.20428713,11.78589443,14.98981629,14.58234282,12.84433822,12.44804416,14.44071648,16.62214925,10.90919765
Bleached_Hot_Day52_2,14.34637007,13.06931556,10.18084961,12.98047276,10.1177122,16.52936686,11.63714171,11.29041956,11.01236675,23.42714088,11.12740519,12.4463803,12.52062857,10.38838059,10.6117821,14.5208172,11.63690219,16.04144764,16.15402391,10.15317673,10.14640698,14.38636354,10.78257659,13.02988746,9.965784285,20.72834517,10.17841659,11.36599445,10.39210643,16.27406266,14.1358297,13.44679263,21.45295799,12.14138314,21.99569766,9.965784285,10.39184753,9.965784285,12.05048358,9.965784285,11.3570456,12.90665806,11.3119363,9.965784285,11.24932115,11.3609662,9.965784285,10.47783926,10.92302973,13.95931354,11.56234694,11.29878558,10.74527832,11.15755071,9.965784285,15.72940391,13.23876002,10.53803032,11.99989852,13.59591865,11.49569601,10.98526787,16.84725273,15.94788013,13.47066314,11.80388151,12.1527831,13.29653847,10.25332288,12.41526374,10.47636662,13.57812299,10.19282236,12.00615476,13.34387989,9.965784285,24.05915347,13.44541449,15.45180891,11.22645116,12.57598707,12.24060942,10.29678975,11.66568253,11.44909324,10.15266828,10.83087217,9.965784285,14.35165878,10.18176391,14.6950213,18.61646819,12.72188953,14.5374932,16.4650656,12.04400667,15.41212766,13.89944989,17.08467013,10.16305683,16.20622405,11.48555413,11.70893734,13.66947292,15.51676269,12.55001257,12.8032828,14.9435082,11.46251453,10.59181635,12.62878289,10.18581085,10.5175472,10.82688054,10.09012257,10.12019003,10.01139881,22.02681776,21.12191755,19.58026413,17.01657103,15.59441969,14.02176581,17.11565511,15.46325659,16.94086682,17.30807899,11.83050609,10.49262951,13.36359394,16.88248649,15.46553388,12.50291378,11.94154864,17.43631546,15.23186692,17.64376146,14.5278259,12.76814268,16.7387001,15.90550534,19.74446137,19.94195488,15.35634403,14.56054731,13.89220111,15.19307775,11.02276809,16.22863058,12.88263243,12.2244713,11.65289845,12.8782081,10.25664971,10.09933457,13.65229061,17.3742099,16.8450399,19.74284223,16.03010402,14.63583826,17.22196606,11.37827641,12.92267802,14.95462308,9.965784285,11.29343059,14.09514191,14.16896907,14.43405872,12.37286741,16.9819923,12.11811411,14.24709077,13.20838789,11.30775257,12.31505049,12.89970585,16.41355113,11.58850781
Bleached_Hot_Day52_3,14.42991955,11.50484597,9.965784285,17.03076393,10.35991659,17.65403388,10.77778245,12.35273207,10.65498143,23.64228691,10.36559302,11.63309738,11.83057141,11.61731252,10.2965629,14.03110519,12.17526954,18.34461303,15.04252178,9.965784285,9.965784285,16.00965108,11.2579259,12.70203864,9.965784285,20.9733679,10.35311213,11.01587485,10.36622431,13.28258603,14.00982066,13.9259851,20.5400876,11.49019743,21.42541294,9.965784285,10.10789259,9.965784285,11.92353904,9.965784285,11.416369,11.54591971,11.41384343,10.45737421,10.38530197,10.88917658,9.965784285,12.84936513,10.30781498,13.01457823,12.72353333,11.21782496,10.43363822,11.18444286,9.965784285,16.11047277,12.43188256,11.15349162,14.74775895,13.45780275,11.83309835,10.7840923,17.22739594,16.67668089,13.07324549,10.15411141,12.17611144,12.95068412,11.56449591,12.70831555,10.91809338,14.69384258,10.2185978,12.53652494,13.1626646,9.965784285,23.6039303,14.88465395,16.25641867,11.8780023,13.77906195,11.30148584,10.31962928,11.80383224,12.53709924,11.33328228,10.62659014,10.16279842,14.96414019,10.34170679,15.20514953,18.26467472,11.89851896,14.32340755,19.9082232,11.36725736,15.61958611,13.85002097,17.78040087,10.11772079,16.49221524,11.20118542,11.94049983,16.65183257,14.79646226,12.13724471,11.95623118,14.49138514,10.83678677,10.56107641,13.00632194,10.9826258,9.965784285,10.60349225,10.02614508,10.04602468,10.02494926,21.41278402,20.34420246,18.64129457,16.2086032,14.71916631,13.39137483,16.71914985,14.6703139,16.09593759,18.8179857,11.65871119,10.37412325,13.68645717,16.85168179,15.91089453,12.22329578,14.68928917,16.90253627,15.48239106,16.14367645,15.03207517,12.89960655,17.84421883,16.23836997,19.59110174,19.0399381,14.37985633,13.80175326,12.80562276,14.44097562,11.00158815,17.20864976,13.00998857,12.64273235,12.32916021,12.56628916,10.48967268,9.965784285,13.92468653,16.58120762,16.42565148,18.77369717,15.54856556,13.81370594,16.15742673,9.965784285,16.35767594,15.40522842,9.965784285,10.98663045,14.18016219,14.77392034,15.28710681,12.55973438,17.98819317,11.71073183,14.39614677,13.68136078,13.96218076,12.77077364,13.9536554,16.90540549,12.1247703
Bleached_Hot_Day52_4,14.97188557,11.19841615,9.965784285,15.13273236,10.24343694,17.38616971,12.35532091,12.6626069,11.26022144,24.23055383,10.80633417,10.23412251,12.35479196,12.2446218,10.2893481,14.30556391,11.62942672,18.67035656,17.42313562,10.7481255,10.84618582,15.83451055,11.61798857,13.34622081,9.965784285,20.69621944,10.97352257,12.70212701,10.60085137,10.55551221,14.00650529,15.6049586,21.20434534,12.47283699,22.04211007,9.965784285,10.67091205,10.41764987,13.48928289,10.15446139,11.28778907,14.46747173,11.9964078,11.17530466,10.49855438,10.67445624,9.965784285,12.38277122,10.98969703,12.98045196,12.00246578,11.01384431,11.03011182,10.70598441,9.965784285,17.92829523,13.3480575,12.10720114,12.47585572,14.69666953,13.18946323,10.96338739,18.37720413,18.31762955,13.53710981,9.965784285,13.02504565,13.75957534,10.36668407,12.77861747,11.37835067,15.74997744,10.73201526,12.64334235,13.72319638,10.81710451,24.07881531,14.49954678,15.92840427,12.30166741,13.99413751,11.97737839,10.31843521,11.61015982,11.76854385,11.07287225,10.67952832,10.24951052,15.18951034,10.19424625,16.3744984,19.01291243,12.36581181,13.82413738,20.17501391,10.34053834,17.1631108,13.81175589,17.20504461,10.21646053,18.21520411,12.70540839,12.65180363,17.23526101,15.10344282,12.55448395,14.01192375,15.28586301,11.12455037,10.86309033,13.87737262,10.29059297,10.39270728,10.91915576,9.982075254,10.69195166,10.00089139,21.27696331,20.92745126,19.03399092,16.72122597,15.08046009,13.61488693,16.38840789,14.98512564,16.88650428,18.28036075,10.97250438,11.13117687,15.25428787,17.60804382,17.35229313,11.72381447,13.6212501,17.25941773,15.04154577,16.730459,16.20353142,13.55945802,18.42059968,17.34968409,19.47356795,19.63999845,15.07503619,14.09339389,13.69386522,15.11272883,11.10777318,19.64466114,13.74728064,12.04280238,13.13999142,13.26110312,10.22170152,9.965784285,15.14992388,17.29298751,16.7593398,19.66582981,16.13849392,13.46620239,17.2301609,10.6945806,19.79460722,16.65739866,9.965784285,11.96969367,15.18232015,13.87292223,14.89829907,12.69985572,17.52919501,12.06428193,15.55013287,14.81608189,13.69589977,13.30988807,15.95766658,18.00593851,13.26859243
Bleached_Hot_Day52_5,14.13936866,10.69310744,9.965784285,13.16764919,10.44412129,17.75285059,11.48770969,9.965784285,11.10075928,23.81943131,11.73718329,10.26577962,12.07009552,11.7165351,10.32395927,13.84188994,12.00036207,16.29560451,15.38750444,9.965784285,10.11429122,14.31701491,10.70968539,11.54200911,9.965784285,20.22066336,10.37945176,10.77231531,10.15700558,10.21995072,13.05178739,13.24703451,21.45856405,11.82196551,21.79607798,9.965784285,10.51185574,9.965784285,11.8011427,10.23777951,10.91948969,11.74540177,12.34969756,10.13664719,10.26868304,10.4472454,9.965784285,9.965784285,10.55809652,12.8121037,11.73105662,10.75322718,10.3089689,10.46183065,9.965784285,16.01961602,14.59565228,10.18749383,11.61663139,13.89160796,10.72152285,10.40616424,16.24838514,15.02535393,12.46205798,9.965784285,9.965784285,13.12647613,9.965784285,11.89871611,10.5958756,12.90752503,10.10609644,11.28773476,12.81111508,11.56226433,23.85302934,12.85074805,14.82399994,12.00028765,10.71112147,10.94667426,10.98549936,11.20462075,9.965784285,9.965784285,11.53991852,10.13267133,14.02351109,10.08322025,14.88812286,18.26476962,12.54040965,14.43015032,20.03467012,11.97804336,15.5089493,12.5298735,16.17044166,10.14163853,15.65235677,12.29122614,10.84004721,12.59812719,15.58415359,12.07450389,12.93379876,16.26404046,10.95650693,10.25437206,12.76283502,10.26544784,9.965784285,10.26476782,9.972156513,9.99132028,9.986117205,21.36063777,20.82659542,18.83063956,16.07669732,15.25389889,12.7620654,16.27836331,14.67349559,16.6287503,16.61770707,10.56568572,10.4262325,14.12621494,15.83538453,15.13001738,12.70593537,12.17509482,17.62371187,13.83020011,14.87615147,14.2124624,13.21808177,16.74311546,14.93104813,19.17542201,19.10886549,14.75986996,13.39524504,13.39060737,14.77622542,10.55759088,16.61440145,12.59452554,11.45577084,12.08570406,12.70835869,10.09664349,10.06180966,12.77751752,17.70508426,16.39993534,18.94269419,16.69507013,14.43927136,16.83871882,10.56169526,19.70057151,14.79403822,9.965784285,11.84616106,14.18157833,10.6934555,13.24016561,11.70417155,16.40004374,11.71567401,13.80210215,11.57064014,11.02695752,12.41709463,12.47146129,16.76035935,11.89490677
Control_Ambient_Day0_1,14.73143532,11.87483375,9.965784285,11.04134124,10.23110673,14.11978114,12.56963308,10.1009055,10.35896433,23.27172265,11.08657141,13.31270835,12.33993852,9.965784285,10.37449041,13.92447078,11.97317613,18.97192793,15.95635388,10.10588179,9.965784285,16.03133733,10.87486052,12.99433428,9.965784285,18.61785291,10.89249101,11.83046196,10.90329726,20.26384653,14.45032828,14.70850795,20.67962388,11.54233451,21.65597565,9.965784285,10.14467439,9.965784285,12.80419412,9.965784285,11.43533522,12.46190718,11.51227358,10.68971616,15.72773865,12.61915877,10.25204407,11.08472542,11.56853616,13.6552759,12.41157789,11.86917161,10.29146561,10.69901099,9.965784285,14.65583819,12.40305195,11.18312329,12.74106263,13.50397785,11.00305892,11.23535551,17.53867182,17.27182945,12.9523052,12.99179496,10.87517055,12.76565522,10.77506026,13.27813292,11.85158504,14.18693861,10.74430244,13.22308177,13.43484975,9.965784285,23.75631944,12.40121516,14.46276706,10.57742318,12.80224646,11.59790855,10.54416708,11.91995649,12.48051753,12.2446737,10.71653349,10.31116468,14.50636104,10.13506704,17.36748877,15.59107217,12.40498516,14.44024935,15.37164089,11.15335904,18.67536158,13.12113309,16.66447124,10.179316,16.59669105,10.70650392,12.06075784,16.55885141,15.44710725,12.55941351,12.28455235,14.16110852,10.48171636,11.03388987,12.56801903,10.11564637,10.18340621,10.89229445,10.03737161,10.10300351,9.971000425,21.80689504,20.57102763,19.20498253,16.59482757,15.25097482,13.69030979,16.92310979,16.1925217,16.36514107,16.75265651,14.14567962,11.8258555,13.89445059,16.68897396,16.01894102,12.52502127,10.52490904,20.25635899,12.91018282,15.17016097,17.44107375,12.64555299,16.4189221,15.23948049,19.96578478,19.4320335,14.84572014,13.97277426,13.46750902,15.87069004,10.47788819,15.64203779,11.93260763,12.79070417,12.2307142,12.7944706,10.16829939,10.07412357,15.85111496,19.72350306,16.28107123,19.02287637,15.2579307,12.99949277,17.22360289,10.74906353,13.50473007,16.09378487,10.06886383,11.41432129,14.3481266,14.74002049,14.9315108,12.33805837,17.05814949,11.78716159,13.94294869,13.0953034,13.63630512,12.01811475,13.86698994,17.27622214,12.23999453
Control_Ambient_Day0_2,14.44465526,10.98175745,9.965784285,10.64127827,10.11166076,13.46708546,12.68961726,11.0698643,10.8557371,23.56774677,10.6183457,10.8073787,12.20932092,10.29434376,10.13498041,13.17785075,11.05144834,18.60532522,14.59722412,9.965784285,10.23986973,14.79625477,10.74654352,11.94995036,10.11135119,17.20247717,10.18339329,11.28961774,10.36181549,10.23003121,12.27538482,15.40825332,20.92220322,11.50332923,21.21004083,10.67220556,10.06274018,9.965784285,12.62932164,12.72193749,11.65640264,12.28357966,12.47722537,10.20042656,10.30009977,10.28029943,10.27442061,10.7137639,11.82493406,13.49154993,11.47813075,11.1923638,10.16540858,11.09318454,9.965784285,16.36765953,12.46822111,11.36191775,12.47160352,14.00602453,11.33493862,11.52588464,17.76934752,16.28446114,12.55472708,10.13447478,9.965784285,13.27155509,11.14097379,12.66317218,11.19830068,13.03977335,10.11962234,13.70518511,13.33331672,10.41304697,23.45103006,13.94637255,14.57075001,9.965784285,13.38648946,11.39177519,10.83824198,11.52016868,11.44154103,12.77868973,11.15510572,10.09987327,14.54562323,10.13232651,14.90601076,18.29543721,12.64117063,13.98610091,18.98521716,10.24724787,15.96010896,12.20396473,15.26792573,10.11753145,14.8482733,10.38420881,12.17691902,16.21835254,15.52376618,12.49818375,12.78616907,13.62310639,10.17634421,12.0667828,13.86466752,9.965784285,9.965784285,10.29441806,9.977223208,9.986500253,9.965784285,21.65762976,20.86331951,19.00762303,16.59697141,15.10629548,13.19300379,16.82220132,15.19688117,16.90235662,15.9851045,13.74049204,12.75117995,15.92276163,15.69337437,16.41824101,12.34236196,10.43735229,17.97748933,11.78494881,16.51499699,15.06851501,12.52951311,15.02931505,13.47602219,19.35118145,19.3152415,14.80103629,13.6028835,13.50644533,14.80851187,10.49777388,17.02521548,12.69130888,11.55269387,10.63197222,13.34673378,11.08245076,10.08424561,13.70299641,17.67807085,16.10551272,19.24306786,16.55665279,11.66068588,18.63118782,10.65530668,19.61762489,15.48480996,9.965784285,10.82762199,13.99406643,14.64457428,14.71972554,13.2970147,17.54457053,11.28630837,12.95708665,12.9666237,15.10941162,11.11152183,14.02561492,17.03319191,14.77925803
Control_Ambient_Day0_3,14.54793076,12.30744404,9.965784285,11.98848244,9.965784285,13.58891483,12.39131896,11.16833568,10.48447438,23.33455795,10.46025473,12.63649292,11.92845617,10.25167061,10.23614462,13.69452846,12.46523823,18.27245636,16.03127321,9.965784285,10.14910994,15.68296893,11.56707946,13.21182163,10.08721131,17.78530651,11.0774825,12.67289236,10.84107986,15.59242784,14.33239572,14.71531606,20.72655691,11.85926851,21.44680205,10.26238132,10.05709909,9.965784285,13.24203119,10.13211078,11.74366217,12.7062498,11.04871823,11.1420321,10.32719985,10.3949681,10.0950273,11.42387328,10.71708628,12.20019937,12.12649768,10.61958488,10.6018771,10.4943927,9.965784285,16.26394961,14.32843303,11.73333247,14.09389182,14.53311051,11.28790076,12.06515236,17.44856531,16.8509087,12.61325627,10.36587439,11.56623453,13.11739578,11.25796034,13.12026542,11.59088596,13.07419677,10.89348234,13.65360977,12.77467569,10.1464804,23.33305371,12.06512662,14.15029544,10.706469,13.86119039,11.10438147,10.35081766,11.83176055,12.33010738,11.9952928,10.68362289,10.57053607,14.75553699,10.55273385,15.63746345,17.7064995,12.36690603,14.42182226,17.05416494,10.43585338,16.69393928,13.4970982,15.10452824,10.10719345,17.44983469,10.58012998,12.54013546,16.6348051,13.55973279,12.47460662,12.08232505,14.70763571,10.16415271,11.06916193,13.29146242,10.29381685,10.27672853,10.93196013,10.02990879,10.16433846,9.965784285,21.30738273,20.40437951,18.81983877,16.23971987,14.88729999,13.40667863,16.84729626,15.04960671,16.35975219,16.41768015,14.09369874,11.18317492,15.50833642,16.65219026,15.03290911,12.27905411,11.23816047,17.31524845,12.21092866,17.49482699,15.75297101,12.28715185,16.91298655,15.58283636,19.76206709,19.28828135,14.73374135,13.72957761,13.4797128,16.05987083,10.75210975,16.37673916,13.23618002,12.58992481,11.81717451,13.24135026,11.59103094,10.10235674,13.76576534,19.12949498,16.2397779,18.79923276,15.99712754,14.35728027,17.02025504,10.28852527,16.99541554,15.48130241,9.965784285,11.38902533,14.87960216,15.09337779,15.05936039,12.81253529,16.76091367,11.48871739,13.76719758,13.91157586,13.32414325,12.29368319,14.45005965,16.70267334,12.40971068
Control_Ambient_Day0_4,15.03357201,13.3978479,10.68841493,11.41120206,10.17753301,15.82488611,12.6914575,11.75676966,11.21553137,24.04246988,10.77867283,13.67807344,12.67877513,10.28568091,10.54759994,13.2277992,15.25936626,18.8485946,15.52290142,9.965784285,10.1201084,17.61517605,12.08308834,13.1043058,10.1721921,19.60278868,10.71753478,12.29213263,10.71328358,19.03678948,16.76274711,16.37879989,21.8364338,11.72031053,21.74532603,10.11704265,10.07898258,10.13702691,13.22756644,10.45153131,12.42547949,13.53474883,12.67263516,11.03419645,15.22020819,13.11348128,10.36279059,11.59170322,11.96082448,13.90908085,12.94875857,11.87826022,10.27985442,11.13602654,10.09941223,16.00561399,13.96375381,12.09090505,16.25081457,15.04936863,11.695633,11.67427657,18.64696795,17.84812972,13.07132086,10.63007552,11.48112688,13.05010258,11.47174734,14.12125229,12.40809175,15.51001207,10.97720159,14.25463419,13.03250141,10.15964255,23.71404384,15.10037908,15.01863409,11.35829899,14.72133941,11.51498801,11.38628613,12.79899515,13.02291452,13.69041104,10.97624186,10.7897944,15.07271231,10.15318746,17.65461778,18.25384848,12.32488237,15.36619597,16.95162176,11.07442185,18.65209115,13.85943204,17.30650719,10.43225822,16.63284204,11.52045536,12.53278757,18.31960582,16.1011549,13.00957878,12.69341794,15.22931825,10.14852766,11.22899904,13.47734634,10.11056946,9.965784285,10.57769294,10.0427724,10.26278348,9.985763527,21.62891673,20.84489745,18.93496013,16.54411054,15.13661856,13.46041818,16.43996101,15.62235542,16.58748307,17.79097895,13.75489389,11.9019236,15.05246876,17.4270601,16.14649934,12.77920781,11.2757107,19.5481862,14.21380197,16.22712826,17.95800311,13.36291511,15.80268795,15.24571757,19.44806827,19.19583028,14.62139175,13.8072405,13.01661549,17.06735618,11.64609452,17.6462335,11.9889993,13.18766279,11.39265568,14.00377519,10.66065604,9.965784285,15.8140298,19.39237033,16.41129144,18.4414214,16.49535484,13.38195005,19.02271809,12.15587099,14.79886183,16.99145171,10.19058494,11.26631008,14.5881291,17.58191754,17.20191705,13.80472127,19.19657068,11.49794328,13.2311134,14.10297554,15.73616264,13.78831175,14.83396707,19.39521913,14.79562909
Control_Ambient_Day0_5,14.19991473,11.16532265,9.965784285,11.70778685,11.33687544,14.82464245,11.9271255,11.20334283,10.30148607,23.19393143,11.3078145,11.65742961,13.33233469,10.22466465,10.24140968,12.83507669,11.39716157,17.75075704,15.34664701,9.965784285,10.1275555,15.52927615,11.05170911,12.70726278,9.965784285,18.41871372,10.18671011,11.52097026,10.51507422,10.19770608,12.57747788,14.34679315,19.99075879,11.82074815,21.38277753,9.965784285,9.965784285,9.965784285,11.99419236,9.965784285,11.0151728,12.50093621,12.18210581,10.17438225,10.32878245,10.75595401,9.965784285,11.71675715,10.51257899,11.93103526,11.79682532,10.09557281,10.23578581,10.8048188,10.12170093,17.06504375,13.34689624,11.43157375,13.39949308,13.92022468,10.77308376,10.77896197,17.04207901,16.29600737,11.84574139,10.15576274,10.19672615,13.14594471,10.51392907,13.14469616,11.66424411,13.42959791,10.38191443,13.02980457,13.57982653,9.965784285,23.49799291,13.28232753,14.26802005,10.87041686,13.3907642,12.71763234,10.46661221,11.60770793,11.39599453,11.62683553,11.11617566,10.14728383,14.21236639,10.25817657,16.87359358,17.96954438,11.83963315,14.76986241,19.20580279,11.19284419,17.96728363,12.35924682,15.41293177,10.24043115,15.64450416,10.26786283,11.85096784,18.28909565,14.32734644,12.87929371,13.67384162,14.50509913,9.965784285,11.00339932,12.98475633,9.965784285,9.965784285,10.75284337,9.976198158,10.00483757,9.965784285,21.90072305,20.67628818,19.05117465,16.54211041,15.24156931,13.39002862,16.83405068,15.21624041,16.84281776,16.08028893,14.38126632,11.35469696,14.9983336,16.3612456,16.33056656,11.81401697,11.49621652,19.30001085,12.52425216,17.12413063,17.0917717,12.12362714,16.8162725,15.38248694,19.50667265,19.3519297,14.78253677,13.74213305,13.36339209,14.80580268,11.07357488,16.70776596,12.81117543,11.95823355,11.21785915,12.45158448,10.18899407,10.07394687,13.28076108,17.7691413,16.2850529,19.1966512,15.86303836,12.45928326,17.31717772,9.965784285,17.46482309,15.47642841,9.965784285,11.91182106,14.58976136,13.3827287,15.70270571,11.65391154,17.74434561,10.87645544,13.01227992,13.69960997,14.2447706,10.8908357,14.50929066,17.87435646,12.33772899
Control_Ambient_Day37_1,14.16463886,12.03863526,10.04279826,14.0034108,10.37905038,10.26165337,10.5366737,10.27766138,10.44849039,22.58261327,10.38746284,12.92739046,11.8964252,10.18242712,10.16789814,12.94596172,11.0468705,18.88292597,15.81501197,10.10448243,10.07339313,14.26699905,10.56597321,12.52918088,9.965784285,18.77335197,10.13915883,10.9332866,10.2093066,18.67406361,14.0708079,14.32652092,20.02139473,11.33792227,20.99711548,10.21081826,10.23135162,10.12949655,11.69185234,9.965784285,11.05094059,12.68956215,11.2468789,10.31605537,10.3806828,11.25083017,9.965784285,11.88416576,10.58966957,12.79305719,11.88621548,10.37216583,10.24851349,10.72333545,9.965784285,14.53530392,12.67833117,11.37322864,12.95299825,14.19648899,11.74762071,10.90702688,16.64564576,15.68669432,12.5326616,11.95978819,11.41471643,12.17432139,11.40037755,11.90609309,10.85061448,13.22217897,10.83004145,12.27634386,12.29242521,9.965784285,23.06947412,13.35589794,14.30968256,10.14906017,13.07223758,10.98435251,10.81012425,11.12101204,12.02466413,11.89901084,10.36326354,10.38536769,14.26019106,10.15007189,14.52400144,15.35115519,13.1333984,14.09668445,16.77788859,11.30657096,15.78552071,13.13813332,16.42254632,10.15323291,14.36527738,10.16820411,12.50148575,14.89166016,14.95789682,12.1684067,12.06583102,14.81107702,10.87116364,10.63361344,11.9619682,9.965784285,10.10854609,10.70945285,9.994759241,10.25458294,9.975717001,20.46406004,19.93791174,18.13376866,15.90413028,14.01880258,12.86633072,15.13215895,14.99298696,15.35121481,16.24532135,13.72343461,10.42023782,13.18689718,15.65873338,15.23444089,12.76795929,12.04913651,19.2232599,13.48318476,14.64199967,14.96707307,12.12520026,16.75351909,15.1695025,18.57706941,18.64341111,13.9814892,13.51308543,12.60848558,14.50465099,10.76114143,16.67256149,11.54412178,12.64363713,11.57798236,12.69071139,11.17320431,10.52196796,14.89906476,17.35763466,16.69070608,17.72794551,15.36273937,13.09076421,16.22316851,11.16924218,13.20800488,15.09799264,9.965784285,11.19483984,13.92382359,13.41321817,14.53973924,12.99748101,17.78334663,11.65440937,13.69598383,12.75141189,12.49572426,12.20293737,12.93216311,15.24364636,11.99378076
