,1 3-Dimethyluric acid,1-Methylhistidine,11a-Hydroxyprogesterone,2-Aminoethylphosphonate,3-Phenylbutyric acid,4-Guanidinobutanoic acid,5- Methylthioadenosine,5-Hydroxytryptophan,5-Methoxytryptamine,5-Methylcytosine,5-Phenylvaleric acid,a-ketoglutarate,Acetyl glycine,Acetyl proline,Acetyl-arginine,Acetyllysine,Aconitate,Adenine,Adenosine,ADP,ADP-D-Glucose,Alanine,Aminoadipic acid,AMP,Androstenedione,Arginine,Arginine-Alanine,Arginine-Glutamine,Arginine-Valine,Ascorbic acid,Asparagine,Aspartate,Betaine,Carbamoyl phosphate,Carnitine,Carnosine,CDP-Choline,Cellobiose,Cholesteryl sulfate,Citramalic acid,Citrate,Citrulline,CMP,Creatine,Creatinine,Cystathionine,Cystine,Cytidine,Cytosine,D-2-Aminobutyric acid,Deoxycytidine,Deoxyguanosine,Dihydroorotate,Dihydroxyacetone phosphate,Dihydroxybenzeneacetic acid,Feature 10,Feature 100,Feature 101,Feature 102,Feature 103,Feature 104,Feature 105,Feature 106,Feature 107,Feature 108,Feature 109,Feature 11,Feature 110,Feature 112,Feature 113,Feature 114,Feature 115,Feature 116,Feature 117,Feature 118,Feature 12,Feature 120,Feature 121,Feature 122,Feature 123,Feature 124,Feature 125,Feature 126,Feature 127,Feature 128,Feature 129,Feature 13,Feature 130,Feature 132,Feature 133,Feature 134,Feature 137,Feature 138,Feature 139,Feature 14,Feature 140,Feature 141,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 45,Feature 47,Feature 48,Feature 5,Feature 50,Feature 51,Feature 52,Feature 53,Feature 54,Feature 55,Feature 56,Feature 57,Feature 58,Feature 59,Feature 6,Feature 60,Feature 61,Feature 62,Feature 63,Feature 64,Feature 65,Feature 66,Feature 67,Feature 68,Feature 69,Feature 7,Feature 70,Feature 71,Feature 72,Feature 73,Feature 74,Feature 75,Feature 76,Feature 77,Feature 78,Feature 79,Feature 8,Feature 80,Feature 81,Feature 82,Feature 83,Feature 84,Feature 85,Feature 86,Feature 87,Feature 88,Feature 89,Feature 9,Feature 90,Feature 91,Feature 92,Feature 93,Feature 94,Feature 95,Feature 96,Feature 97,Feature 98,Feature 98.1,Fructose,Fructose-6-phosphate,gamma-amino butyrate,Glucose,Glucose-6-phosphate,Glucuronic acid,Glutamate,Glutamine,Glutaryl-carnitine,Glutathione,Glutathione disulfide,Glycerate,Glycerol-3-phosphate,Glycerophosphocholine,Glycine,GMP,Guanine,Guanosine,Hippuric acid,Histamine,Histidine,Homoarginine,Homocitrulline,Homocysteine,Hydroxyoctanoic acid,Hydroxyphenyl pyruvate,Hydroxyproline,Hypotaurine,Hypoxanthine,Indole,Inosine,Inositol,Isocitrate,Isoleucine,Itaconic acid,L-Octanoylcarnitine,L-Palmitoylcarnitine,Lactate,Leucic acid,Leucine,Levulinic Acid,Lysine,Lysine-Glutamine,Malate,Mandelic acid,Mannose-6-phosphate,Methionine,Methionine sulfoxide,Methyloxovaleric acid (Ketoleucine),Methylphenyllactate,N N N-Trimethyllysine,N-acetyl-glutamate,N-acetyl-glutamine,N-Acetyl-L-alanine,N-acetyl-L-ornithine,NAD+,NADH,NADP+,NADPH,NG-dimethyl-L-arginine,Nicotinamide riboside,Nicotinate,o-acetyl-L-serine,O-Acylcarnitine,O-Butanoylcarnitine,O-Decanoyl-L-carnitine,O-Phosphorylethanolamine,O-Propanoylcarnitine,Ornithine,Pantothenate,Phenylalanine,Phenylpropanolamine,Phosphocholine,Proline,Purine,Pyroglutamate,Pyrroline-5-carboxylic acid,Pyruvate,Raffinose,Ribitol,Ribose phosphate,S-adenosyl-L-methionine,Serine,Sorbitol,Spermine,Stearic acid,Succinate,Sucrose,Taurine,Thiamine,Threonic acid,Threonine,Thymidine,Tridecanoic acid,Trigonelline,Tryptamine,Tryptophan,Tyramine,Tyrosine,UDP-D-Glucose,UDP-N-acetyl-glucosamine,UMP,Uracil,Uric acid,Uridine,Valine,Xanthine,Xanthosine-5-phosphate
R11-0,14.62826092,11.91956982,9.965784285,10.97343706,10.13009742,13.90090908,12.54956501,10.33444524,10.81698085,23.67100334,10.58250214,12.74404701,11.87708331,10.25151063,12.13590452,14.38404314,12.38494254,19.03656697,16.0926448,10.16180733,10.12994842,16.21943447,10.75645547,12.94617635,10.11005531,18.27287206,11.43759291,13.28314896,11.14186021,19.36326309,14.08239889,15.51116807,21.85883509,12.00573191,21.84996245,10.18514716,9.965784285,14.86391735,10.16003313,11.5336255,14.1732382,12.33335034,10.78981061,10.48119013,10.91859834,10.14833663,11.10350098,11.98954568,12.93246628,12.42008924,11.19799418,10.4871457,11.49490325,10.113881,15.06849381,12.80013123,13.5326387,16.254435,16.72224864,16.05388384,15.42756945,14.18795015,15.41473404,15.38652663,15.32476694,14.51653372,14.48831768,14.69309991,16.88131689,16.73342261,18.39560146,15.17142217,16.19143864,13.87062459,16.03571755,14.48831768,13.48691281,15.51519085,14.76816339,15.0477562,12.80533611,14.32801885,16.48267283,15.47452051,17.88417597,18.02444954,13.33559175,16.86078242,15.75419566,16.5814918,19.0889981,15.49269963,15.5858509,16.32517429,16.06132477,14.94808906,15.73089465,10.91192958,15.96455222,14.73474336,22.61113084,22.61113084,14.99351046,12.20402704,14.41620722,12.99838647,16.13624194,15.60948866,16.05723882,12.91678638,21.07812284,14.04120293,14.44651541,9.965784285,15.84406339,16.72600711,18.26706531,13.27751471,12.41023653,13.39048742,21.11601306,14.25513127,16.01702458,11.89877008,16.26570533,16.56931176,12.96844194,12.15391504,16.24944568,14.00199278,14.40712207,17.63615507,12.20138428,15.24918126,13.58237637,14.43434806,14.13912441,15.63953835,9.965784285,10.34623081,16.03396654,15.01684328,11.69278515,12.39382547,10.82699402,10.48389132,10.50236411,11.25936499,14.80427885,13.08049926,10.97343706,19.75992294,9.965784285,16.9613825,10.54225914,15.40501661,11.79795871,18.26752852,15.3019241,10.62745166,15.60880053,15.31806654,14.0093395,10.21682521,9.965784285,17.06178584,12.8578987,16.52687828,14.26939166,12.64082884,13.63718662,14.25084704,12.02069627,15.21326246,14.5359096,13.93137497,13.40898543,12.3058925,14.3755435,14.93827689,14.54002404,14.54002404,14.54002404,13.57816976,11.7175782,13.85229579,16.44204847,11.37784492,11.87156315,17.97193725,16.95655391,12.5705422,11.98294908,10.98407302,12.72866066,11.44600211,12.95407598,13.3947099,10.40787365,14.10946296,13.24656077,10.14305972,14.84789051,14.28566279,14.25513127,9.965784285,12.30782208,11.33523861,10.70044423,11.94549648,12.70588335,12.50195718,10.92462141,10.21525632,14.74810602,10.43026675,16.16275411,17.63289167,12.0288331,15.18020742,15.18159422,10.39101587,17.47744793,13.83366469,16.07711116,12.1917633,19.86124815,10.89096129,12.22976449,16.31323209,15.14465912,12.5669222,12.18301957,15.55902702,10.17274015,11.40972955,12.47215263,10.1809912,10.694219,10.09175347,10.13698556,9.965784285,16.26570533,13.58237637,12.69490341,14.28068141,16.87318615,16.1043325,12.7376358,10.75687547,19.06595753,12.22229793,15.97455942,16.29932536,12.95679185,16.0647062,16.17572823,10.97834319,15.90627551,13.65680699,13.15219918,13.31136523,12.65388517,10.42621385,10.10694434,14.28546532,17.90053254,16.59496829,19.5970894,15.7401034,14.69863308,18.32861478,11.17763121,13.96497954,17.76286081,9.965784285,11.45341069,13.52515293,17.07011867,15.51921526,13.91976118,17.39268298,11.17954596,12.73480659,13.5351155,14.66227511,11.77784545,14.77587478,17.63144116,13.00870014,10.11420095
R11-37,14.17443215,11.23704547,9.965784285,14.9004426,10.36723692,17.56782713,11.69334431,11.35042384,10.49848724,22.98034881,10.5598832,10.19298822,12.03051494,12.07010984,10.60863153,14.2924195,14.06540852,17.94171067,15.01532735,10.41419715,10.09456516,14.61777931,10.1354919,13.44122063,9.965784285,20.52618085,10.58696003,11.65662985,10.56460619,10.17249169,15.83519626,14.28741009,21.31365828,11.36835115,21.70215405,9.965784285,10.58834578,12.51948078,9.965784285,11.22684927,13.56789469,13.63725776,10.57688695,10.20226258,10.34519133,9.965784285,11.89689573,11.08986594,12.56395091,11.90007491,10.9580351,10.15383711,11.1072727,10.50090327,16.28254062,14.26793942,10.20146631,9.965784285,9.965784285,9.965784285,9.965784285,9.965784285,10.08224162,9.965784285,9.965784285,9.965784285,18.14430968,9.965784285,10.69576608,10.12898522,10.61608289,10.09223814,13.46730504,10.08590761,9.965784285,18.14320882,9.965784285,9.965784285,10.80960552,11.25964335,9.965784285,10.06998029,9.965784285,9.965784285,10.74723757,12.87369638,14.86223257,11.65498125,11.35870711,9.965784285,10.23185726,10.19316566,9.965784285,9.965784285,19.44133342,9.965784285,9.965784285,14.48495391,19.38102741,18.06750488,18.9487789,18.9487789,14.60412826,14.27098737,15.79242012,10.31460045,17.56782713,16.82995378,17.36858358,15.8275416,17.87541686,14.970799,13.47862086,15.6621431,10.89876804,14.20634062,20.52392447,15.17469138,14.48912102,12.81492388,19.39172644,15.46466948,17.82356777,15.38847332,17.6704018,16.90060765,14.20059225,13.7480271,14.65793388,14.3715199,11.24811581,15.24951741,15.50282514,16.86943967,11.00853478,10.05552213,17.67396043,19.03546635,11.59865093,13.75040046,10.21597965,18.09259114,15.128854,13.68859794,12.5852659,12.85951957,12.77383447,13.46474241,10.8977963,14.93607289,14.9004426,14.51563853,12.47944725,15.19098981,11.40947987,13.35291985,14.19076485,16.0166216,12.13606977,11.66781348,13.65018984,17.79539866,13.4511633,11.23629561,11.09173401,11.56950483,15.73237106,14.82049667,11.589176,14.44014386,12.81904182,17.0110742,14.245948,9.965784285,9.965784285,10.72363503,12.25600729,10.3266834,10.28345339,9.965784285,15.00840392,15.00840392,14.57242797,13.43064983,11.68152983,15.16576829,15.01669166,12.52366362,10.18131456,16.58762208,16.44366449,12.02381876,10.11267741,11.91098338,12.47417081,10.77079182,12.57158613,13.85956793,11.1027664,12.48867287,12.49367172,10.14121711,14.01661903,15.26586018,15.46466948,10.52978573,11.42039883,11.38290927,10.1705651,11.60662516,11.61888917,11.89999717,10.87177942,10.28911548,14.44553018,10.93673341,14.97319608,17.22775336,11.53916117,12.56621786,17.05171698,11.40626507,15.81153278,13.09288626,17.37378132,10.08589672,17.67211139,10.67549139,12.37072862,16.36286884,14.21058073,12.15089358,11.95913134,16.08911749,10.7811869,10.59199772,12.47079414,10.6955576,10.71580018,9.972177208,10.30524105,9.993031659,17.6704018,10.79919554,11.09729216,13.92731355,15.24479933,16.0557074,11.64498121,13.28968628,17.15390965,14.85565349,15.52494981,15.04076329,12.47795701,17.24641132,14.05755624,10.83771318,16.13165411,13.47737606,11.08407275,12.53142062,12.11001387,10.68597257,10.04867226,13.55222725,19.25332234,15.89035699,17.92320241,16.49145779,15.76099351,16.26633937,10.25791192,17.55781153,16.54918733,9.965784285,10.87001891,13.18554197,15.15343881,15.61656549,12.55730084,17.3432978,11.21739718,14.17386409,14.33645328,12.61562831,13.28736065,13.70158971,17.47456259,12.68397983,10.09658708
R11-52,14.12647649,10.8138836,10.07446018,14.01577824,10.54019817,17.2385729,11.72971677,11.22470756,10.73564396,23.19051028,11.02821665,10.98810837,11.84933506,10.77129355,10.53829799,14.24852022,15.65327423,16.57326522,14.64945023,9.965784285,9.965784285,15.02472781,10.82505618,12.22687497,9.965784285,20.22597382,10.48572313,11.71865197,10.86997076,9.965784285,15.30903592,14.4289866,21.80969775,10.99354878,21.45983185,9.965784285,10.38183549,13.6540629,11.99246108,11.01069239,12.9154602,11.94147069,10.15492966,10.32975464,10.64545522,9.965784285,10.49623797,11.24117168,12.55048638,11.52036529,11.0270357,10.13635682,11.20460723,9.965784285,16.52116715,14.17029849,9.965784285,9.965784285,9.965784285,9.965784285,9.965784285,9.965784285,10.07978507,9.965784285,9.965784285,9.965784285,17.63834345,9.965784285,10.10736463,10.76415325,11.46976359,10.17748049,13.0283885,9.965784285,9.965784285,17.63803746,9.965784285,10.11720721,12.97895992,13.05237983,12.94601372,9.965784285,9.965784285,9.965784285,11.39917576,13.35900971,14.15827464,11.76592967,11.64023141,10.5766043,13.05572874,9.965784285,9.965784285,9.965784285,19.12314951,9.965784285,10.24878697,12.93151641,19.05301569,18.01115225,18.88670776,18.88670776,14.40963853,13.72167545,15.35411604,10.34620364,17.2385729,16.4786312,16.62541712,16.23640957,17.66761573,14.95235624,13.66094078,15.4606068,11.73548366,14.1609137,20.22262887,14.84335627,14.19519168,12.9628271,16.87853503,15.12256612,17.20377992,14.71956644,17.34801715,16.85621527,13.32939779,12.52935141,12.38280657,14.86249176,11.00666268,14.11556457,16.1526938,15.75761164,10.92482571,9.965784285,17.39082291,19.37700501,11.17175171,15.70922699,10.67589142,17.59795429,14.44322293,12.74731115,12.29126614,13.02204369,13.14357992,13.31998546,10.46500396,14.01190332,14.01577824,13.22285592,11.61884579,14.14127941,12.11129153,12.17567755,13.24184254,15.23635554,11.21011666,13.06913395,12.21692944,17.64432683,13.0335321,12.07711873,11.10206087,9.965784285,15.67440131,13.72925213,10.3451882,13.73408781,11.34702399,16.83687293,14.16585026,9.965784285,9.965784285,9.965784285,10.9008482,9.965784285,9.965784285,10.11650635,14.79094832,14.79094832,14.33239523,14.18891237,10.79216567,12.94092208,14.42075502,10.96046224,10.79729048,17.35299062,16.57767151,11.94839912,9.965784285,10.97192555,12.81753197,10.17147124,12.34982672,13.73485854,9.965784285,11.88838829,12.73941535,10.25363533,15.07736496,13.4084384,15.12256612,10.24500815,10.4933533,11.65710405,10.28812629,11.88546587,11.93266087,11.68153682,10.77406531,10.19614793,14.47702666,10.21960012,15.51496459,17.29380047,10.89046466,12.99834969,16.60630012,10.57256922,16.39106849,13.14165396,16.63077315,10.27647956,18.08296754,10.63601216,11.77205838,14.42765186,13.49343636,12.11083894,12.25656759,15.98415907,10.57714169,10.14993558,12.38804885,10.14148999,10.68307052,9.978292956,10.00469697,10.01490599,17.34801715,10.92482571,10.90160469,13.40258886,15.20618774,16.21031653,11.41088614,12.19172565,17.57000588,14.29660051,15.40025671,15.35115348,12.80842224,16.74093757,15.10695784,10.70713337,15.96277504,13.38970168,11.27955168,12.78213099,12.51758254,10.10414088,9.965784285,13.75584362,17.77868223,16.39988501,18.15146641,15.69656583,15.64465085,16.46522513,10.43546469,16.82332252,16.7568484,9.965784285,11.1618058,13.25431642,13.83810348,14.73484502,11.60207877,16.65172837,11.3739731,14.41835044,13.23754143,12.08540588,13.1930768,13.32429607,17.26072205,12.32456558,10.10172828
R17-0,14.44465526,10.98175745,9.965784285,10.64127827,10.11166076,13.46708546,12.68961726,11.0698643,10.8557371,23.56774677,10.6183457,10.8073787,12.20932092,10.29434376,10.13498041,13.17785075,11.05144834,18.60532522,14.59722412,9.965784285,10.23986973,14.79625477,10.74654352,11.94995036,10.11135119,17.20247717,10.18339329,11.28961774,10.36181549,10.23003121,12.27538482,15.40825332,20.92220322,11.50332923,21.21004083,10.67220556,10.06274018,12.62932164,12.72193749,11.65640264,12.28357966,12.47722537,10.20042656,10.30009977,10.28029943,10.27442061,10.7137639,11.82493406,13.49154993,11.47813075,11.1923638,10.16540858,11.09318454,9.965784285,16.36765953,13.24188266,15.13448105,17.0219542,16.96302012,16.28479725,16.25561745,14.76009459,15.3683243,16.0251433,16.01334886,15.35036753,13.9237634,15.35036753,16.88024274,16.64973136,18.40943896,15.23114309,14.74388513,14.4081758,15.73562138,13.91420841,9.965784285,9.965784285,12.11464579,11.15730892,9.965784285,13.47861886,16.12790122,15.17083142,17.36707454,17.4136199,13.0536671,16.04101549,14.41219466,14.78765505,17.62855161,15.07075547,14.91746978,15.84686931,15.52828965,13.95787427,14.91126816,10.83991545,15.4112265,14.24317015,22.65745057,22.658651,15.88870513,12.12531569,14.10879742,10.39457368,16.37211162,15.12739408,15.24573101,13.23410545,20.75486013,14.54733404,14.95445421,9.965784285,10.23416607,15.83300181,17.17599132,13.46874103,11.42986543,13.21864233,21.39324239,14.57075001,15.32197434,11.27054728,15.9851045,15.7514854,13.45562173,12.97556007,16.75624564,13.62828438,15.63692565,17.76879725,11.86982169,14.8602953,13.74049204,14.46181304,14.12919459,15.35410983,10.07327668,10.43596345,16.00908331,14.96986316,12.27564807,12.22084897,10.92321084,10.43723988,10.35849469,11.82559277,15.0550765,13.72524492,10.64127827,19.77892965,10.14807025,16.65946781,10.85834534,15.84863288,11.58812599,18.68159839,16.02740111,10.8177389,16.05391548,14.22147137,15.18756056,10.62954149,10.16472557,17.24318267,12.35860828,17.03275514,15.17119142,12.35759959,14.30993889,14.12775304,11.82637073,16.48020966,16.27252036,14.17561758,14.09638891,13.39234917,14.36707023,14.65750812,11.26733058,11.26733058,11.27462156,12.46822111,11.36191775,12.47160352,14.00602453,11.33493862,11.52588464,17.76934752,16.28446114,12.55472708,10.13447478,9.965784285,13.27155509,11.14097379,12.66317218,13.03977335,10.11962234,13.70518511,13.33331672,10.41304697,23.45103006,13.94637255,14.57075001,9.965784285,13.38648946,11.39177519,10.83824198,11.52016868,11.44154103,12.77868973,11.15510572,10.09987327,14.54562323,10.13232651,14.90601076,18.29543721,12.64117063,13.98610091,18.98521716,10.24724787,15.96010896,12.20396473,15.26792573,10.11753145,14.8482733,10.38420881,12.17691902,16.21835254,15.52376618,12.49818375,12.78616907,13.62310639,10.17634421,12.0667828,13.86466752,9.965784285,10.29441806,9.977223208,9.986500253,9.965784285,15.9851045,13.74049204,12.75117995,15.92276163,15.69337437,16.41824101,12.34236196,10.43735229,17.97748933,11.78494881,16.51499699,15.06851501,12.52951311,15.02931505,14.80851187,10.49777388,17.02521548,12.69130888,11.55269387,10.63197222,13.34673378,11.08245076,10.08424561,13.70299641,17.67807085,16.10551272,19.24306786,16.55665279,11.66068588,18.63118782,10.65530668,19.61762489,15.48480996,9.965784285,10.82762199,13.99406643,14.64457428,14.71972554,13.2970147,17.54457053,11.28630837,12.95708665,12.9666237,15.10941162,11.11152183,14.02561492,17.03319191,14.77925803,9.965784285
R17-37,14.3458194,11.45158634,10.05211903,10.96123146,10.52733622,13.90327501,12.77789926,10.41945101,10.97086924,23.36760527,10.8731595,10.13617417,12.36785815,10.28500199,10.18289178,12.71919487,10.65380718,17.2232365,15.27184922,9.965784285,9.965784285,14.28639751,10.45783295,11.05802429,9.965784285,17.81617372,9.965784285,11.31437968,10.1334124,10.18300593,12.7228967,14.08162866,21.10948193,11.61308393,21.24890042,10.6081362,10.28797981,11.44635005,9.965784285,10.6508121,10.72180896,12.09905733,9.965784285,9.965784285,10.4026154,9.965784285,10.23706209,10.57753856,12.27723539,11.81945422,10.39577009,10.21934412,11.0465808,9.965784285,14.08032083,13.59675016,14.36251283,14.78650968,14.93299112,13.63905663,13.44179582,12.74746094,13.19784156,13.75839655,13.75839655,12.50911236,14.67526218,12.48989526,16.35814288,15.05849499,16.81851934,13.62680719,15.03071923,12.45065507,15.23576564,14.69401233,9.965784285,9.965784285,12.27276106,10.95120237,11.70756137,13.49646068,15.87907084,14.97398069,17.15165392,17.27887215,13.19460051,15.82324676,14.57902282,15.53390787,18.1664983,15.12870556,14.83897285,15.86652186,16.28396513,13.85802897,14.89172459,11.41680167,16.19488823,14.78137285,21.60992516,21.60992516,15.92711718,12.82094257,14.65936603,10.31793088,16.49445658,15.78698073,15.27731592,15.17985739,20.22759706,15.47651059,14.89736928,14.4261582,10.20447568,15.60372088,17.78493513,14.28856962,12.05484478,13.42802095,20.10573847,14.49958994,16.22844512,11.8905496,15.79503275,16.17176871,16.03544173,13.62389457,14.8821614,14.13970757,14.34711331,17.40651269,12.03264553,14.90300771,13.36112759,15.20791599,14.24161541,13.93014008,9.965784285,12.50049771,14.10411214,15.33616105,12.28980069,12.12453949,12.88591805,10.38559214,10.36406753,11.55833527,14.14834205,14.54299955,10.74638918,19.00183494,10.91044767,16.46846444,11.27024951,15.6040435,13.5526527,18.88681172,14.94124668,11.11131679,15.77055181,14.85627119,15.24378112,11.02763698,10.57280964,16.71935333,12.68693646,17.31387917,14.219652,13.74182197,14.43091908,14.2289939,12.22114606,14.21914171,14.93819672,13.87844866,14.32304382,12.77782976,13.56033748,14.26682657,13.2562754,13.2562754,13.2562754,12.99182357,10.31147838,12.2003349,14.01982688,10.12934501,10.44744903,16.95562555,15.72077465,11.82053508,9.965784285,9.965784285,13.27598353,10.18856681,12.32985498,12.65128829,9.965784285,12.91501159,12.84730179,10.80105529,23.5792497,12.88082186,14.49958994,10.14170965,13.51901979,11.74858094,11.15595685,10.8657228,10.95238309,12.17388352,11.13289281,10.31301234,14.78621038,9.965784285,14.96032287,18.20177459,12.5125419,14.43480646,19.29329026,10.28700037,16.25719887,12.92117931,15.29898206,10.21891047,13.24869917,10.52049333,10.98720903,15.89118836,15.81169077,12.63480458,13.17052203,14.18376495,10.47635851,11.42102505,13.30805466,9.965784285,10.14788918,9.965784285,10.00198714,9.965784285,15.79941482,13.36112759,11.12328736,16.03910879,16.01366617,16.37704964,12.30817809,10.05371491,18.32386981,11.74028282,16.67306996,15.72038935,12.81927747,14.58161145,15.01564186,10.42381924,16.86210568,12.53381969,11.37412783,11.27033177,13.3343937,9.965784285,9.965784285,13.44022033,17.80422952,15.91674883,19.00072523,15.6469182,13.04612201,18.61767619,11.26701426,19.44942851,15.07432858,9.965784285,10.99567219,13.78803728,13.76128275,14.87313428,13.20828245,17.82600874,11.40491368,13.75593963,11.5907865,12.27223608,11.33482755,13.30596886,17.42647897,15.02987666,9.965784285
R17-52,14.12629432,12.14011831,9.965784285,11.31785421,10.25599651,11.92383941,11.39892305,10.23599052,10.95270935,23.60069041,11.15395837,12.04480271,11.51680239,9.965784285,10.20008324,12.7379219,13.78409219,17.91815531,14.92451088,10.21575893,10.12376268,14.10119817,10.28679488,12.4746723,9.965784285,16.87107975,9.965784285,12.41946407,9.965784285,19.81482351,13.22794499,14.71279679,20.81434286,11.65697687,21.07957706,10.14887492,10.10719489,12.26759579,9.965784285,10.80179832,12.70943299,12.43283881,10.11178912,10.70198877,10.54620561,9.965784285,11.83959609,10.88426492,12.26587944,11.21037792,10.99638465,10.25378152,10.36264901,9.965784285,14.77240928,12.92104365,13.21344454,13.70028603,14.23932316,13.21526243,12.60933033,11.72937859,12.63882452,13.14021035,12.70653217,11.69276273,13.5313657,12.06820145,14.91491702,14.06209108,15.63618644,12.84381017,14.32402372,12.34907458,14.07705233,13.51544405,10.15149979,11.41587163,13.1465165,12.10124966,12.2116653,11.19293078,15.23717026,14.26971489,16.06997043,15.86994569,12.01661981,14.53517189,13.76437538,14.42903207,17.11276775,13.86922515,13.64718674,14.44213549,15.02326641,12.77570392,13.54458486,10.74415515,14.92265737,13.4593979,21.54161781,21.54161781,15.69871214,11.8797115,14.5618817,13.11857433,15.98303261,15.45131068,14.37866767,15.53419769,20.10507286,14.79176707,14.95339793,9.965784285,11.138296,15.75235514,16.84152962,13.40893782,11.49596111,13.48876058,19.71407209,13.43342582,15.15884375,11.11155736,15.09593522,16.47911892,13.04649431,12.18550871,14.76550537,14.39066854,13.82080517,16.52206935,10.65770886,14.60246604,12.35864227,13.77099867,12.77644241,13.73243035,10.08536266,11.32095639,13.93870249,13.49701486,11.21431783,12.02374321,11.84773165,10.19600903,9.965784285,11.67452699,14.69085916,13.10962275,11.31785421,18.40804043,9.965784285,15.73743695,11.77148568,14.18886883,12.99307203,18.7078405,14.4439123,12.66392099,14.25375717,13.83461405,14.6576337,11.60895206,11.39386378,15.74157439,10.91175986,16.94474785,13.16508371,13.02441213,12.96424365,12.12319486,11.58854497,13.12212927,14.29898563,12.46992158,13.88869159,11.3495823,12.88512902,13.15121229,13.16518272,13.16518272,13.16518272,12.02288363,11.3315963,11.95561423,13.98464128,11.41615055,10.75783346,17.35091527,14.96309296,11.70417815,12.84768738,10.6726724,12.86948485,10.87073367,12.19097112,12.65027468,10.491669,12.41563494,13.48677951,9.965784285,23.78872263,11.76183091,13.43342582,10.11754261,12.12533223,11.03677042,10.60837532,11.40985173,11.41206165,12.50280273,10.78484377,10.11024304,14.76811453,10.12404457,14.47296916,17.88615966,12.22579664,13.44130004,14.82903774,10.35048827,15.88311599,13.71776035,14.42341271,10.12420901,15.63303113,10.26512257,12.05380898,14.19934275,9.965784285,12.18714559,12.50288178,13.99466031,10.1455843,11.35707905,10.91473481,9.965784285,10.73066756,10.06810743,10.14690505,9.965784285,15.09593522,12.35864227,11.12107766,15.10183891,15.8673611,14.96807292,12.07290241,11.31381145,17.48257599,11.26566764,16.33643842,14.8334171,12.82345115,15.72159949,14.53281693,10.65147772,14.70158295,12.19515762,12.34783918,11.36979385,12.40374329,10.95715948,10.08977237,13.09298622,18.32497274,16.41759463,18.3357988,15.35011514,13.76214429,16.00539975,10.26624562,12.65502377,14.47019875,9.965784285,11.16644302,13.79547251,13.7479937,13.75997384,13.21600696,16.03327918,11.10744722,13.24943387,12.63901754,12.53696511,11.21292576,12.79364,14.85750746,13.12716636,10.0699744
