Name	clean.A10-KW10_S233_ALL.fastq.gz_quant	clean.A11-KW11_S236_ALL.fastq.gz_quant	clean.A12-KW12_S239_ALL.fastq.gz_quant	clean.A1-KW1_S197_ALL.fastq.gz_quant	clean.A2-KW2_S201_ALL.fastq.gz_quant	clean.A3-KW3_S205_ALL.fastq.gz_quant	clean.A4-KW4_S209_ALL.fastq.gz_quant	clean.A5-KW5_S213_ALL.fastq.gz_quant	clean.A6-KW6_S217_ALL.fastq.gz_quant	clean.A7-KW7_S221_ALL.fastq.gz_quant	clean.A8-KW8_S225_ALL.fastq.gz_quant	clean.A9-KW9_S229_ALL.fastq.gz_quant	clean.B10-KW22_S234_ALL.fastq.gz_quant	clean.B11-KW23_S237_ALL.fastq.gz_quant	clean.B12-KW24_S240_ALL.fastq.gz_quant	clean.B1-KW13_S198_ALL.fastq.gz_quant	clean.B2-KW14_S202_ALL.fastq.gz_quant	clean.B3-KW15_S206_ALL.fastq.gz_quant	clean.B4-KW16_S210_ALL.fastq.gz_quant	clean.B5-KW17_S214_ALL.fastq.gz_quant	clean.B6-KW18_S218_ALL.fastq.gz_quant	clean.B7-KW19_S222_ALL.fastq.gz_quant	clean.B8-KW20_S226_ALL.fastq.gz_quant	clean.B9-KW21_S230_ALL.fastq.gz_quant	clean.C10-KW34_S235_ALL.fastq.gz_quant	clean.C11-KW35_S238_ALL.fastq.gz_quant	clean.C12-KW36_S241_ALL.fastq.gz_quant	clean.C1-KW25_S199_ALL.fastq.gz_quant	clean.C2-KW26_S203_ALL.fastq.gz_quant	clean.C3-KW27_S207_ALL.fastq.gz_quant	clean.C4-KW28_S211_ALL.fastq.gz_quant	clean.C5-KW29_S215_ALL.fastq.gz_quant	clean.C6-KW30_S219_ALL.fastq.gz_quant	clean.C7-KW31_S223_ALL.fastq.gz_quant	clean.C8-KW32_S227_ALL.fastq.gz_quant	clean.C9-KW33_S231_ALL.fastq.gz_quant	clean.D1-KW37_S200_ALL.fastq.gz_quant	clean.D2-KW38_S204_ALL.fastq.gz_quant	clean.D3-KW39_S208_ALL.fastq.gz_quant	clean.D4-KW40_S212_ALL.fastq.gz_quant	clean.D5-KW41_S216_ALL.fastq.gz_quant	clean.D6-KW42_S220_ALL.fastq.gz_quant	clean.D7-KW43_S224_ALL.fastq.gz_quant	clean.D8-KW44_S228_ALL.fastq.gz_quant	clean.D9-KW45_S232_ALL.fastq.gz_quant
GCKDGN102EL5MD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig07234	419	270	164	221	171	60	304	133	283	47	21	107	51	24	86	137	24	44	23	310	296	116	1	31	29	106	55	230	31	13	36	181	156	173	149	141	182	99	27	52	154	45	267	145	117
isotig03611	98	11	84	50	11	28	61	1	66	1	1	29	22	24	2	22	3	0	16	66	52	37	0	10	5	20	11	35	20	2	6	31	13	58	34	24	51	25	3	13	53	1	31	55	26
GCKDGN101BMH6T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06733	30	1	33	34	41	7	33	0	0	0	0	0	4	6	4	17	0	4	0	36	51	5	0	0	2	14	4	34	4	0	9	39	9	30	12	13	23	17	0	5	17	0	89	24	10
GCKDGN101AJ523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06367	54	52	50	37	25	15	55	78	37	1	5	49	4	3	4	52	3	0	0	62	92	65	0	20	6	32	18	48	26	5	0	29	49	52	32	29	78	23	2	6	63	7	6	35	30
isotig24923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig05241	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
isotig07566	2	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
isotig05173	173	122	171	171	110	67	225	101	231	22	2	109	42	42	24	116	18	37	60	191	166	76	1	68	19	72	8	234	52	17	24	151	75	185	36	70	160	53	27	52	133	22	86	127	92
isotig24199	30	0	9	1	11	8	19	3	0	0	0	0	3	0	0	2	0	0	0	2	8	1	0	0	0	7	1	24	0	0	0	12	0	19	7	3	15	4	3	0	2	2	14	6	5
isotig06525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig24434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig28531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig03671	110	100	74	90	57	33	115	43	74	1	16	33	31	8	12	52	9	5	10	157	116	33	1	14	14	38	3	145	27	7	11	56	57	75	68	49	99	32	9	11	58	12	36	81	91
GE910866	22	10	10	10	6	0	8	17	0	0	0	0	4	0	0	0	0	0	0	6	3	5	0	0	3	1	0	18	0	1	2	2	16	16	0	2	12	2	0	1	1	1	0	8	1
isotig14205	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	1	0	0	0	0	3	0	0	9	0	0	0	5	13	0	0	0	2	0	0	0	1	0	0	9	1
isotig19896	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	20	1	0	0	2	8	0	0	0	5	0	0	0	0	0	0	2	6
isotig03531	10	0	0	3	0	1	4	0	0	0	0	0	0	4	0	6	0	0	0	4	0	0	0	0	0	9	0	7	2	0	0	0	4	0	0	4	2	0	0	0	1	0	0	2	0
isotig03182	189	149	69	727	32	45	157	62	2	2	0	3	13	2	0	27	11	2	6	1162	80	150	0	1	13	92	0	236	3	19	6	26	21	145	0	13	131	136	14	48	27	5	23	216	460
GCKDGN102EMSYT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig03848	8	0	15	5	2	6	16	1	0	1	7	5	0	0	0	19	2	0	0	6	12	7	0	0	2	12	3	4	1	0	0	1	6	25	6	7	12	4	1	6	6	0	20	1	2
isotig04607	527	501	368	452	275	210	412	405	590	168	39	66	61	76	65	372	59	40	64	610	504	589	5	64	27	164	108	365	75	52	84	253	151	314	523	139	445	236	50	103	203	32	170	310	434
isotig05923	1	30	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	2	1	0	0	0
isotig10151	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
isotig04629	248	209	49	158	127	80	233	135	139	66	30	33	39	25	34	69	15	11	18	191	291	57	44	19	32	105	54	245	38	27	24	162	111	181	90	119	150	123	38	64	87	20	143	117	108
isotig16407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig04052	1440	756	560	1926	679	293	424	387	1479	354	122	485	126	185	107	270	38	66	97	1871	1186	891	100	80	102	587	282	662	277	118	103	320	438	1008	564	297	356	425	96	316	493	93	492	1005	409
isotig24413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig03905	1	1	1	0	7	1	0	0	0	0	0	0	3	0	2	0	0	0	2	1	1	0	0	0	1	2	0	2	0	0	0	4	0	1	0	0	2	0	0	1	0	0	0	2	5
GCKDGN103F9WQ5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06600	49	97	12	33	43	51	104	69	20	0	0	40	9	5	11	34	0	2	28	63	50	23	1	9	7	27	10	101	12	4	16	49	27	47	35	33	44	12	8	10	40	7	1	42	19
isotig07396	27	0	0	28	25	1	11	0	0	0	0	0	4	0	0	0	0	0	1	23	14	11	0	0	1	10	0	32	1	0	0	0	4	18	0	2	11	17	1	1	0	5	9	8	23
GCKDGN103G91XT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GCKDGN102C6LOG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	3
isotig05478	186	242	283	130.999	160	95	202	124	383	85	2	112	39	21	12	98	26	8	60	159	220	312	0	25	29	59	77	150	40	14	42	66	87	140	172	85	178	77	26	71	136	19	47	89.999	116
isotig13614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig13127	99	0	87	67	50	33	86	33	43	2	0	25	22	3	23	39	0	3.005	0	83	32	62	0	66	9	46.017	1	97	8	2	14	37	41	94	25	38	45	17	0	7	18	15	91	45.321	50
isotig16590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKDGN101BKYV3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	2	0
isotig30835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
isotig04905	141	95	3	139	101	63	68	124	25	12	92	1	13	11	8	23	1	10	0	65	138	40	1	21	15	33	49	91	13	14	27	48	57	137	27	12	95	43	14	24	22	2	29	46	42
isotig01903	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
isotig02742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig04329	295	201	184	282	153	133	266	188	320	141	11	134	30	48	5	247	33	19	47	247	408	368	49	105	28	116	108	336	75	26	31	171	111	303	176	105	224	92	21	46	103	41	145	134	116
isotig07254	76	25	0	1	0	0	0	1	41	1	5	0	0	9	0	0	2	0	0	0	0	47	0	0	7	0	0	0	8	0	16	0	30	47	0	0	0	0	2	0	0	13	0	0	3
isotig24330	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
isotig14019	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
isotig23483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig08000	3	0	1.047	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0
isotig06918	0	10	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
GCKDGN102D3GOW	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig02764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06190	100	102	9	55	51	17	106	13	133	24	26	36	19	6	12	24	4	8	0	63	58	116	0	16	8	87	0	111	4	7	8	90	11	52	41	37	67	38	10	17	34	1	67	67	29
isotig05741	17	15	33	53	11	9	8	0	53	10	0	2	2	3	0	13	0	0	9	15	15	12	0	3	2	6	0	19	5	0	1	3	6	36	0	8	22	11	1	5	23	0	0	15	10
isotig05201	3	1	0	0	0	0	0	0	31	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	4	0	10	1	0	0	0	1	10	0	0	2	1	0	0	0	0	2	0	0
isotig30531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig04479	33	1	8	9	17	14	35	3	26	0	0	1	9	3	0	15	0	2	0	10	33	18	0	13	2	13	0	38	1	2	3	10	0	25	0	7	8	6	1	7	5	2	29	18	15
isotig07287	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
isotig03582	197	115	24	60	90	30	125	63	145	1	12	7	26	5	16	28	8	0	2	159	268	49	0	10	26	39	0	74	1	12	12	25	38	43	52	117	73	71	6	18	2	6	104	89	77
GCKDGN101BDFJ3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig02612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig04106	0	0	4	3	8	3	6	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	5	0	0	0	0	0	13	0	2	8	3	0	0	0	0	0	0	0
isotig03901	0	0	0	0	0	1	0	0	0	1	1	0	5	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
isotig16278	0	0	0	0	0	23	0	1	0	0	0	27	0	0	0	0	3	1	0	4	0	0	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2.008	1	0	1	0
isotig05066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig25825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig10402	13	0	0	6	0	1	1	1	18	0	0	0	0	0	0	3	0	0	0	5	12	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	2	0
isotig32360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig02476	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1
isotig06312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig02211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
isotig02734	9	0	0	5	0	11	10	0	0	0	0	0	0	3	0	0	0	0	0	7	13	8	0	5	0	0	0	19	0	0	0	6	0	0	0	2	10	1	0	0	4	0	0	7	1
isotig21195	2	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
isotig25597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig17548	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
isotig18068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0
isotig03484	247	334	243	245	519	211	337	300	539	147	47	139	65	80	22	320	48	17	82	495	852	387	21	114	19	115	82	271	61	9	44	143	289	208	72	200	529	163	19	87	372	66	101	173	267
isotig06538	89	11	34	73	9	18	49	0	10	0	1	17	3	0	0	5	3	9	0	30	19	5	0	0	4	21	6	72	3	9	1	14	24	27	0	2	39	10	2	1	14	17	12	22	29
GCKDGN102DNABP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
isotig03945	5	0	0	0	0	0	3	0	13	0	0	0	5	0	0	0	0	0	0	4	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	3	2
isotig02433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig07997	157	1	36	93	11	11	52	6	15	0	1	6	8	6	62	27	4	8	2	88	28	27	36	12	11	29	76	97	19	5	16	74	8	30	27	45	34	33	6	14	35	2	56	36	30
isotig07158	0	0	0	4	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	2
GCKDGN103HB7JY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06169	6	18	0	6	16	2	10	0	0	0	0	1	3	0	0	12	1	0	0	5	2	0	0	0	3	6	0	2	3	0	0	7	9	0	0	4	5	1	0	0	1	10	0	0	1
isotig05069	27	14	2	14	9	7	22	6	13	22	24	18	29	1	0	6	2	0	0	15	10	8	0	0	1	22	0	29	10	0	4	12	7	42	0	6	21	8	0	6	17	1	0	12	13
isotig06385	9	0	9	7	0	2	5	0	0	0	0	0	3	0	1	0	0	0	0	7	0	0	0	0	0	5	0	5	0	0	0	2	8	4	0	4	1	1	0	1	3	0	0	1	2
isotig12331	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
isotig04271	50	83	44	16	36	20	61	23	96	29	4	10	5	17	1	18	2	0	0	48	57	37	0	23	5	14	23	63	17	5	11	13	16	25	36	26	32	25	12	9	25	3	55	33	26
isotig07258	0	1	0	0	0	0	0	1	0	1	1	0	0	2	1	0	0	1	1	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1	1
isotig08024	2	6	5	6	6	1	8	2	0	5	4	4	1	3	1	3	12	7	3	4	4	5	39	2	0	3	3	0	5	9	2	7	0	1	1	1	1	2	1	3	7	1	3	3	3
isotig04646	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
isotig06947	6	16	1	14	12	0	4	0	0	0	0	0	0	2	0	0	0	0	5	10	5	0	0	0	0	17	0	5	0	0	0	0	5	11	0	5	13	6	0	1	0	0	0	3	6
isotig07563	28	2	15	25	17	1	19	8	26	0	0	6	0	4	0	7	0	2	0	18	6	16	0	4	2	12	0	12	3	1	1	5	5	4	0	7	22	16	0	3	13	6	3	6	5
GCKDGN103HCXUE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig02414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	7	0	0	0	0	0	0	1	12	0	0	0	0	0	14	0	2	5	0	0	0	0	0	0	0	0
isotig12761	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0
GE913911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
isotig12653	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
isotig22283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig05523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig07605	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig03737	1	0	0	1	0	0	4	0	0	15	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	8	0	0	0	0	0	8	0	4	3	2	0	0	2	0	0	0	2
isotig04442	9	5	9	2	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	3	0	0	0	0	4	0	7	0	6	0	0	0	6	7	3	2	2	0	0	0	1	0	6	2
isotig18375	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig05822	8	4	7	9	8	12	13	12	8	4	3	8	9	3	1	10	2	19	6	7	7	3	34	7	2	5	5	6	6	4	13	11	1	15	18	4	7	4	8	8	10	4	1	8	18
GCKDGN102D57BZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig29810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig06923	14	0	15	15	19	23	11	2	8	2	3	48	24	2	0	10	2	1	0	13	4	20	0	3	2	10	0	11	12	0	0	13	0	9	1	4	9	10	1	1	33	6	11	13	4
isotig07278	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig25093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig19451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig05570	46	82	13	20	40	10	43	11	16	46	31	0	1	2	0	10	3	0	0	31	9	49	1	6	3	15	4	20	1	1	19	4	29	21	10	6	55	10	5	3	15	4	7	8	17
isotig00010	84.11	3.35	0	53.748	7.196	0	0	0	0	0	0	0	0	0	0	9.855	0	0	0	24.675	0	0	0	0	0	0	2.142	32.206	0	0	0	27.089	40.468	89.394	0	0	6.858	14.917	0	0	0	0	0	14.216	9.759
isotig02901	0	0	0	0	0	83	4	1	0	21	1	78	34	0	0	0	0	0	0	0	5	30	0	8	1	8	0	0	0	0	0	5	0	1	0	2	0	0	0	0	22	0	1	0	1
GE906001	33	0	31	22	13	9	18	2	18	30	0	0	3	2	0	6	1	0	2	33	18	13	0	0	9	17	0	22	1	2	5	5	24	24	11	17	13	12	4	7	2	0	2	19	7
isotig05272	43	45	40	29	13	7	25	39	33	2	1	0	1	7	0	22	0	0	0	41	50	14	0	0	11	9	25	14	7	0	4	22	5	28	32	21	16	9	0	5	18	1	27	24	22
isotig03322	2	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	4	0	0	0	4	12	0	3	0	7	0	15	4	0	0	0	0	1	0	0	0	2	1	0	3	0	0	0	2
isotig24788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig12776	39	1	9	20	7	1	22	0	9	1	0	19	3	0	0	3	1	0	0	40	3	3	0	8	5	9	0	46	4	1	0	23	5	9	14	1	12	6	0	0	16	0	0	15	6
isotig06270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
isotig02024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
isotig05455	2	1	12	5	0	1	8	0	0	0	15	0	0	0	0	0	0	1	0	9	2	0	0	1	0	1	0	11	8	7	0	4	3	9	0	5	3	2	0	0	2	13	6	3	0
isotig13288	18	17	7	14	1	2	19	13	26	0	0	0	5	0	0	5	0	0	0	6	41	0	0	7	0	1	0	23	1	0	0	23	0	10	0	9	17	6	5	2	4	0	36	3	18
isotig07166	0	1	0	0	13	1	6	1	0	0	0	0	0	0	6	1	0	2	1	12	0	0	0	0	1	2	0	3	0	1	1	0	0	0	1	2	0	1	0	3	0	0	5	4	2
isotig12350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
isotig27071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCKDGN103HC1ET	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
