"","gene","colors"
"2008","Pastreoides62723","turquoise"
"2009","Pastreoides55583","turquoise"
"2010","Pastreoides55584","turquoise"
"2011","Pastreoides55586","turquoise"
"2012","Pastreoides19568","turquoise"
"2013","Pastreoides17090","turquoise"
"2014","Pastreoides17091","turquoise"
"2015","Pastreoides17092","blue"
"2016","Pastreoides02487","turquoise"
"2017","Pastreoides54182","turquoise"
"2018","Pastreoides54185","turquoise"
"2019","Pastreoides55906","turquoise"
"2020","Pastreoides54178","turquoise"
"2021","Pastreoides01956","blue"
"2022","Pastreoides01954","turquoise"
"2023","Pastreoides28665","yellow"
"2024","Pastreoides05244","turquoise"
"2025","Pastreoides55909","grey"
"2026","Pastreoides16328","turquoise"
"2027","Pastreoides02486","turquoise"
"2028","Pastreoides16322","blue"
"2029","Pastreoides59955","turquoise"
"2030","Pastreoides42513","yellow"
"2031","Pastreoides47742","blue"
"2032","Pastreoides07073","brown"
"2033","Pastreoides07071","turquoise"
"2034","Pastreoides14841","blue"
"2035","Pastreoides02733","turquoise"
"2036","Pastreoides32106","turquoise"
"2037","Pastreoides32102","turquoise"
"2038","Pastreoides32101","turquoise"
"2039","Pastreoides00393","turquoise"
"2040","Pastreoides00397","turquoise"
"2041","Pastreoides00394","turquoise"
"2042","Pastreoides04675","turquoise"
"2043","Pastreoides04673","blue"
"2044","Pastreoides34790","blue"
"2045","Pastreoides34791","turquoise"
"2046","Pastreoides34792","blue"
"2047","Pastreoides34795","turquoise"
"2048","Pastreoides34799","brown"
"2049","Pastreoides39689","grey"
"2050","Pastreoides34426","turquoise"
"2051","Pastreoides34427","turquoise"
"2052","Pastreoides34425","turquoise"
"2053","Pastreoides10684","turquoise"
"2054","Pastreoides36158","brown"
"2055","Pastreoides36155","turquoise"
"2056","Pastreoides39529","blue"
"2057","Pastreoides06835","turquoise"
"2058","Pastreoides02098","turquoise"
"2059","Pastreoides00802","turquoise"
"2060","Pastreoides06673","brown"
"2061","Pastreoides49963","turquoise"
"2062","Pastreoides36426","blue"
"2063","Pastreoides06670","turquoise"
"2064","Pastreoides11005","turquoise"
"2065","Pastreoides25418","turquoise"
"2066","Pastreoides18534","turquoise"
"2067","Pastreoides06676","brown"
"2068","Pastreoides20160","turquoise"
"2069","Pastreoides20167","turquoise"
"2070","Pastreoides21419","turquoise"
"2071","Pastreoides16974","blue"
"2072","Pastreoides21414","grey"
"2073","Pastreoides21412","blue"
"2074","Pastreoides45936","blue"
"2075","Pastreoides45937","blue"
"2076","Pastreoides47261","grey"
"2077","Pastreoides11551","turquoise"
"2078","Pastreoides22146","turquoise"
"2079","Pastreoides22144","turquoise"
"2080","Pastreoides39899","turquoise"
"2081","Pastreoides49145","turquoise"
"2082","Pastreoides10209","turquoise"
"2083","Pastreoides03235","turquoise"
"2084","Pastreoides13956","turquoise"
"2085","Pastreoides10524","turquoise"
"2086","Pastreoides60217","turquoise"
"2087","Pastreoides10521","turquoise"
"2088","Pastreoides28150","brown"
"2089","Pastreoides15540","turquoise"
"2090","Pastreoides48795","turquoise"
"2091","Pastreoides35992","blue"
"2092","Pastreoides16200","turquoise"
"2093","Pastreoides35996","blue"
"2094","Pastreoides22623","turquoise"
"2095","Pastreoides37443","brown"
"2096","Pastreoides10988","yellow"
"2097","Pastreoides57705","turquoise"
"2098","Pastreoides51704","blue"
"2099","Pastreoides51702","turquoise"
"2100","Pastreoides51701","turquoise"
"2101","Pastreoides53574","turquoise"
"2102","Pastreoides51708","turquoise"
"2103","Pastreoides43955","grey"
"2104","Pastreoides43956","turquoise"
"2105","Pastreoides43957","blue"
"2106","Pastreoides13806","turquoise"
"2107","Pastreoides51763","turquoise"
"2108","Pastreoides33131","turquoise"
"2109","Pastreoides33135","turquoise"
"2110","Pastreoides16978","turquoise"
"2111","Pastreoides16976","grey"
"2112","Pastreoides26514","turquoise"
"2113","Pastreoides08809","turquoise"
"2114","Pastreoides14195","turquoise"
"2115","Pastreoides40798","turquoise"
"2116","Pastreoides14228","turquoise"
"2117","Pastreoides46823","yellow"
"2118","Pastreoides55138","blue"
"2119","Pastreoides18535","turquoise"
"2120","Pastreoides00868","turquoise"
"2121","Pastreoides05933","turquoise"
"2122","Pastreoides62970","turquoise"
"2123","Pastreoides57042","brown"
"2124","Pastreoides00920","turquoise"
"2125","Pastreoides04015","turquoise"
"2126","Pastreoides03290","grey"
"2127","Pastreoides50947","yellow"
"2128","Pastreoides59731","brown"
"2129","Pastreoides28214","turquoise"
"2130","Pastreoides28215","grey"
"2131","Pastreoides32282","turquoise"
"2132","Pastreoides28709","blue"
"2133","Pastreoides08023","turquoise"
"2134","Pastreoides40892","turquoise"
"2135","Pastreoides23573","turquoise"
"2136","Pastreoides37160","turquoise"
"2137","Pastreoides37161","turquoise"
"2138","Pastreoides55974","turquoise"
"2139","Pastreoides27291","turquoise"
"2140","Pastreoides27290","turquoise"
"2141","Pastreoides04991","turquoise"
"2142","Pastreoides59090","turquoise"
"2143","Pastreoides04827","yellow"
"2144","Pastreoides04826","turquoise"
"2145","Pastreoides57678","turquoise"
"2146","Pastreoides04829","turquoise"
"2147","Pastreoides41851","brown"
"2148","Pastreoides41850","turquoise"
"2149","Pastreoides41859","turquoise"
"2150","Pastreoides39347","blue"
"2151","Pastreoides24242","turquoise"
"2152","Pastreoides24241","turquoise"
"2153","Pastreoides38690","turquoise"
"2154","Pastreoides38693","turquoise"
"2155","Pastreoides38692","turquoise"
"2156","Pastreoides38694","brown"
"2157","Pastreoides38696","turquoise"
"2158","Pastreoides25594","blue"
"2159","Pastreoides25591","turquoise"
"2160","Pastreoides56014","blue"
"2161","Pastreoides27576","grey"
"2162","Pastreoides27577","turquoise"
"2163","Pastreoides27572","grey"
"2164","Pastreoides12557","turquoise"
"2165","Pastreoides25626","turquoise"
"2166","Pastreoides01991","grey"
"2167","Pastreoides51543","turquoise"
"2168","Pastreoides51544","turquoise"
"2169","Pastreoides23502","brown"
"2170","Pastreoides18279","turquoise"
"2171","Pastreoides17698","brown"
"2172","Pastreoides20239","blue"
"2173","Pastreoides18732","turquoise"
"2174","Pastreoides18733","turquoise"
"2175","Pastreoides18739","blue"
"2176","Pastreoides13858","grey"
"2177","Pastreoides54069","blue"
"2178","Pastreoides13855","turquoise"
"2179","Pastreoides18081","grey"
"2180","Pastreoides28596","turquoise"
"2181","Pastreoides07626","blue"
"2182","Pastreoides23083","turquoise"
"2183","Pastreoides12813","blue"
"2184","Pastreoides12812","blue"
"2185","Pastreoides12810","brown"
"2186","Pastreoides34121","brown"
"2187","Pastreoides29019","blue"
"2188","Pastreoides29018","grey"
"2189","Pastreoides29012","brown"
"2190","Pastreoides29017","turquoise"
"2191","Pastreoides29016","turquoise"
"2192","Pastreoides01501","brown"
"2193","Pastreoides01503","grey"
"2194","Pastreoides56359","turquoise"
"2195","Pastreoides34697","turquoise"
"2196","Pastreoides42960","turquoise"
"2197","Pastreoides15024","brown"
"2198","Pastreoides17628","brown"
"2199","Pastreoides05109","yellow"
"2200","Pastreoides56379","grey"
"2201","Pastreoides06995","turquoise"
"2202","Pastreoides63047","turquoise"
"2203","Pastreoides55075","turquoise"
"2204","Pastreoides58291","turquoise"
"2205","Pastreoides58290","turquoise"
"2206","Pastreoides05971","turquoise"
"2207","Pastreoides05975","turquoise"
"2208","Pastreoides46616","turquoise"
"2209","Pastreoides58745","yellow"
"2210","Pastreoides53022","brown"
"2211","Pastreoides53025","brown"
"2212","Pastreoides25021","turquoise"
"2213","Pastreoides25022","turquoise"
"2214","Pastreoides58490","turquoise"
"2215","Pastreoides37747","turquoise"
"2216","Pastreoides04207","turquoise"
"2217","Pastreoides04208","turquoise"
"2218","Pastreoides37743","turquoise"
"2219","Pastreoides03462","brown"
"2220","Pastreoides03469","turquoise"
"2221","Pastreoides27439","brown"
"2222","Pastreoides35243","turquoise"
"2223","Pastreoides14647","blue"
"2224","Pastreoides47055","blue"
"2225","Pastreoides47050","yellow"
"2226","Pastreoides47053","turquoise"
"2227","Pastreoides42639","turquoise"
"2228","Pastreoides43734","blue"
"2229","Pastreoides43730","blue"
"2230","Pastreoides43731","blue"
"2231","Pastreoides05154","turquoise"
"2232","Pastreoides05155","turquoise"
"2233","Pastreoides24857","turquoise"
"2234","Pastreoides05158","turquoise"
"2235","Pastreoides42199","turquoise"
"2236","Pastreoides25423","blue"
"2237","Pastreoides07452","blue"
"2238","Pastreoides27318","turquoise"
"2239","Pastreoides27317","turquoise"
"2240","Pastreoides45369","turquoise"
"2241","Pastreoides25816","turquoise"
"2242","Pastreoides38710","brown"
"2243","Pastreoides32774","turquoise"
"2244","Pastreoides57245","blue"
"2245","Pastreoides57249","turquoise"
"2246","Pastreoides26549","turquoise"
"2247","Pastreoides24034","blue"
"2248","Pastreoides12385","blue"
"2249","Pastreoides60164","turquoise"
"2250","Pastreoides60165","turquoise"
"2251","Pastreoides54810","turquoise"
"2252","Pastreoides51973","grey"
"2253","Pastreoides61343","blue"
"2254","Pastreoides53565","turquoise"
"2255","Pastreoides07809","turquoise"
"2256","Pastreoides07807","turquoise"
"2257","Pastreoides07804","blue"
"2258","Pastreoides07805","turquoise"
"2259","Pastreoides54714","turquoise"
"2260","Pastreoides00191","turquoise"
"2261","Pastreoides53563","turquoise"
"2262","Pastreoides03160","turquoise"
"2263","Pastreoides21783","blue"
"2264","Pastreoides12602","turquoise"
"2265","Pastreoides19650","blue"
"2266","Pastreoides23339","turquoise"
"2267","Pastreoides60901","turquoise"
"2268","Pastreoides21878","turquoise"
"2269","Pastreoides17621","turquoise"
"2270","Pastreoides17620","blue"
"2271","Pastreoides63454","turquoise"
"2272","Pastreoides46455","turquoise"
"2273","Pastreoides02859","brown"
"2274","Pastreoides15379","grey"
"2275","Pastreoides21176","turquoise"
"2276","Pastreoides06788","turquoise"
"2277","Pastreoides06782","turquoise"
"2278","Pastreoides06786","turquoise"
"2279","Pastreoides18297","blue"
"2280","Pastreoides14777","turquoise"
"2281","Pastreoides33926","brown"
"2282","Pastreoides33927","turquoise"
"2283","Pastreoides14778","turquoise"
"2284","Pastreoides08297","blue"
"2285","Pastreoides16780","turquoise"
"2286","Pastreoides35448","grey"
"2287","Pastreoides28509","turquoise"
"2288","Pastreoides00067","turquoise"
"2289","Pastreoides28506","turquoise"
"2290","Pastreoides12760","turquoise"
"2291","Pastreoides01330","blue"
"2292","Pastreoides34712","yellow"
"2293","Pastreoides34713","turquoise"
"2294","Pastreoides34715","grey"
"2295","Pastreoides05953","turquoise"
"2296","Pastreoides36407","turquoise"
"2297","Pastreoides36405","blue"
"2298","Pastreoides05543","brown"
"2299","Pastreoides39604","blue"
"2300","Pastreoides39607","turquoise"
"2301","Pastreoides30760","blue"
"2302","Pastreoides30765","turquoise"
"2303","Pastreoides38559","turquoise"
"2304","Pastreoides33155","turquoise"
"2305","Pastreoides33151","brown"
"2306","Pastreoides43861","brown"
"2307","Pastreoides43862","turquoise"
"2308","Pastreoides30493","brown"
"2309","Pastreoides30492","turquoise"
"2310","Pastreoides02014","grey"
"2311","Pastreoides16577","brown"
"2312","Pastreoides24544","turquoise"
"2313","Pastreoides24542","turquoise"
"2314","Pastreoides24543","turquoise"
"2315","Pastreoides31179","turquoise"
"2316","Pastreoides31172","yellow"
"2317","Pastreoides31175","turquoise"
"2318","Pastreoides02906","turquoise"
"2319","Pastreoides45006","blue"
"2320","Pastreoides03057","brown"
"2321","Pastreoides03053","turquoise"
"2322","Pastreoides03052","blue"
"2323","Pastreoides15904","grey"
"2324","Pastreoides14364","turquoise"
"2325","Pastreoides26948","turquoise"
"2326","Pastreoides26942","blue"
"2327","Pastreoides42651","turquoise"
"2328","Pastreoides42652","turquoise"
"2329","Pastreoides04436","grey"
"2330","Pastreoides04434","turquoise"
"2331","Pastreoides04435","turquoise"
"2332","Pastreoides04430","blue"
"2333","Pastreoides16303","turquoise"
"2334","Pastreoides44716","turquoise"
"2335","Pastreoides44713","turquoise"
"2336","Pastreoides23237","turquoise"
"2337","Pastreoides23157","turquoise"
"2338","Pastreoides45442","turquoise"
"2339","Pastreoides25101","turquoise"
"2340","Pastreoides61527","turquoise"
"2341","Pastreoides23908","turquoise"
"2342","Pastreoides23901","blue"
"2343","Pastreoides23905","turquoise"
"2344","Pastreoides23906","turquoise"
"2345","Pastreoides17354","turquoise"
"2346","Pastreoides57781","blue"
"2347","Pastreoides29423","blue"
"2348","Pastreoides60733","turquoise"
"2349","Pastreoides60731","turquoise"
"2350","Pastreoides21216","yellow"
"2351","Pastreoides58199","turquoise"
"2352","Pastreoides63279","turquoise"
"2353","Pastreoides10994","turquoise"
"2354","Pastreoides61065","turquoise"
"2355","Pastreoides61069","turquoise"
"2356","Pastreoides22741","blue"
"2357","Pastreoides18824","turquoise"
"2358","Pastreoides14117","grey"
"2359","Pastreoides39849","grey"
"2360","Pastreoides13760","turquoise"
"2361","Pastreoides13764","turquoise"
"2362","Pastreoides11698","turquoise"
"2363","Pastreoides11690","blue"
"2364","Pastreoides11695","blue"
"2365","Pastreoides11697","turquoise"
"2366","Pastreoides19444","blue"
"2367","Pastreoides10122","brown"
"2368","Pastreoides18316","blue"
"2369","Pastreoides34289","blue"
"2370","Pastreoides34280","turquoise"
"2371","Pastreoides41379","turquoise"
"2372","Pastreoides02427","turquoise"
"2373","Pastreoides03215","turquoise"
"2374","Pastreoides28293","turquoise"
"2375","Pastreoides28294","blue"
"2376","Pastreoides28296","blue"
"2377","Pastreoides05329","turquoise"
"2378","Pastreoides05322","turquoise"
"2379","Pastreoides16409","blue"
"2380","Pastreoides06590","turquoise"
"2381","Pastreoides58862","yellow"
"2382","Pastreoides58868","turquoise"
"2383","Pastreoides02677","turquoise"
"2384","Pastreoides02672","brown"
"2385","Pastreoides37250","blue"
"2386","Pastreoides37254","blue"
"2387","Pastreoides37256","turquoise"
"2388","Pastreoides37257","blue"
"2389","Pastreoides00298","turquoise"
"2390","Pastreoides00299","blue"
"2391","Pastreoides04534","turquoise"
"2392","Pastreoides02582","turquoise"
"2393","Pastreoides09379","turquoise"
"2394","Pastreoides02588","turquoise"
"2395","Pastreoides01161","turquoise"
"2396","Pastreoides10213","turquoise"
"2397","Pastreoides20872","blue"
"2398","Pastreoides19105","turquoise"
"2399","Pastreoides23464","turquoise"
"2400","Pastreoides59019","blue"
"2401","Pastreoides23462","turquoise"
"2402","Pastreoides19102","turquoise"
"2403","Pastreoides36616","blue"
"2404","Pastreoides36615","turquoise"
"2405","Pastreoides26336","turquoise"
"2406","Pastreoides36613","turquoise"
"2407","Pastreoides59523","turquoise"
"2408","Pastreoides40105","grey"
"2409","Pastreoides19863","blue"
"2410","Pastreoides11670","brown"
"2411","Pastreoides28541","blue"
"2412","Pastreoides30515","turquoise"
"2413","Pastreoides30518","grey"
"2414","Pastreoides59900","brown"
"2415","Pastreoides59902","blue"
"2416","Pastreoides27065","turquoise"
"2417","Pastreoides27061","turquoise"
"2418","Pastreoides38076","turquoise"
"2419","Pastreoides38073","turquoise"
"2420","Pastreoides10427","blue"
"2421","Pastreoides20594","turquoise"
"2422","Pastreoides20591","turquoise"
"2423","Pastreoides44901","turquoise"
"2424","Pastreoides44906","grey"
"2425","Pastreoides03159","turquoise"
"2426","Pastreoides20047","turquoise"
"2427","Pastreoides20046","turquoise"
"2428","Pastreoides20040","turquoise"
"2429","Pastreoides20049","turquoise"
"2430","Pastreoides23585","turquoise"
"2431","Pastreoides23582","turquoise"
"2432","Pastreoides15521","turquoise"
"2433","Pastreoides11456","brown"
"2434","Pastreoides11455","turquoise"
"2435","Pastreoides55953","turquoise"
"2436","Pastreoides10321","turquoise"
"2437","Pastreoides10320","blue"
"2438","Pastreoides10325","turquoise"
"2439","Pastreoides01967","turquoise"
"2440","Pastreoides23759","blue"
"2441","Pastreoides52744","blue"
"2442","Pastreoides22973","blue"
"2443","Pastreoides28056","grey"
"2444","Pastreoides48690","turquoise"
"2445","Pastreoides13878","turquoise"
"2446","Pastreoides13146","turquoise"
"2447","Pastreoides62067","grey"
"2448","Pastreoides29093","turquoise"
"2449","Pastreoides08864","turquoise"
"2450","Pastreoides14174","turquoise"
"2451","Pastreoides36057","turquoise"
"2452","Pastreoides36058","turquoise"
"2453","Pastreoides03983","grey"
"2454","Pastreoides16032","yellow"
"2455","Pastreoides16259","grey"
"2456","Pastreoides30685","turquoise"
"2457","Pastreoides16258","turquoise"
"2458","Pastreoides44523","grey"
"2459","Pastreoides40341","turquoise"
"2460","Pastreoides40342","turquoise"
"2461","Pastreoides11153","turquoise"
"2462","Pastreoides11151","grey"
"2463","Pastreoides11157","turquoise"
"2464","Pastreoides11154","turquoise"
"2465","Pastreoides13740","blue"
"2466","Pastreoides19760","turquoise"
"2467","Pastreoides19764","turquoise"
"2468","Pastreoides19765","turquoise"
"2469","Pastreoides19768","blue"
"2470","Pastreoides19769","turquoise"
"2471","Pastreoides14422","turquoise"
"2472","Pastreoides50044","turquoise"
"2473","Pastreoides64571","blue"
"2474","Pastreoides64573","turquoise"
"2475","Pastreoides64575","brown"
"2476","Pastreoides64574","blue"
"2477","Pastreoides33813","yellow"
"2478","Pastreoides34988","grey"
"2479","Pastreoides34986","turquoise"
"2480","Pastreoides34983","blue"
"2481","Pastreoides62836","blue"
"2482","Pastreoides17656","turquoise"
"2483","Pastreoides17654","blue"
"2484","Pastreoides17655","turquoise"
"2485","Pastreoides41566","turquoise"
"2486","Pastreoides04289","turquoise"
"2487","Pastreoides04286","brown"
"2488","Pastreoides34368","grey"
"2489","Pastreoides11676","turquoise"
"2490","Pastreoides34366","turquoise"
"2491","Pastreoides33505","grey"
"2492","Pastreoides35411","turquoise"
"2493","Pastreoides52370","turquoise"
"2494","Pastreoides59588","blue"
"2495","Pastreoides06416","turquoise"
"2496","Pastreoides06412","blue"
"2497","Pastreoides06410","turquoise"
"2498","Pastreoides06418","turquoise"
"2499","Pastreoides08709","grey"
"2500","Pastreoides55194","blue"
"2501","Pastreoides30898","grey"
"2502","Pastreoides39919","turquoise"
"2503","Pastreoides39918","turquoise"
"2504","Pastreoides02428","turquoise"
"2505","Pastreoides02425","turquoise"
"2506","Pastreoides02422","turquoise"
"2507","Pastreoides41710","turquoise"
"2508","Pastreoides04703","blue"
"2509","Pastreoides04704","turquoise"
"2510","Pastreoides20622","turquoise"
"2511","Pastreoides39262","turquoise"
"2512","Pastreoides45096","turquoise"
"2513","Pastreoides45094","turquoise"
"2514","Pastreoides45098","turquoise"
"2515","Pastreoides19920","turquoise"
"2516","Pastreoides32795","turquoise"
"2517","Pastreoides30301","turquoise"
"2518","Pastreoides30305","blue"
"2519","Pastreoides61612","turquoise"
"2520","Pastreoides61619","yellow"
"2521","Pastreoides25700","turquoise"
"2522","Pastreoides56889","turquoise"
"2523","Pastreoides10106","turquoise"
"2524","Pastreoides12135","turquoise"
"2525","Pastreoides12136","brown"
"2526","Pastreoides12130","turquoise"
"2527","Pastreoides23624","brown"
"2528","Pastreoides23626","turquoise"
"2529","Pastreoides21704","turquoise"
"2530","Pastreoides21709","blue"
"2531","Pastreoides12687","turquoise"
"2532","Pastreoides14156","turquoise"
"2533","Pastreoides15484","grey"
"2534","Pastreoides15480","turquoise"
"2535","Pastreoides15483","turquoise"
"2536","Pastreoides60982","turquoise"
"2537","Pastreoides18168","turquoise"
"2538","Pastreoides18164","turquoise"
"2539","Pastreoides18166","turquoise"
"2540","Pastreoides18163","turquoise"
"2541","Pastreoides18162","turquoise"
"2542","Pastreoides62447","turquoise"
"2543","Pastreoides54237","blue"
"2544","Pastreoides54236","blue"
"2545","Pastreoides60324","turquoise"
"2546","Pastreoides12912","turquoise"
"2547","Pastreoides12919","grey"
"2548","Pastreoides24013","turquoise"
"2549","Pastreoides24010","blue"
"2550","Pastreoides17241","turquoise"
"2551","Pastreoides28272","turquoise"
"2552","Pastreoides16116","turquoise"
"2553","Pastreoides06896","turquoise"
"2554","Pastreoides03912","blue"
"2555","Pastreoides17741","turquoise"
"2556","Pastreoides63162","turquoise"
"2557","Pastreoides63167","grey"
"2558","Pastreoides63166","turquoise"
"2559","Pastreoides16800","yellow"
"2560","Pastreoides35972","turquoise"
"2561","Pastreoides19357","turquoise"
"2562","Pastreoides04558","turquoise"
"2563","Pastreoides40557","turquoise"
"2564","Pastreoides14532","turquoise"
"2565","Pastreoides14530","turquoise"
"2566","Pastreoides27971","turquoise"
"2567","Pastreoides53704","blue"
"2568","Pastreoides53707","turquoise"
"2569","Pastreoides53702","turquoise"
"2570","Pastreoides53703","brown"
"2571","Pastreoides48333","blue"
"2572","Pastreoides11746","turquoise"
"2573","Pastreoides30226","turquoise"
"2574","Pastreoides02988","turquoise"
"2575","Pastreoides13240","turquoise"
"2576","Pastreoides13763","turquoise"
"2577","Pastreoides58506","turquoise"
"2578","Pastreoides59424","turquoise"
"2579","Pastreoides01981","turquoise"
"2580","Pastreoides01983","turquoise"
"2581","Pastreoides01982","turquoise"
"2582","Pastreoides05298","blue"
"2583","Pastreoides11834","blue"
"2584","Pastreoides30914","brown"
"2585","Pastreoides30913","brown"
"2586","Pastreoides30910","turquoise"
"2587","Pastreoides08081","turquoise"
"2588","Pastreoides01670","blue"
"2589","Pastreoides42436","brown"
"2590","Pastreoides05745","turquoise"
"2591","Pastreoides05742","turquoise"
"2592","Pastreoides05740","turquoise"
"2593","Pastreoides02214","blue"
"2594","Pastreoides02216","turquoise"
"2595","Pastreoides43525","blue"
"2596","Pastreoides04918","turquoise"
"2597","Pastreoides04910","turquoise"
"2598","Pastreoides04915","turquoise"
"2599","Pastreoides04914","turquoise"
"2600","Pastreoides20980","turquoise"
"2601","Pastreoides01871","turquoise"
"2602","Pastreoides02651","blue"
"2603","Pastreoides22086","turquoise"
"2604","Pastreoides57477","turquoise"
"2605","Pastreoides29351","blue"
"2606","Pastreoides26751","turquoise"
"2607","Pastreoides26750","turquoise"
"2608","Pastreoides23989","turquoise"
"2609","Pastreoides23988","turquoise"
"2610","Pastreoides21292","turquoise"
"2611","Pastreoides21290","turquoise"
"2612","Pastreoides17747","turquoise"
"2613","Pastreoides56701","turquoise"
"2614","Pastreoides25136","turquoise"
"2615","Pastreoides25135","turquoise"
"2616","Pastreoides13458","turquoise"
"2617","Pastreoides51162","turquoise"
"2618","Pastreoides51164","turquoise"
"2619","Pastreoides11349","turquoise"
"2620","Pastreoides11346","brown"
"2621","Pastreoides50419","brown"
"2622","Pastreoides50414","turquoise"
"2623","Pastreoides50411","turquoise"
"2624","Pastreoides50413","turquoise"
"2625","Pastreoides50412","turquoise"
"2626","Pastreoides21936","turquoise"
"2627","Pastreoides28742","turquoise"
"2628","Pastreoides28740","turquoise"
"2629","Pastreoides12330","blue"
"2630","Pastreoides47999","turquoise"
"2631","Pastreoides32392","blue"
"2632","Pastreoides18648","turquoise"
"2633","Pastreoides18649","turquoise"
"2634","Pastreoides32396","turquoise"
"2635","Pastreoides18643","blue"
"2636","Pastreoides18645","turquoise"
"2637","Pastreoides16778","turquoise"
"2638","Pastreoides16779","turquoise"
"2639","Pastreoides06660","blue"
"2640","Pastreoides15147","turquoise"
"2641","Pastreoides15141","turquoise"
"2642","Pastreoides15143","brown"
"2643","Pastreoides57860","blue"
"2644","Pastreoides14437","turquoise"
"2645","Pastreoides14436","turquoise"
"2646","Pastreoides14433","turquoise"
"2647","Pastreoides14438","turquoise"
"2648","Pastreoides16482","yellow"
"2649","Pastreoides41269","turquoise"
"2650","Pastreoides59175","turquoise"
"2651","Pastreoides07138","turquoise"
"2652","Pastreoides07136","turquoise"
"2653","Pastreoides07132","turquoise"
"2654","Pastreoides07130","blue"
"2655","Pastreoides19939","grey"
"2656","Pastreoides34053","turquoise"
"2657","Pastreoides34054","turquoise"
"2658","Pastreoides09985","turquoise"
"2659","Pastreoides43627","brown"
"2660","Pastreoides54489","turquoise"
"2661","Pastreoides33058","yellow"
"2662","Pastreoides02353","blue"
"2663","Pastreoides30598","blue"
"2664","Pastreoides30599","blue"
"2665","Pastreoides30592","turquoise"
"2666","Pastreoides05883","turquoise"
"2667","Pastreoides23350","blue"
"2668","Pastreoides50356","blue"
"2669","Pastreoides50355","turquoise"
"2670","Pastreoides41279","grey"
"2671","Pastreoides41276","yellow"
"2672","Pastreoides50358","blue"
"2673","Pastreoides58588","turquoise"
"2674","Pastreoides38343","turquoise"
"2675","Pastreoides05399","turquoise"
"2676","Pastreoides20513","turquoise"
"2677","Pastreoides20512","turquoise"
"2678","Pastreoides58639","blue"
"2679","Pastreoides24465","grey"
"2680","Pastreoides24462","turquoise"
"2681","Pastreoides39019","turquoise"
"2682","Pastreoides17860","turquoise"
"2683","Pastreoides46723","grey"
"2684","Pastreoides46725","turquoise"
"2685","Pastreoides02827","turquoise"
"2686","Pastreoides02828","turquoise"
"2687","Pastreoides39015","turquoise"
"2688","Pastreoides08018","turquoise"
"2689","Pastreoides25339","turquoise"
"2690","Pastreoides25333","turquoise"
"2691","Pastreoides25336","brown"
"2692","Pastreoides26824","blue"
"2693","Pastreoides00469","turquoise"
"2694","Pastreoides21854","turquoise"
"2695","Pastreoides00463","blue"
"2696","Pastreoides00464","turquoise"
"2697","Pastreoides04379","turquoise"
"2698","Pastreoides04378","turquoise"
"2699","Pastreoides42141","turquoise"
"2700","Pastreoides05689","turquoise"
"2701","Pastreoides42142","turquoise"
"2702","Pastreoides15643","blue"
"2703","Pastreoides15642","grey"
"2704","Pastreoides06016","turquoise"
"2705","Pastreoides39579","turquoise"
"2706","Pastreoides39577","turquoise"
"2707","Pastreoides39571","grey"
"2708","Pastreoides27222","turquoise"
"2709","Pastreoides27225","blue"
"2710","Pastreoides54843","turquoise"
"2711","Pastreoides11939","brown"
"2712","Pastreoides11938","turquoise"
"2713","Pastreoides11936","turquoise"
"2714","Pastreoides11930","turquoise"
"2715","Pastreoides50475","blue"
"2716","Pastreoides13525","turquoise"
"2717","Pastreoides21319","turquoise"
"2718","Pastreoides29674","turquoise"
"2719","Pastreoides29672","turquoise"
"2720","Pastreoides60585","turquoise"
"2721","Pastreoides15898","grey"
"2722","Pastreoides47002","blue"
"2723","Pastreoides15763","turquoise"
"2724","Pastreoides11015","turquoise"
"2725","Pastreoides62528","turquoise"
"2726","Pastreoides24220","turquoise"
"2727","Pastreoides19097","turquoise"
"2728","Pastreoides19099","turquoise"
"2729","Pastreoides12510","blue"
"2730","Pastreoides42109","blue"
"2731","Pastreoides50628","turquoise"
"2732","Pastreoides10602","turquoise"
"2733","Pastreoides02554","turquoise"
"2734","Pastreoides03313","turquoise"
"2735","Pastreoides06145","turquoise"
"2736","Pastreoides62730","grey"
"2737","Pastreoides36881","turquoise"
"2738","Pastreoides08472","turquoise"
"2739","Pastreoides52663","turquoise"
"2740","Pastreoides52669","turquoise"
"2741","Pastreoides16524","blue"
"2742","Pastreoides16521","turquoise"
"2743","Pastreoides06491","turquoise"
"2744","Pastreoides56960","turquoise"
"2745","Pastreoides58901","turquoise"
"2746","Pastreoides56969","turquoise"
"2747","Pastreoides58909","turquoise"
"2748","Pastreoides50937","turquoise"
"2749","Pastreoides19872","turquoise"
"2750","Pastreoides09434","blue"
"2751","Pastreoides09437","turquoise"
"2752","Pastreoides04819","turquoise"
"2753","Pastreoides07760","turquoise"
"2754","Pastreoides31516","turquoise"
"2755","Pastreoides47231","turquoise"
"2756","Pastreoides01200","blue"
"2757","Pastreoides01208","turquoise"
"2758","Pastreoides17792","blue"
"2759","Pastreoides06969","turquoise"
"2760","Pastreoides05439","turquoise"
"2761","Pastreoides45017","yellow"
"2762","Pastreoides39773","turquoise"
"2763","Pastreoides39772","turquoise"
"2764","Pastreoides39777","turquoise"
"2765","Pastreoides39776","turquoise"
"2766","Pastreoides39779","brown"
"2767","Pastreoides27145","turquoise"
"2768","Pastreoides27149","turquoise"
"2769","Pastreoides59826","turquoise"
