# Constructed from biom file
#OTU ID	WSH129	WSH130	WSH131	WSH132	WSH133	WSH134	WSH135	WSH136	WSH137	WSH138	WSH139	WSH140	WSH141	WSH142	WSH143	WSH144	WSH145	WSH146	WSH147	WSH148	WSH149	WSH150	WSH151	WSH152	WSH153	WSH154	WSH155	WSH156	WSH157	WSH158	WSH159	WSH160	WSH161	WSH162	WSH163	WSH164	WSH165	WSH166	WSH167	WSH168	WSH169	WSH170	WSH171	WSH172	WSH173
c3c32c0479bf4d183832a2e3cf235481	0.0	215.0	0.0	231.0	0.0	0.0	97.0	10.0	20.0	57.0	0.0	0.0	0.0	10.0	0.0	75.0	19.0	0.0	0.0	23.0	22.0	0.0	33.0	18.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	119.0	36.0	12.0	149.0	89.0	0.0	0.0	0.0	0.0	106.0	89.0	20.0	0.0
a84d3299125dcb23c2067f75619045e5	19.0	0.0	0.0	166.0	0.0	0.0	128.0	46.0	0.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	67.0	199.0	23.0	107.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	29.0	77.0	153.0	0.0	15.0	0.0	0.0	0.0	0.0	10.0	0.0	60.0	0.0	0.0
012da0c54e4c1d5b5856aaf11d644def	0.0	23.0	0.0	772.0	0.0	0.0	59.0	0.0	0.0	81.0	20.0	0.0	20.0	5.0	0.0	0.0	8.0	17.0	0.0	22.0	38.0	2.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	173.0	44.0	0.0	19.0	0.0	0.0	0.0	0.0	5.0	14.0	76.0	0.0	0.0
8f3c100fb9647b6e46499c75747763d1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1404.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8ad42158cf71e3580b910aa4d774037c	0.0	53.0	0.0	214.0	0.0	0.0	17.0	32.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	894.0	18.0	0.0
2ce9a0a35a16d497aaa7976e8ef4ff6d	22.0	139.0	41.0	811.0	0.0	0.0	0.0	13.0	50.0	3.0	0.0	0.0	7.0	14.0	19.0	8.0	7.0	6.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	156.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	39.0	0.0	0.0	0.0	0.0
914f5ef9ca54abf0d9ffc6ae17384fbe	0.0	63.0	0.0	215.0	0.0	0.0	97.0	3.0	0.0	26.0	0.0	0.0	0.0	0.0	6.0	0.0	151.0	58.0	0.0	415.0	21.0	6.0	45.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	12.0	13.0	13.0	9.0	7.0	0.0	0.0	0.0	0.0	6.0	15.0	159.0	0.0	0.0
6533212aa1d2040b630701c1a9588939	0.0	16.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	8.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	1186.0	55.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dd3feb8bca4f233f9df1a182c90ff495	48.0	0.0	0.0	63.0	0.0	0.0	57.0	0.0	0.0	178.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	116.0	0.0	147.0	84.0	0.0	0.0	0.0	0.0	16.0	0.0	118.0	0.0	0.0	0.0	0.0	204.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	43.0	0.0
99d6cb7028ceca60654618c92ca4d8bb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e4063372686a480935dbbbe0296ceee	348.0	16.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	16.0	0.0	0.0	297.0	167.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	6.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.0	0.0	13.0	21.0
9b00f8cbaa694cbc650232fbfa435b04	12.0	38.0	0.0	334.0	0.0	0.0	81.0	29.0	0.0	100.0	0.0	0.0	0.0	0.0	35.0	0.0	17.0	0.0	0.0	50.0	54.0	0.0	52.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	35.0	151.0	23.0	0.0	34.0	0.0	0.0	0.0	0.0	13.0	0.0	144.0	18.0	0.0
b502f7a0bda277edbee0275f1a2b572a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1215.0	0.0	0.0	0.0
b04d69c6c82795d8456ce5574bc70a8f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
09b507eec8191fe280f5ee5824406197	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	609.0	0.0	0.0	287.0	0.0	255.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
e2f8379159e438ec2d10bb7ecd06882b	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	984.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b1072ff77141a80d6ebe5d9751d141d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1105.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bd674087fe509cd91c5d7ab8d87f251	0.0	0.0	0.0	825.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	12.0	17.0	16.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	79.0	0.0	11.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
