Feature ID	Taxon	Confidence
b65598390a16ce109ce4732249d5b59f	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__uncultured_bacterium	0.9998877995051809
5a930a0946b799c0b162ab87bc2bb79a	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ostreobium_sp.	0.999371519387028
0886831cfb3fd48845ba06ae7cabeb1a	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Endozoicomonadaceae; g__Endozoicomonas; s__uncultured_bacterium	0.9997651478273616
01be52625aae2664d842dbfa1eb4eeb7	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1.0000000000000049
2ffb48062a3d0e7bbdeaab39521f3297	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_cyanobacterium	0.9999885228293509
b4a45f4d13af93862e8a6343ea7ee6e1	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_candidate	0.9771290242420152
eb1516031724c4bc8a71287dfda3aa75	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Alteromonadaceae; g__Agaribacter; s__uncultured_bacterium	0.9875003697743395
c799906639ef8afb687f3e6f6f5e3b7f	d__Eukaryota; p__Porifera; c__Demospongiae	0.9999999999977898
91df359b63e75c753531f66157d4a142	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Porticoccaceae; g__Porticoccus; s__uncultured_bacterium	0.9514425300158436
6fa3c702ab5ddb1d0345e28ca4e5dc8c	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__Mitochondria; g__Mitochondria; s__Lithothamnion_sp.	0.9477780850708913
162c3a5bf11fcac679c0ec98a62f1b1f	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Oxyphotobacteria_Incertae_Sedis; f__Unknown_Family	0.9328320757861833
8a4fa81cdfd2362f47c6cb67cfa6e7f5	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	1.0000000000000047
