"","Metabolite","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p.adj","Enrichment.dir","Feature.status"
"105","Feature 62",-3.69889399400414,11.5177285474058,15.2166225414099,-6.10252385680402,0.00158221996535234,5.11182570107487,-5.24679233332185,-2.15099565468642,"Welch Two Sample t-test","two.sided",0.00332974649424896,"Partial Mortality","Unknown"
"106","Feature 65",-2.72924015307898,10.7082911345771,13.4375312876561,-5.93265068387616,0.000396858339454258,7.73585855387741,-3.79642614439572,-1.66205416176224,"Welch Two Sample t-test","two.sided",0.0015700876045033,"Partial Mortality","Unknown"
"107","Feature 66",-2.97868763967551,10.5416485138945,13.52033615357,-5.87333927940544,0.000842583362518138,6.42638379540159,-4.19996087522597,-1.75741440412505,"Welch Two Sample t-test","two.sided",0.00242855724323826,"Partial Mortality","Unknown"
"108","Feature 67",-2.16845424845062,12.7481268900288,14.9165811384795,-3.97269795702433,0.00495401643330218,7.28698515009061,-3.4489253905079,-0.887983106393342,"Welch Two Sample t-test","two.sided",0.00718998750045954,"Partial Mortality","Unknown"
"109","Feature 69",-1.4788123382443,13.6280194366216,15.1068317748659,-3.61852006519719,0.00711647466237628,7.78521709713723,-2.42577214311637,-0.531852533372227,"Welch Two Sample t-test","two.sided",0.0092909530314357,"Partial Mortality","Unknown"
"110","Feature 7",-4.48730640255786,11.6198232493843,16.1071296519421,-5.76076169876559,0.000762703999076078,6.80978214254241,-6.33969584563136,-2.63491695948436,"Welch Two Sample t-test","two.sided",0.00233785356238537,"Partial Mortality","Unknown"
"111","Feature 71",-2.47940371905772,10.4696728913443,12.949076610402,-3.30898078485226,0.023474684589042,4.6796780356894,-4.44586748454376,-0.512939953571681,"Welch Two Sample t-test","two.sided",0.0252593073173828,"Partial Mortality","Unknown"
"112","Feature 8",-3.16759604705562,15.0232287703807,18.1908248174363,-5.22580975384272,0.00432333887982653,4.59944809281577,-4.76745207955064,-1.56774001456061,"Welch Two Sample t-test","two.sided",0.00648500831973979,"Partial Mortality","Unknown"
"113","Feature 84",-3.43433830904298,12.725441435409,16.159779744452,-4.87376980324054,0.0056447410871278,4.62078882695122,-5.29135598070031,-1.57732063738565,"Welch Two Sample t-test","two.sided",0.00772726692509728,"Partial Mortality","Unknown"
"114","Feature 87",-1.10906527041062,12.6977245962752,13.8067898666858,-4.94659488659351,0.00355918251964963,5.35441629444374,-1.67412230372509,-0.544008237096154,"Welch Two Sample t-test","two.sided",0.00557605261411776,"Partial Mortality","Unknown"
"115","Feature 89",-3.5560631067417,13.8443472379988,17.4004103447405,-5.29563079982116,0.0040533376222922,4.61661796810019,-5.32625157215945,-1.78587464132395,"Welch Two Sample t-test","two.sided",0.00621218048633913,"Partial Mortality","Unknown"
"116","Feature 9",-2.53973958703544,12.0895362166201,14.6292758036556,-7.07159259234238,0.000792871028257911,5.11981918450705,-3.45649482205746,-1.62298435201342,"Welch Two Sample t-test","two.sided",0.00237861308477373,"Partial Mortality","Unknown"
"117","Feature 97",-1.59258262156968,12.9573322215855,14.5499148431552,-5.44174012521509,0.00119624487103439,6.55941871756019,-2.29415006681161,-0.891015176327751,"Welch Two Sample t-test","two.sided",0.00301197369314017,"Partial Mortality","Unknown"
"118","Feature 98",-1.59258262156968,12.9573322215855,14.5499148431552,-5.44174012521509,0.00119624487103439,6.55941871756019,-2.29415006681161,-0.891015176327751,"Welch Two Sample t-test","two.sided",0.00301197369314017,"Partial Mortality","Unknown"
"119","Feature 98.1",-1.45842271710484,12.8513710561027,14.3097937732075,-4.51705676787568,0.00331768871897307,6.48750356967516,-2.23428742506258,-0.682558009147103,"Welch Two Sample t-test","two.sided",0.00537694378592187,"Partial Mortality","Unknown"
