Well,562
A1,2.441
B1,1.942
C1,1.356
D1,1.058
E1,0.788
F1,0.496
G1,0.296
H1,0.122
A2,2.407
B2,1.934
C2,1.348
D2,1.067
E2,0.78
F2,0.483
G2,0.284
H2,0.112
A3,2.324
B3,1.865
C3,1.203
D3,1.035
E3,0.774
F3,0.466
G3,0.284
H3,0.115
A4,0.083
B4,0.417
C4,0.547
D4,0.748
E4,0.487
F4,0.586
G4,0.474
H4,0.571
A5,0.082
B5,0.504
C5,0.545
D5,0.746
E5,0.475
F5,0.611
G5,0.461
H5,0.578
A6,0.082
B6,0.5
C6,0.544
D6,0.732
E6,0.469
F6,0.615
G6,0.462
H6,0.591
A7,0.443
B7,0.471
C7,0.447
D7,0.51
E7,0.46
F7,0.49
G7,0.408
H7,0.421
A8,0.461
B8,0.459
C8,0.452
D8,0.521
E8,0.463
F8,0.482
G8,0.41
H8,0.417
A9,0.44
B9,0.465
C9,0.424
D9,0.506
E9,0.428
F9,0.505
G9,0.413
H9,0.383
A10,0.495
B10,0.564
C10,0.503
D10,0.635
E10,0.442
F10,0.574
G10,0.391
H10,0.472
A11,0.449
B11,0.576
C11,0.493
D11,0.641
E11,0.441
F11,0.586
G11,0.423
H11,0.462
A12,0.452
B12,0.554
C12,0.506
D12,0.644
E12,0.45
F12,0.608
G12,0.384
H12,0.479
