sample_uid	27	26	34	28	30	31	29	32	33
384	12341.0	0	0	0	0	0	0	0	0
393	12570.0	0	0	0	0	0	0	0	0
426	6348.0	0	0	0	0	0	0	0	0
392	10386.0	0	0	0	0	0	0	0	0
387	4834.0	0	0	0	0	0	0	0	0
408	10094.0	0	0	0	0	0	0	0	0
412	6066.0	0	0	0	0	0	0	0	0
388	5726.0	0	0	0	0	0	0	0	0
394	8894.0	0	0	0	0	0	0	0	0
405	10903.0	0	0	0	0	0	0	0	0
397	13309.0	0	0	0	0	0	0	0	0
401	5094.0	0	0	0	0	0	0	0	0
396	9865.0	0	0	0	0	0	0	0	0
400	15307.0	0	0	0	0	0	0	0	0
398	8069.0	0	0	0	0	0	0	0	0
420	5347.0	0	0	0	0	0	0	0	0
382	1833.0	0	0	0	0	0	0	0	0
395	17735.0	0	0	0	0	0	0	0	0
411	8603.0	0	0	0	0	0	0	0	0
410	581.0	0	0	0	0	0	0	0	0
389	1985.0	0	0	0	0	0	0	0	0
390	1836.0	0	0	0	172.0	0	0	0	141.0
409	1712.0	0	0	0	0	311.0	315.0	0	0
421	0	6156.0	0	0	0	0	0	0	0
419	0	22370.0	0	0	0	0	0	0	0
386	0	9131.0	0	0	0	0	0	0	0
423	0	6451.0	0	0	0	0	0	0	0
425	0	9949.0	0	0	0	0	0	0	0
383	0	5729.0	0	0	0	0	0	0	0
406	0	10739.0	0	0	0	0	0	0	0
385	0	5546.0	0	0	0	0	0	0	0
418	0	11230.0	0	0	0	0	0	0	0
424	0	0	37.0	200.0	0	150.0	0	0	0
414	0	0	340.0	0	106.0	0	0	0	0
416	0	0	0	0	0	0	0	345.0	0
422	0	0	0	0	0	0	0	0	0
417	0	0	0	0	0	0	0	0	0
415	0	0	0	0	0	0	0	0	0
413	0	0	0	0	0	0	0	0	0
407	0	0	0	0	0	0	0	0	0
404	0	0	0	0	0	0	0	0	0
403	0	0	0	0	0	0	0	0	0
402	0	0	0	0	0	0	0	0	0
399	0	0	0	0	0	0	0	0	0
391	0	0	0	0	0	0	0	0	0
