"","Fragment.ID","Intercept","umol.L.sec","V4","V5"
"1","BLANK1-AMB",176.831757743271,6.50310559006622e-05,NA,"Photo"
"2","BLANK1-AMB",176.717962398559,-0.000114523409363795,NA,"Resp"
"3","BLANK1-HOT",146.555786967683,-0.000300709755360882,NA,"Photo"
"4","BLANK1-HOT",146.462292131129,-0.000293287465309941,NA,"Resp"
"5","BLANK2-AMB",176.14033384806,-0.000117029418150234,NA,"Photo"
"6","BLANK2-AMB",175.786830603865,-5.67786561264214e-05,NA,"Resp"
"7","BLANK2-HOT",145.771329663865,-0.000232184873949527,NA,"Photo"
"8","BLANK2-HOT",145.331510617496,-0.000177512864494027,NA,"Resp"
"9","BLANK3-AMB",175.08283055192,8.53769559032776e-06,NA,"Photo"
"10","BLANK3-AMB",175.005366820768,-6.59672830725857e-05,NA,"Resp"
"11","BLANK3-HOT",145.358024736842,-0.000186766917293227,NA,"Photo"
"12","BLANK3-HOT",145.039561680543,-0.000148174529756486,NA,"Resp"
"13","BLANK4-AMB",174.873050653617,-3.08505036630174e-05,NA,"Photo"
"14","BLANK4-AMB",174.79571471477,9.76194881282992e-05,NA,"Resp"
"15","BLANK4-HOT",145.040430144673,-0.000121368859029646,NA,"Photo"
"16","BLANK4-HOT",144.781190015666,-0.000140478891499914,NA,"Resp"
"17","BLANK5-AMB",174.663796307522,-0.000119111243917014,NA,"Photo"
"18","BLANK5-AMB",174.579778141045,0.000150128360012096,NA,"Resp"
"19","BLANK5-HOT",144.431905616883,-0.000134940191387549,NA,"Photo"
"20","BLANK5-HOT",144.281406767677,-0.000139235209235232,NA,"Resp"
"21","R1",171.133804664502,0.00092975108225102,NA,"Photo"
"22","R1",172.226265982485,-0.00132974822112743,NA,"Resp"
"23","R10",193.877536383929,0.00157344710061444,NA,"Photo"
"24","R10",195.623719534828,-0.00176981138190297,NA,"Resp"
"25","R11",188.566355813953,-0.00141893687707639,NA,"Photo"
"26","R11",186.453407586207,-0.00141448275862076,NA,"Resp"
"27","R12",163.490195318036,-0.00133605781695618,NA,"Photo"
"28","R12",160.616388740783,-0.00138703913783328,NA,"Resp"
"29","R13",164.920700268671,0.000210662722535772,NA,"Photo"
"30","R13",165.083111446693,-0.00131772878284513,NA,"Resp"
"31","R14",187.005200804716,0.00114633356227105,NA,"Photo"
"32","R14",188.818711490385,-0.00111922847985346,NA,"Resp"
"33","R15",190.186890874915,0.00056982228298017,NA,"Photo"
"34","R15",190.720277363746,-0.0012020216086435,NA,"Resp"
"35","R16",167.069483007423,0.000461680900311334,NA,"Photo"
"36","R16",167.577411597192,-0.000974305254016551,NA,"Resp"
"37","R17",192.832603484848,0.00249651515151522,NA,"Photo"
"38","R17",196.366533022809,-0.00220437935174075,NA,"Resp"
"39","R18",193.092886253891,0.000332079575385148,NA,"Photo"
"40","R18",193.12075855615,-0.00164090909090906,NA,"Resp"
"41","R19",162.863221158537,-0.000452865853658591,NA,"Photo"
"42","R19",162.18353756418,-0.000740070975536129,NA,"Resp"
"43","R2",187.216590403061,-0.00197193367346944,NA,"Photo"
"44","R2",184.970646487581,-0.000304327606959183,NA,"Resp"
"45","R20",168.842922615018,-0.00103197514542569,NA,"Photo"
"46","R20",166.675994979607,-0.00162360400444933,NA,"Resp"
"47","R21",171.467204276557,-0.00135253663003661,NA,"Photo"
"48","R21",169.158569450317,-0.00143595590456046,NA,"Resp"
"49","R22",193.426172582124,0.00201122230710456,NA,"Photo"
"50","R22",195.932901131222,-0.00117941176470593,NA,"Resp"
"51","R23",188.291774490927,0.00093495981001097,NA,"Photo"
"52","R23",189.399818935855,-0.0025673971078977,NA,"Resp"
"53","R24",167.32999518626,-0.00110258829221095,NA,"Photo"
"54","R24",165.191900215686,-0.00124688235294117,NA,"Resp"
"55","R25",186.12796409009,-6.23357041251437e-05,NA,"Photo"
"56","R25",186.066425995277,-0.0010288967611336,NA,"Resp"
"57","R26",160.856200740543,-0.00130357674542884,NA,"Photo"
"58","R26",158.316245455465,-0.00171185222672059,NA,"Resp"
"59","R27",178.895294437148,-0.000758977485928717,NA,"Photo"
"60","R27",177.571975443878,-0.00150003571428574,NA,"Resp"
"61","R28",158.756929326488,-0.000617638175777754,NA,"Photo"
"62","R28",157.676102878788,-0.000954393939393963,NA,"Resp"
"63","R29",165.141048001058,-0.000672538339502932,NA,"Photo"
"64","R29",163.953439457601,-0.000949006875477389,NA,"Resp"
"65","R3",192.870902846645,-0.00126841396203306,NA,"Photo"
"66","R3",190.391090590689,-0.00154008563899867,NA,"Resp"
"67","R30",157.256038182453,-0.00038536497045931,NA,"Photo"
"68","R30",156.773234428603,-0.00141051987327187,NA,"Resp"
"69","R31",167.175841498258,-0.0017077003484321,NA,"Photo"
"70","R31",164.10616321353,-0.00144228329809715,NA,"Resp"
"71","R32",188.039775570992,0.00049497638232843,NA,"Photo"
"72","R32",188.595566776208,-0.00099841983329555,NA,"Resp"
"73","R33",169.439798233117,0.000557795251310582,NA,"Photo"
"74","R33",169.970596175958,-0.00186133275261328,NA,"Resp"
"75","R34",188.314202983409,0.00032214479638009,NA,"Photo"
"76","R34",188.471227003367,-0.00181151515151518,NA,"Resp"
"77","R35",171.778831150059,-0.00060083604039185,NA,"Photo"
"78","R35",170.562978922754,-0.00113276890824059,NA,"Resp"
"79","R36",172.536720319328,-0.00165145978391361,NA,"Photo"
"80","R36",169.207990779476,-0.00158464953470506,NA,"Resp"
"81","R37",184.22608602387,-0.000971932387954074,NA,"Photo"
"82","R37",182.167250676736,-0.00119333876772581,NA,"Resp"
"83","R38",162.233357429463,-0.00138876618871411,NA,"Photo"
"84","R38",159.535159694956,-0.0012207037148898,NA,"Resp"
"85","R39",186.526935238387,-0.000745718659784796,NA,"Photo"
"86","R39",188.6281444423,-0.00166687902187906,NA,"Resp"
"87","R4",156.685466365008,-0.00156289592760184,NA,"Photo"
"88","R4",153.312457500743,-0.00207919536504334,NA,"Resp"
"89","R40",190.5676425,0.000913560606060643,NA,"Photo"
"90","R40",191.553743959157,-0.00120930830039529,NA,"Resp"
"91","R5",166.195496952104,0.000339042089985499,NA,"Photo"
"92","R5",166.564608442728,-0.00110471042471045,NA,"Resp"
"93","R6",192.83368238321,0.00153408302497683,NA,"Photo"
"94","R6",195.049634630895,-0.00274566985645934,NA,"Resp"
"95","R7",193.8538675,0.00235201219512197,NA,"Photo"
"96","R7",196.871097290294,-0.00176193675889334,NA,"Resp"
"97","R8",181.420863253546,-0.00141631838905782,NA,"Photo"
"98","R8",178.876505693877,-0.00168161224489788,NA,"Resp"
