"","Fragment.ID","Intercept","umol.L.sec","V4","V5"
"1","BLANK1",156.210059102253,-6.16140009722938e-05,NA,"Photo"
"2","BLANK1",156.232352618062,1.22553554041155e-05,NA,"Resp"
"3","BLANK2",156.287558905168,-0.000195187766714047,NA,"Photo"
"4","BLANK2",155.808643968003,-0.000113154594467876,NA,"Resp"
"5","BLANK3",155.468493086089,-0.000147358952102915,NA,"Photo"
"6","BLANK3",155.128554964286,-1.92500000000093e-05,NA,"Resp"
"7","BLANK4",156.131027876039,-0.000296269415362188,NA,"Photo"
"8","BLANK4",155.171249259651,-0.00033779935030594,NA,"Resp"
"9","BLANK5",154.469873551547,-0.00039694219086558,NA,"Photo"
"10","BLANK5",153.193544953195,-0.000142429792429814,NA,"Resp"
"11","R1",190.00569960815,0.00111073667711598,NA,"Photo"
"12","R1",193.211208021625,-0.00165425189947405,NA,"Resp"
"13","R10",189.568587019436,0.000876957566172302,NA,"Photo"
"14","R10",191.704650286931,-0.00191648463532027,NA,"Resp"
"15","R11",206.852091990977,0.00152624191351718,NA,"Photo"
"16","R11",210.432794252518,-0.00247932577838826,NA,"Resp"
"17","R12",185.848094878833,0.000868933496547623,NA,"Photo"
"18","R12",187.502256398775,-0.00181766934557977,NA,"Resp"
"19","R13",188.755769594428,0.000847530291961606,NA,"Photo"
"20","R13",190.795766506969,-0.00146685540069685,NA,"Resp"
"21","R14",174.594244046447,0.000263921306711644,NA,"Photo"
"22","R14",175.249826481578,-0.00129948022127126,NA,"Resp"
"23","R15",194.778592036646,9.4362226920374e-05,NA,"Photo"
"24","R15",194.109988705768,-0.00114412432721303,NA,"Resp"
"25","R16",190.373452939302,0.000549911133467484,NA,"Photo"
"26","R16",190.790840444405,-0.00154188784883208,NA,"Resp"
"27","R17",190.04208515803,0.00124741115029842,NA,"Photo"
"28","R17",193.09981385785,-0.00257313632372893,NA,"Resp"
"29","R18",153.39905566905,0.000947139938713022,NA,"Photo"
"30","R18",155.468402985193,-0.00181557112638818,NA,"Resp"
"31","R19",187.844105917972,0.000608902304147469,NA,"Photo"
"32","R19",189.325608922145,-0.0016924067181396,NA,"Resp"
"33","R2",208.555481735974,0.000713924090586283,NA,"Photo"
"34","R2",210.376722113266,-0.0018168992648306,NA,"Resp"
"35","R20",206.592895159733,0.000593778598715425,NA,"Photo"
"36","R20",208.27111535726,-0.00248651384177702,NA,"Resp"
"37","R21",184.255397598832,0.000786982561350906,NA,"Photo"
"38","R21",186.047858063906,-0.00162626205331821,NA,"Resp"
"39","R22",187.286271212204,0.000612952212277954,NA,"Photo"
"40","R22",188.625259887833,-0.00174518289170507,NA,"Resp"
"41","R23",173.385567993336,0.000765586819696396,NA,"Photo"
"42","R23",175.309714377188,-0.00210163920430292,NA,"Resp"
"43","R24",192.730710323968,0.000644083195906477,NA,"Photo"
"44","R24",194.393236381229,-0.00189046927914851,NA,"Resp"
"45","R25",188.374307429464,0.000451243061979584,NA,"Photo"
"46","R25",188.907906922404,-0.00191017671244862,NA,"Resp"
"47","R26",188.762389037267,0.000278774205334297,NA,"Photo"
"48","R26",189.119392592979,-0.00213047698570086,NA,"Resp"
"49","R27",151.852100590565,-0.000190188701223062,NA,"Photo"
"50","R27",150.579698610013,-0.00236171936758896,NA,"Resp"
"51","R28",186.661304588924,0.000268391100178909,NA,"Photo"
"52","R28",186.901202226027,-0.00191797945205481,NA,"Resp"
"53","R29",203.864546025806,0.000644782181259602,NA,"Photo"
"54","R29",205.222325615171,-0.00209878815911192,NA,"Resp"
"55","R3",186.468370537514,0.000630929090055262,NA,"Photo"
"56","R3",188.166003123755,-0.00135948221906111,NA,"Resp"
"57","R30",184.470323435129,0.00190806395851341,NA,"Photo"
"58","R30",188.646602777692,-0.00268487803377521,NA,"Resp"
"59","R31",186.764325841827,0.00010524151034573,NA,"Photo"
"60","R31",186.621276507139,-0.00199305922792173,NA,"Resp"
"61","R32",172.947104168239,-0.000115951428775463,NA,"Photo"
"62","R32",172.234521577939,-0.0019161026418709,NA,"Resp"
"63","R33",193.663633682395,0.001131690670645,NA,"Photo"
"64","R33",196.071423501436,-0.00262576132258958,NA,"Resp"
"65","R34",184.718064448353,0.000105920646674055,NA,"Photo"
"66","R34",184.137846135084,-0.0018692120075047,NA,"Resp"
"67","R35",185.897970192758,-0.000151162688662674,NA,"Photo"
"68","R35",185.025445172622,-0.00204734834176935,NA,"Resp"
"69","R36",147.441334417694,5.36794347285377e-05,NA,"Photo"
"70","R36",147.043713963052,-0.00193343909821522,NA,"Resp"
"71","R37",183.702830693277,0.00034045402458502,NA,"Photo"
"72","R37",184.472379138756,-0.00205651401230353,NA,"Resp"
"73","R38",200.677919165855,0.000330428432327189,NA,"Photo"
"74","R38",201.77409905619,-0.00179352502194905,NA,"Resp"
"75","R39",183.534586987909,0.000514722811756343,NA,"Photo"
"76","R39",184.806236019164,-0.00169682055749123,NA,"Resp"
"77","R4",188.918090074212,0.00144424860853432,NA,"Photo"
"78","R4",193.051962539449,-0.00182725646959817,NA,"Resp"
"79","R40",182.531339832259,0.000484355335386298,NA,"Photo"
"80","R40",183.427253172076,-0.00238969556469246,NA,"Resp"
"81","R5",174.942213430438,6.99201741654218e-05,NA,"Photo"
"82","R5",175.372809399986,-0.000946644183015748,NA,"Resp"
"83","R6",198.229424953115,-0.000186982544628017,NA,"Photo"
"84","R6",198.277424259533,-0.00246202332469454,NA,"Resp"
"85","R7",192.40400304573,0.000282649013093604,NA,"Photo"
"86","R7",193.282324572914,-0.00233152292775391,NA,"Resp"
"87","R8",189.324183001657,0.000513755227649342,NA,"Photo"
"88","R8",190.970731131342,-0.00148980369843522,NA,"Resp"
"89","R9",156.904754624711,0.000214421155059939,NA,"Photo"
"90","R9",157.012396392889,-0.00198763590949161,NA,"Resp"
