"","Fragment.ID","Intercept","umol.L.sec","V4","V5"
"1","BLANK1-AMB",172.446683454791,-7.31983805668214e-05,NA,"Photo"
"2","BLANK1-AMB",171.989468280528,4.32663479458392e-05,NA,"Resp"
"3","BLANK1-HOT",152.053780243902,4.42508710799405e-06,NA,"Photo"
"4","BLANK1-HOT",152.336491505376,-5.57619577307658e-05,NA,"Resp"
"5","BLANK2-AMB",171.850153745596,-0.000226613812544146,NA,"Photo"
"6","BLANK2-AMB",172.093256142747,-0.000211662255613379,NA,"Resp"
"7","BLANK2-HOT",151.854575322967,-0.00032436602870816,NA,"Photo"
"8","BLANK2-HOT",151.387576102973,-0.000289308400311134,NA,"Resp"
"9","BLANK3-AMB",171.487575720012,-0.000396626580326842,NA,"Photo"
"10","BLANK3-AMB",171.208554898035,-0.000350077864293448,NA,"Resp"
"11","BLANK3-HOT",151.839258214286,-0.000310811688311757,NA,"Photo"
"12","BLANK3-HOT",151.554247237077,-0.000261497326203242,NA,"Resp"
"13","BLANK4-AMB",170.403266371041,-0.000242479638008917,NA,"Photo"
"14","BLANK4-AMB",170.427652014652,-0.000334554334554303,NA,"Resp"
"15","BLANK4-HOT",151.611991063921,-0.000124826254826258,NA,"Photo"
"16","BLANK4-HOT",151.469407843137,-0.000192156862745074,NA,"Resp"
"17","BLANK5-AMB",169.652030482017,-0.000285061179087772,NA,"Photo"
"18","BLANK5-AMB",169.568311538462,-0.000256593406593548,NA,"Resp"
"19","BLANK5-HOT",151.583126699507,-0.000657733990147734,NA,"Photo"
"20","BLANK5-HOT",151.073205472747,-0.000373214682980965,NA,"Resp"
"21","R1",188.389911723566,0.00131516121384533,NA,"Photo"
"22","R1",189.571710996399,-0.00168511404561822,NA,"Resp"
"23","R10",185.54201881415,0.000101603739002984,NA,"Photo"
"24","R10",185.367258888889,-0.00176999999999981,NA,"Resp"
"25","R11",173.023677603112,-0.00146497852686169,NA,"Photo"
"26","R11",171.013735709402,-0.00183485470085455,NA,"Resp"
"27","R12",165.654280966386,-0.00161401960784308,NA,"Photo"
"28","R12",164.168762957265,-0.00177218803418804,NA,"Resp"
"29","R13",183.772962410256,-5.09572649572449e-05,NA,"Photo"
"30","R13",183.856034113301,-0.00168518062397376,NA,"Resp"
"31","R14",161.085087289581,0.00012776418242493,NA,"Photo"
"32","R14",161.153860454297,-0.00104217296113842,NA,"Resp"
"33","R15",182.176773571429,0.000365084033613452,NA,"Photo"
"34","R15",182.5698341777,-0.0011219553561659,NA,"Resp"
"35","R16",164.268220342556,0.000401528326745714,NA,"Photo"
"36","R16",164.634745590496,-0.00138402515723276,NA,"Resp"
"37","R17",187.05489256871,0.0010169450317125,NA,"Photo"
"38","R17",187.927941453202,-0.00216214285714286,NA,"Resp"
"39","R18",190.41573825,5.34846938775783e-05,NA,"Photo"
"40","R18",190.672465818484,-0.00186630172153422,NA,"Resp"
"41","R19",168.542667567568,-0.00135604551920346,NA,"Photo"
"42","R19",166.958458498024,-0.00162450592885368,NA,"Resp"
"43","R2",162.913502580944,3.92537773666808e-06,NA,"Photo"
"44","R2",162.636433971774,-0.00135534274193543,NA,"Resp"
"45","R20",167.595555413422,-0.00107814238042272,NA,"Photo"
"46","R20",166.249155932031,-0.0014363553113552,NA,"Resp"
"47","R21",197.715546820015,-0.0010156616568915,NA,"Photo"
"48","R21",196.59613177646,-0.00129998023715421,NA,"Resp"
"49","R22",165.448238497949,0.000293559466848905,NA,"Photo"
"50","R22",165.630889901478,-0.00138743842364533,NA,"Resp"
"51","R23",180.923921306818,6.84292521994812e-05,NA,"Photo"
"52","R23",180.402143319328,-0.00213323529411758,NA,"Resp"
"53","R24",171.984054921369,-0.00118270428615476,NA,"Photo"
"54","R24",170.225260476621,-0.00170819909502267,NA,"Resp"
"55","R25",186.288130915819,-0.000544175146469224,NA,"Photo"
"56","R25",185.487441459129,-0.00173893812070281,NA,"Resp"
"57","R26",178.217075941982,-0.000374459120006512,NA,"Photo"
"58","R26",177.442584839701,-0.00148400527009229,NA,"Resp"
"59","R27",174.503592560976,-0.000812073170731706,NA,"Photo"
"60","R27",173.368653792784,-0.00128962380511866,NA,"Resp"
"61","R28",188.392747242647,-0.00144242981283436,NA,"Photo"
"62","R28",186.253782213439,-0.00163201581027668,NA,"Resp"
"63","R29",191.088801241956,-0.00133727799227803,NA,"Photo"
"64","R29",189.752582489178,-0.00158292207792209,NA,"Resp"
"65","R3",176.491743051948,-0.000415923520923511,NA,"Photo"
"66","R3",175.910343071429,-0.00117449999999999,NA,"Resp"
"67","R31",194.693846412288,-0.000872356708640945,NA,"Photo"
"68","R31",193.672657521008,-0.00158021008403361,NA,"Resp"
"69","R32",188.267647903176,-8.57693493679098e-05,NA,"Photo"
"70","R32",187.932382805273,-0.00116472016651253,NA,"Resp"
"71","R33",177.698429044095,0.00143608078939257,NA,"Photo"
"72","R33",179.853111486486,-0.000530405405405403,NA,"Resp"
"73","R34",161.842430311814,0.000168722002635069,NA,"Photo"
"74","R34",161.815273207283,-0.00136368347338935,NA,"Resp"
"75","R35",175.175795219785,-0.000446762435018012,NA,"Photo"
"76","R35",174.67187525,-0.00111525000000005,NA,"Resp"
"77","R36",170.531425176122,-0.000777864293659564,NA,"Photo"
"78","R36",169.388616749012,-0.00122742094861649,NA,"Resp"
"79","R37",173.368081006493,-0.00101195887445886,NA,"Photo"
"80","R37",172.389686486487,-0.00129909909909913,NA,"Resp"
"81","R38",170.41748784878,-0.000829899332531019,NA,"Photo"
"82","R38",169.223740977444,-0.0012575187969925,NA,"Resp"
"83","R39",188.598903167743,0.000890135682240791,NA,"Photo"
"84","R39",189.431121280543,-0.00122309049773748,NA,"Resp"
"85","R40",176.47252966967,9.04504504503651e-05,NA,"Photo"
"86","R40",176.41827687747,-0.00148636363636369,NA,"Resp"
"87","R5",186.769216787054,-5.78752345215548e-05,NA,"Photo"
"88","R5",186.532288275862,-0.00110699507389157,NA,"Resp"
"89","R6",178.698930019208,0.000105274909963947,NA,"Photo"
"90","R6",178.21695292029,-0.00224784782608699,NA,"Resp"
"91","R7",188.116342587111,0.000298794326241135,NA,"Photo"
"92","R7",188.361854616936,-0.00230703629032264,NA,"Resp"
"93","R8",164.954688568548,-0.00089824596774186,NA,"Photo"
"94","R8",163.963916875,-0.00129348790322576,NA,"Resp"
