"","Fragment.ID","Temp.Cat","Pnet_umol.cm2.hr","Rdark_umol.cm2.hr","Pgross_umol.cm2.hr","Timepoint"
"1","R1","Ambient",0.431149875236218,-0.498489580682473,0.929639455918691,"T1"
"2","R10","Ambient",0.357775471615904,-0.583540711705274,0.941316183321178,"T1"
"3","R11","Hot",0.505827306374198,-0.68101910034462,1.18684640671882,"T1"
"4","R12","Hot",0.376609901741955,-0.583230314443314,0.959840216185269,"T1"
"5","R13","Ambient",0.417458026392277,-0.525730222671774,0.943188249064051,"T1"
"6","R14","Ambient",0.215081278202202,-0.522422523419227,0.737503801621429,"T1"
"7","R15","Ambient",0.156375784894502,-0.5087233375969,0.665099122491402,"T1"
"8","R16","Ambient",0.457423501101718,-0.838590143502062,1.29601364460378,"T1"
"9","R17","Ambient",0.418778504270092,-0.69985488214636,1.11863338641645,"T1"
"10","R18","Ambient",0.355804418004608,-0.519611946744607,0.875416364749215,"T1"
"11","R19","Hot",0.383549356954316,-0.7260468397059,1.10959619666022,"T1"
"12","R2","Ambient",0.299887581293232,-0.546813225308062,0.846700806601294,"T1"
"13","R20","Hot",0.164107111078926,-0.478329607873063,0.642436718951989,"T1"
"14","R21","Hot",0.48650939191614,-0.720408689661409,1.20691808157755,"T1"
"15","R22","Ambient",0.308018711493616,-0.59880726976908,0.906825981262696,"T1"
"16","R23","Ambient",0.242385534244131,-0.488336617716216,0.730722151960347,"T1"
"17","R24","Hot",0.249022103722447,-0.506219759755557,0.755241863478004,"T1"
"18","R25","Ambient",0.307079090993873,-0.816965011613587,1.12404410260746,"T1"
"19","R26","Hot",0.152410718207924,-0.613811745167435,0.766222463375359,"T1"
"20","R27","Hot",0.00733621588228634,-0.648496602609577,0.655832818491863,"T1"
"21","R28","Hot",0.219381985613691,-0.79938849177632,1.01877047739001,"T1"
"22","R29","Hot",0.328868935570103,-0.740019997300849,1.06888893287095,"T1"
"23","R3","Hot",0.369926873391159,-0.537662738538691,0.90758961192985,"T1"
"24","R30","Hot",0.66159726658198,-0.795023076083838,1.45662034266582,"T1"
"25","R31","Hot",0.163623639007832,-0.93797903721229,1.10160267622012,"T1"
"26","R32","Ambient",0.0398541228237605,-0.692044385856385,0.731898508680145,"T1"
"27","R33","Ambient",0.38496078604777,-0.713384214887421,1.09834500093519,"T1"
"28","R34","Ambient",0.155268621156786,-0.821131531772272,0.976400152929058,"T1"
"29","R35","Hot",0.0296719298720283,-0.81420222733402,0.843874157206048,"T1"
"30","R36","Hot",0.0849942312017064,-0.573208417415439,0.658202648617146,"T1"
"31","R37","Hot",0.250899230871371,-0.86624371774898,1.11714294862035,"T1"
"32","R38","Hot",0.223360167124013,-0.672776851264381,0.896137018388394,"T1"
"33","R39","Ambient",0.304968545834157,-0.65408737447963,0.959055920313787,"T1"
"34","R4","Hot",0.491517926020666,-0.50359166639335,0.995109592414016,"T1"
"35","R40","Ambient",0.228090259655081,-0.732118048729439,0.96020830838452,"T1"
"36","R5","Ambient",0.159560998517288,-0.454248566563187,0.613809565080475,"T1"
"37","R6","Ambient",0.00656726466268808,-0.504713525975923,0.511280790638611,"T1"
"38","R7","Ambient",0.157381753493615,-0.688793052362879,0.846174805856494,"T1"
"39","R8","Hot",0.267555333297523,-0.49565373998718,0.763209073284703,"T1"
"40","R9","Hot",0.181272577606888,-0.788363442487252,0.96963602009414,"T1"
